x,y,label
-1.395,3.717544406720152,snowlines
-20.433,-26.067846480384365,snowlines
-0.889,-1.8449864344995675,snowlines
-0.757,66.23876518645869,snowlines
-6.294,9.79781247952742,snowlines
-0.276,-7.387419900706618,snowlines
-1.741,-22.206723364704292,snowlines
3.586,3.135921929747131,snowlines
4.919,4.079111177228388,snowlines
-0.099,-5.8891424352351285,snowlines
-3.583,21.549130506047913,snowlines
-0.086,-14.283166033204285,snowlines
-14.057,4.718332867215601,snowlines
0.558,-33.559387916711394,snowlines
-0.467,22.20550284082541,snowlines
21.037,-3.5087797370879583,snowlines
-1.764,6.690430001044485,snowlines
1.545,15.08705569341711,snowlines
-0.328,7.877869358879167,snowlines
6.785,24.01455740424589,snowlines
-9.951,-31.404321059820177,snowlines
-1.484,-4.636554927335403,snowlines
-7.272,23.448819717790673,snowlines
-2.827,17.385371638661532,snowlines
0.011,14.682832095467422,snowlines
-7.554,22.509138140029247,snowlines
0.661,10.677801221458978,snowlines
1.804,8.100724536510088,snowlines
-2.116,15.894824262300677,snowlines
0.941,-16.913607522010658,snowlines
-2.867,7.740474419274895,snowlines
-1.43,4.049010116963421,snowlines
1.773,14.339776788871776,snowlines
3.294,9.197914504278852,snowlines
-0.505,5.379800274874343,snowlines
-1.585,-60.745297231750584,snowlines
-0.089,7.966930763724402,snowlines
-6.166,20.931125124335843,snowlines
-0.317,-8.43427558643008,snowlines
0.639,0.3409877387146416,snowlines
-2.64,12.591587094607554,snowlines
-4.805,-43.1618585172008,snowlines
-2.07,34.22437004588911,snowlines
-3.439,-17.905814708501445,snowlines
-3.128,-8.640577986796975,snowlines
-1.504,-10.711585680080576,snowlines
0.263,-17.719451314827445,snowlines
-0.704,-40.52825951959835,snowlines
3.374,-9.87203046575811,snowlines
-0.321,-23.481555053921277,snowlines
-0.012,-37.602332592843254,snowlines
3.085,-6.230649524384516,snowlines
15.727,-17.32946026010129,snowlines
0.93,15.384836595275097,snowlines
-2.724,-1.841501522635911,snowlines
0.218,8.650119433273419,snowlines
-0.38,-13.220143378999381,snowlines
0.576,28.404834185854085,snowlines
5.635,-11.01898498474965,snowlines
3.969,-0.2660954618259095,snowlines
0.596,1.7301646086493214,snowlines
-7.853,-35.83162802582333,snowlines
-1.831,34.47742162769535,snowlines
-2.774,-29.229576804983612,snowlines
-9.128,-4.718311690400094,snowlines
14.04,-0.7087697875578911,snowlines
2.797,-6.539777319858693,snowlines
3.142,-16.44858995190186,snowlines
-6.256,5.373448308532417,snowlines
-0.577,20.126143071679987,snowlines
-2.081,-31.771893539974418,snowlines
2.941,-25.55495706048154,snowlines
-3.319,-9.491286677585242,snowlines
7.059,-19.74998549290517,snowlines
-0.533,38.491001123472486,snowlines
0.417,-23.204184672807173,snowlines
-0.631,25.817265884997664,snowlines
-6.078,-15.00402113118703,snowlines
-0.494,34.03848923021013,snowlines
0.094,-21.305427303695282,snowlines
-0.917,-28.57828434119997,snowlines
-6.241,-0.31321151515674117,snowlines
5.61,25.05216371904436,snowlines
-6.889,-27.889895709496173,snowlines
-0.409,10.587556198508338,snowlines
-0.088,5.63859040847916,snowlines
6.031,-9.464857347890566,snowlines
-2.329,8.957825519817153,snowlines
6.045,-20.057431990416504,snowlines
0.098,-8.19171352570726,snowlines
-1.727,18.100619375341914,snowlines
-6.853,16.808205138851807,snowlines
1.292,-4.537930751152253,snowlines
-2.55,-25.759697702162235,snowlines
-1.012,12.618762184422792,snowlines
0.848,-49.11870075242617,snowlines
-0.397,8.50484081554815,snowlines
6.698,35.89770096081924,snowlines
0.791,18.823811961550366,snowlines
-1.033,-40.76450036210684,snowlines
7.291,11.34500054485611,snowlines
-0.021,-22.674404162827784,snowlines
-2.579,19.90026121696311,snowlines
4.44,24.74013917483983,snowlines
1.307,14.412656456312384,snowlines
0.749,-9.369793251787254,snowlines
-8.145,14.095948934741768,snowlines
-3.095,-18.352155259829534,snowlines
-1.408,-25.268299355526253,snowlines
-2.672,23.46466068350716,snowlines
1.705,7.25545108851218,snowlines
1.415,-17.052939959692885,snowlines
2.024,-22.919920359218406,snowlines
3.231,8.016950776759986,snowlines
2.474,16.748743602229247,snowlines
-5.621,-7.42521557568542,snowlines
-2.118,-21.049694056492708,snowlines
4.797,15.364559640752676,snowlines
-7.64,-14.67959411085755,snowlines
-6.37,-20.376965655728142,snowlines
0.278,-8.946775993800628,snowlines
-3.743,22.820221083121368,snowlines
0.957,-41.363615378297304,snowlines
0.922,-16.519213890763847,snowlines
-3.343,16.954020334267277,snowlines
3.926,16.988434891550668,snowlines
2.056,9.413467758218049,snowlines
-3.095,-12.10559104923813,snowlines
-9.697,18.98940665354246,snowlines
-1.593,6.784891377884904,snowlines
-1.75,-54.86088219284371,snowlines
-1.541,-24.615778428841406,snowlines
0.764,-44.45812504089404,snowlines
11.706,2.34046361219841,snowlines
-15.816,-8.795130990993837,snowlines
-10.62,9.57715860063545,snowlines
11.358,-12.158513627745917,snowlines
14.97,-5.531331605540542,snowlines
-0.477,-4.205682452426654,snowlines
-4.357,-20.183836310756384,snowlines
0.681,8.43559970205245,snowlines
-3.133,-24.546631027183867,snowlines
8.226,8.067867026674733,snowlines
-0.67,11.662205590272281,snowlines
1.397,-8.394430670160904,snowlines
-6.09,14.335594859260784,snowlines
-5.233,-7.309377116448856,snowlines
-11.709,2.0721291088874123,snowlines
-0.08,-10.744308313131661,snowlines
1.651,-7.599559542837433,snowlines
-4.679,5.56446465028946,snowlines
0.276,1.5273155145593156,snowlines
7.137,16.073579129066104,snowlines
-0.611,-26.842088711619944,snowlines
3.549,-8.453255618591681,snowlines
-0.642,-10.247863561113876,snowlines
-0.431,14.947539293844514,snowlines
0.301,-26.084833034646806,snowlines
6.589,-15.150326375472915,snowlines
1.805,-11.851436024214216,snowlines
-2.224,7.607541258936299,snowlines
-14.319,-31.363364240363378,snowlines
1.472,-7.1026469014901865,snowlines
3.635,-10.981064167208892,snowlines
-16.264,-5.327533678301384,snowlines
-0.732,8.891647252564276,snowlines
7.189,-8.746534625269573,snowlines
0.045,-29.40832339742339,snowlines
13.711,-16.694312621699147,snowlines
-0.096,-6.504768604328043,snowlines
0.732,-13.489472993891031,snowlines
-1.024,-11.147965878211709,snowlines
10.602,-6.387427129416624,snowlines
-9.756,-1.2045189589867045,snowlines
-1.179,-1.1251670677823198,snowlines
9.255,1.5606574167407699,snowlines
-0.522,27.876800795466576,snowlines
-3.044,12.790696236684886,snowlines
2.243,18.359268236054604,snowlines
1.77,17.034953781798755,snowlines
-14.817,2.8508794665582484,snowlines
-6.879,-3.4674321727888926,snowlines
-7.701,-11.62328462280422,snowlines
5.023,4.95155579352648,snowlines
5.8,12.39190705181297,snowlines
1.206,-21.975264203878858,snowlines
-2.235,-18.215328911705917,snowlines
-0.75,8.770793358549753,snowlines
-2.297,5.83594086704228,snowlines
0.358,59.484622962406,snowlines
0.093,3.4191934681294,snowlines
1.99,-3.1677395368766987,snowlines
4.84,18.040736235910526,snowlines
-6.825,8.33483902536296,snowlines
4.203,6.667787422122496,snowlines
-1.088,21.68618022482864,snowlines
0.183,-69.94711909070023,snowlines
8.376,-34.75004198418779,snowlines
-12.691,-10.327795410044933,snowlines
3.227,9.3690025026565,snowlines
1.356,7.387169690182356,snowlines
-8.084,1.2140723089558079,snowlines
-2.82,7.5991361669692745,snowlines
7.029,-16.890650324321737,snowlines
2.398,-6.411599123591557,snowlines
3.98,43.10515581923485,snowlines
6.831,37.793981779461056,snowlines
-3.242,-7.569376639230608,snowlines
5.245,-39.68463978852333,snowlines
18.114,15.17851187940109,snowlines
-9.661,-8.620707915337666,snowlines
-2.339,-3.291303946761541,snowlines
0.249,19.54458218651617,snowlines
-1.305,-11.47526103843408,snowlines
-2.005,-20.3697007285756,snowlines
-9.98,-12.82184026382458,snowlines
0.409,9.548443460966054,snowlines
-0.957,20.965630536455393,snowlines
1.795,3.0010017050545477,snowlines
-9.541,23.248770001169916,snowlines
-2.074,-10.544014133362671,snowlines
1.238,-20.12793684893083,snowlines
0.856,3.765167036117135,snowlines
-14.093,2.9623483254693763,snowlines
0.385,-27.596855606209388,snowlines
7.898,-19.97861265687194,snowlines
1.466,72.65758412143964,snowlines
7.105,0.7080985493293865,snowlines
-0.628,8.204709796629086,snowlines
2.986,14.291399287387398,snowlines
2.445,0.20656824265372897,snowlines
-4.071,-20.518824370387097,snowlines
-1.55,30.363841217566392,snowlines
0.039,-29.297138223444293,snowlines
-2.52,1.8416772448112209,snowlines
2.802,9.97553399662733,snowlines
3.62,18.648741584826478,snowlines
0.586,-17.91517049389032,snowlines
0.713,-8.924575957280421,snowlines
0.552,5.078194168145934,snowlines
-1.921,-28.980527540888527,snowlines
-4.733,17.011201957732382,snowlines
-1.337,6.577879716418398,snowlines
2.208,-30.622632318531537,snowlines
2.177,-31.386825968106468,snowlines
-0.469,-3.6038941941464993,snowlines
5.647,0.17341243322975952,snowlines
3.589,-12.636229965616476,snowlines
-7.523,17.274990781328437,snowlines
1.439,1.2576303719791424,snowlines
0.21,2.8347413882556154,snowlines
-2.829,1.2414790048935747,snowlines
0.112,32.1466281802077,snowlines
-5.201,24.828365617437,snowlines
-0.324,-24.667202306854765,snowlines
9.925,9.73525011156244,snowlines
16.237,-9.35603392730309,snowlines
2.471,-8.616460988808521,snowlines
2.468,-21.759470763697053,snowlines
-0.379,15.78310122214052,snowlines
-15.159,-27.32786246173553,snowlines
1.009,22.518729370432148,snowlines
-1.439,-16.205478087880973,snowlines
13.74,-4.820175271569903,snowlines
-2.15,-5.1310333504126655,snowlines
5.238,40.83721785899473,snowlines
-1.477,-5.266795664238112,snowlines
-6.353,16.90394598554028,snowlines
0.321,-1.5384674476358562,snowlines
0.282,-0.542717857840971,snowlines
0.14,-0.7933932228117495,snowlines
-5.407,3.4039485691976967,snowlines
3.393,16.7944437209992,snowlines
-1.11,-1.1161788953121885,snowlines
-10.117,2.8237628197046276,snowlines
2.697,14.9748011235695,snowlines
0.383,29.353206269257434,snowlines
7.276,-12.116863225915901,snowlines
6.658,3.8664376586611215,snowlines
5.062,-24.885978744152318,snowlines
12.716,-17.614707772712286,snowlines
5.247,-30.746792913561727,snowlines
-2.362,-3.595151920351002,snowlines
-0.001,11.377927390032951,snowlines
-0.005,20.943071247913252,snowlines
-0.409,-20.721721329609732,snowlines
-5.396,-13.554533661625383,snowlines
6.29,20.065462011188668,snowlines
5.681,8.5893096645739,snowlines
0.35,0.28981771539375734,snowlines
1.022,-13.002747678219222,snowlines
0.45,-5.862408442564483,snowlines
-1.65,-29.034104394359836,snowlines
5.501,-21.39416162108042,snowlines
5.006,-23.43001605418435,snowlines
-8.468,13.086779559377248,snowlines
