x,y,label
-99.494,-10387.845,biblioclast
-98.433,-10160.592,biblioclast
-97.371,-9935.061,biblioclast
-96.309,-9712.288,biblioclast
-95.247,-9491.91,biblioclast
-94.185,-9274.625,biblioclast
-93.124,-9060.075,biblioclast
-92.062,-8847.267,biblioclast
-91.0,-8637.436,biblioclast
-100.187,-2111.925,fluor-spar
-99.039,-2108.764,fluor-spar
-97.89,-2003.694,fluor-spar
-96.742,-1970.69,fluor-spar
-95.593,-1975.975,fluor-spar
-94.445,-1852.065,fluor-spar
-93.297,-1789.876,fluor-spar
-92.148,-1789.821,fluor-spar
-91.0,-1739.759,fluor-spar
-99.19,-9152.271,snowlines
-98.166,-8990.837,snowlines
-97.143,-8756.216,snowlines
-96.119,-8742.254,snowlines
-95.095,-8474.386,snowlines
-94.071,-8249.531,snowlines
-93.048,-8158.845,snowlines
-92.024,-7969.07,snowlines
-91.0,-7795.177,snowlines
-100.379,-9795.093,rhomboids
-99.207,-9494.873,rhomboids
-98.034,-9086.23,rhomboids
-96.862,-9050.17,rhomboids
-95.69,-8690.081,rhomboids
-94.517,-8329.491,rhomboids
-93.345,-8388.9,rhomboids
-92.172,-7860.518,rhomboids
-91.0,-8139.313,rhomboids
