x,y,label
-42.782,-6.383475408083627,mastiffs
-41.695,-47.55944108846946,mastiffs
-40.608,-75.63673831562471,mastiffs
-39.521,-42.94772318551873,mastiffs
-38.434,47.189391122696584,mastiffs
-37.347,70.88675244589535,mastiffs
-36.261,30.408148552563333,mastiffs
-35.174,-15.45303759387836,mastiffs
-34.087,15.577939006200259,mastiffs
-33.0,-66.23627258279367,mastiffs
-42.859,-25.998184822642337,perennibranch
-41.764,-94.48549241949424,perennibranch
-40.668,34.90856023367152,perennibranch
-39.573,-88.17629949001844,perennibranch
-38.477,-72.9221132038116,perennibranch
-37.382,-12.381413805875539,perennibranch
-36.286,-12.509590670345467,perennibranch
-35.191,29.3652696823725,perennibranch
-34.095,-94.81444502983544,perennibranch
-33.0,58.465018891792255,perennibranch
