x,y,label
42.04,1251.667,limey
43.232,1491.359,limey
44.424,1563.125,limey
45.616,1519.555,limey
46.808,1880.565,limey
48.0,1807.442,limey
41.769,3086.712,cytopenias
43.015,3243.662,cytopenias
44.261,3457.565,cytopenias
45.508,3604.429,cytopenias
46.754,3787.032,cytopenias
48.0,3970.675,cytopenias
42.188,781.932,filibusters
43.351,890.304,filibusters
44.513,790.499,filibusters
45.675,605.14,filibusters
46.838,1066.202,filibusters
48.0,846.75,filibusters
42.341,386.789,bull-tongue
43.473,525.757,bull-tongue
44.605,458.12,bull-tongue
45.736,235.006,bull-tongue
46.868,469.728,bull-tongue
48.0,366.64,bull-tongue
