x,y,label
-4.961,45.878,snowlines
-9.307,324.892,snowlines
-1.186,277.576,snowlines
-3.701,-68.804,snowlines
5.006,-32.244,snowlines
1.616,-54.484,snowlines
4.281,-110.133,snowlines
2.081,-63.337,snowlines
-7.675,-40.061,mastiffs
0.454,3.952,mastiffs
-5.116,3.018,mastiffs
7.269,-1.249,mastiffs
-5.314,-38.465,mastiffs
2.749,-12.33,mastiffs
-0.065,11.011,mastiffs
6.021,-20.59,mastiffs
5.296,45.62223050149579,streptothricin
-0.075,15.382591560688514,streptothricin
1.737,16.86820315192552,streptothricin
2.715,28.543256750785673,streptothricin
-1.193,-11.670484898705345,streptothricin
-3.804,35.737188247466996,streptothricin
0.512,17.34548855804085,streptothricin
-4.339,-30.64953755130514,streptothricin
-0.254,-11.342800287029977,filibusters
-11.764,6.862266992462407,filibusters
2.6,-19.811931758996522,filibusters
-11.477,5.0074066705676925,filibusters
-0.66,-5.574192318470725,filibusters
-1.909,3.9418748733216935,filibusters
-0.861,-9.474854365333023,filibusters
-0.888,-14.478283285861133,filibusters
-4.375,46.55426450079801,dissection
5.42,22.64095526709606,dissection
-21.01,-76.30446156179659,dissection
1.99,-19.39675297745789,dissection
-1.212,10.96031718696424,dissection
2.65,-2.8226107816754524,dissection
-2.25,15.211393487575748,dissection
-0.199,17.542757509701673,dissection
