value,label
31.95,biblioclast
30.869999999999997,biblioclast
29.720000000000002,biblioclast
26.900000000000002,biblioclast
32.91,biblioclast
39.300000000000004,biblioclast
34.93,biblioclast
27.74,biblioclast
33.089999999999996,biblioclast
39.099999999999994,biblioclast
35.82,biblioclast
32.17,biblioclast
29.900000000000002,biblioclast
36.81,biblioclast
33.24,biblioclast
29.56,biblioclast
48.11,biblioclast
33.95,biblioclast
20.19,biblioclast
30.0,biblioclast
35.04,biblioclast
29.0,biblioclast
40.25,biblioclast
42.07,biblioclast
31.990000000000002,biblioclast
36.83,biblioclast
28.959999999999997,biblioclast
30.22,biblioclast
26.64,biblioclast
32.74,biblioclast
33.9,biblioclast
33.43,biblioclast
38.83,biblioclast
28.099999999999998,biblioclast
31.48,biblioclast
28.3,biblioclast
31.97,biblioclast
37.83,biblioclast
27.939999999999998,biblioclast
22.54,biblioclast
38.01,biblioclast
30.580000000000002,biblioclast
39.9,biblioclast
44.690000000000005,biblioclast
32.39,biblioclast
23.439999999999998,biblioclast
30.69,biblioclast
29.7,biblioclast
29.869999999999997,biblioclast
39.63,biblioclast
35.39,biblioclast
262.23,filibusters
222.73,filibusters
216.15,filibusters
255.49,filibusters
262.71999999999997,filibusters
226.71,filibusters
308.35999999999996,filibusters
171.56,filibusters
288.53000000000003,filibusters
221.57,filibusters
260.88,filibusters
240.78,filibusters
200.06,filibusters
157.97,filibusters
220.91,filibusters
261.17,filibusters
262.16,filibusters
285.48,filibusters
229.51,filibusters
177.36,filibusters
271.69,filibusters
255.07,filibusters
214.86,filibusters
209.38000000000002,filibusters
242.87,filibusters
249.0,filibusters
240.07,filibusters
229.25,filibusters
202.94,filibusters
184.35000000000002,filibusters
233.22,filibusters
239.02,filibusters
224.21,filibusters
307.54999999999995,filibusters
221.25,filibusters
278.56,filibusters
261.23,filibusters
243.75,filibusters
317.9,filibusters
265.34000000000003,filibusters
203.11,filibusters
270.31,filibusters
130.96,filibusters
254.32000000000002,filibusters
361.15999999999997,filibusters
240.21,filibusters
258.09,filibusters
200.91,filibusters
289.66,filibusters
312.83000000000004,filibusters
231.34,filibusters
297.54,rhomboids
281.07,rhomboids
250.4,rhomboids
297.7,rhomboids
238.86,rhomboids
305.55,rhomboids
298.32,rhomboids
236.94,rhomboids
252.05,rhomboids
245.11,rhomboids
254.01999999999998,rhomboids
281.94,rhomboids
277.38,rhomboids
275.21999999999997,rhomboids
275.65,rhomboids
249.98000000000002,rhomboids
270.88,rhomboids
275.35,rhomboids
268.03,rhomboids
273.84,rhomboids
242.93,rhomboids
276.3,rhomboids
258.53999999999996,rhomboids
251.82,rhomboids
289.19,rhomboids
260.03,rhomboids
275.53000000000003,rhomboids
300.15999999999997,rhomboids
300.89,rhomboids
255.71,rhomboids
289.88,rhomboids
281.72,rhomboids
286.32,rhomboids
251.1,rhomboids
291.44,rhomboids
248.52999999999997,rhomboids
281.84000000000003,rhomboids
254.75,rhomboids
270.5,rhomboids
247.79,rhomboids
285.06,rhomboids
275.9,rhomboids
300.5,rhomboids
270.48,rhomboids
243.6,rhomboids
261.46,rhomboids
280.25,rhomboids
291.46,rhomboids
243.6,rhomboids
263.52,rhomboids
297.78,rhomboids
106.86,bull-tongue
112.87,bull-tongue
101.89,bull-tongue
101.06,bull-tongue
98.08,bull-tongue
99.15,bull-tongue
113.38,bull-tongue
108.64,bull-tongue
109.63,bull-tongue
109.34,bull-tongue
103.6,bull-tongue
108.17,bull-tongue
97.72,bull-tongue
101.32,bull-tongue
101.99,bull-tongue
99.02,bull-tongue
109.41,bull-tongue
109.25,bull-tongue
98.29,bull-tongue
106.76,bull-tongue
111.34,bull-tongue
106.38,bull-tongue
104.09,bull-tongue
103.38,bull-tongue
106.97,bull-tongue
111.88,bull-tongue
98.24,bull-tongue
108.35,bull-tongue
109.89,bull-tongue
114.38,bull-tongue
108.53,bull-tongue
113.3,bull-tongue
100.75,bull-tongue
109.88,bull-tongue
108.91,bull-tongue
104.31,bull-tongue
116.01,bull-tongue
114.82,bull-tongue
102.76,bull-tongue
113.14,bull-tongue
104.79,bull-tongue
99.16,bull-tongue
109.67,bull-tongue
107.51,bull-tongue
98.66,bull-tongue
97.16,bull-tongue
108.51,bull-tongue
103.17,bull-tongue
97.75,bull-tongue
108.84,bull-tongue
101.35,bull-tongue
