mastiffs,caramelisation
dissection,-9.705385652915313
dissection,-8.743289796442005
dissection,-8.424269065642592
dissection,-8.31820024991922
dissection,-7.206003502053993
dissection,-6.998193009023877
dissection,-6.6288229461438934
dissection,-5.664806925549473
dissection,-5.623946871082396
dissection,-5.225316897901616
dissection,-5.081346087904658
dissection,-5.070608381429685
dissection,-4.8528427033667345
dissection,-4.82565196339194
dissection,-4.6690239506003985
dissection,-4.584797694098096
dissection,-4.416407446036573
dissection,-4.166805598513146
dissection,-4.061782601799185
dissection,-3.8456081794004104
dissection,-3.552490105302728
dissection,-3.2081869191476593
dissection,-2.987548871953215
dissection,-2.979661891522468
dissection,-2.8462775361981913
dissection,-2.797433357179584
dissection,-2.7801266756258443
dissection,-2.6617620349802125
dissection,-2.65445041960696
dissection,-2.6262382900698373
dissection,-2.5343010700116255
dissection,-2.482269919014779
dissection,-2.3809764695627527
dissection,-2.3674554350326464
dissection,-2.3345482998761566
dissection,-2.2480604898176413
dissection,-2.1941347542927776
dissection,-2.1535674180205935
dissection,-2.0454776898606606
dissection,-2.021871360489551
dissection,-2.0217281334023576
dissection,-1.9245439926965735
dissection,-1.8913724525985285
dissection,-1.8495962433072222
dissection,-1.794002709582888
dissection,-1.6571802662734165
dissection,-1.5063590946178558
dissection,-1.4993678970920623
dissection,-1.052394890551127
dissection,-0.8085047430524848
dissection,-0.5480117326522542
dissection,-0.5120056710702757
dissection,-0.5039897917611057
dissection,-0.40026069060271546
dissection,-0.36510369324569675
dissection,-0.07968304246689012
dissection,0.6422500826648845
dissection,0.6923266411303466
dissection,0.7297058683987518
dissection,0.7762339389837725
dissection,0.8063195174018415
dissection,1.1142160605060598
dissection,1.1325022176174526
dissection,1.1628849762882725
dissection,1.4055675551208475
dissection,1.5379108995461725
dissection,1.578241836536935
dissection,1.5856491341933108
dissection,1.7535540276799597
dissection,1.933811731504023
dissection,2.010292396220522
dissection,2.021725228411266
dissection,2.182623701140817
dissection,2.2172906890114454
dissection,2.3477176892222476
dissection,2.578317428108769
dissection,2.7503011782073212
dissection,2.823184102942516
dissection,3.126215576579726
dissection,3.148247292957849
dissection,3.3091286843803545
dissection,3.3412370635738933
dissection,3.701008036633955
dissection,3.747784661515441
dissection,3.913625802515793
dissection,3.93499049024325
dissection,4.124546080130626
dissection,4.177957232479573
dissection,4.2681227877190615
dissection,4.462888045387687
dissection,4.995108032651464
dissection,5.087300672138784
dissection,5.119018105159221
dissection,5.682121191424346
dissection,6.1092321766585815
dissection,6.161088619628643
dissection,6.2162124995140156
dissection,6.453476823986494
dissection,6.6040350409820725
dissection,6.63095880984316
dissection,6.858612467108185
dissection,8.012408138365487
dissection,8.121534331394733
dissection,8.265027981732196
dissection,8.450173532473872
dissection,9.482043071208855
dissection,10.657129837003138
dissection,10.674973187284241
dissection,10.759062264509662
dissection,11.482518811512241
augment,-7.377839247940513
augment,-6.800158287668398
augment,-6.604581386540261
augment,-6.530844985674258
augment,-5.347030221270756
augment,-5.2116442731058825
augment,-5.144401980330179
augment,-5.012182939388664
augment,-4.654539448599935
augment,-4.510765137913786
augment,-4.470601894352778
augment,-4.275354682647911
augment,-4.053314205513176
augment,-3.667043859709189
augment,-3.6558406430405146
augment,-3.5145497902994967
augment,-3.480326674043392
augment,-3.4475087340123247
augment,-3.3109118131201956
augment,-3.2849518467501895
augment,-3.152689483091107
augment,-3.091969838341988
augment,-2.882870372366821
augment,-2.8274841972598876
augment,-2.708890039401515
augment,-2.5623565440511
augment,-2.5473499355609905
augment,-2.4086854138418445
augment,-2.0526371345297623
augment,-2.0180399372535893
augment,-2.0156443783883033
augment,-1.758241073716115
augment,-1.7444589746217936
augment,-1.6347334247811258
augment,-1.278002277541698
augment,-1.2197749642973925
augment,-1.0493321617666496
augment,-0.8117856443976564
augment,-0.7060241758743361
augment,-0.569947974449038
augment,-0.5341255369820457
augment,-0.43396403588851756
