value,label
130.69,caramelisation
132.54,caramelisation
111.44999999999999,caramelisation
131.77,caramelisation
133.06,caramelisation
121.47,caramelisation
114.23,caramelisation
114.97,caramelisation
120.21,caramelisation
143.77,caramelisation
134.7,caramelisation
137.81,caramelisation
111.86,caramelisation
117.21,caramelisation
130.72,caramelisation
129.11,caramelisation
126.96000000000001,caramelisation
124.79,caramelisation
124.66,caramelisation
119.12,caramelisation
117.58,caramelisation
122.2,caramelisation
113.44,caramelisation
153.12,caramelisation
113.54,caramelisation
132.7,caramelisation
124.21,caramelisation
105.97999999999999,caramelisation
110.6,caramelisation
119.47999999999999,caramelisation
119.6,caramelisation
79.68,effacement
75.74000000000001,effacement
79.4,effacement
77.12,effacement
81.67,effacement
76.67999999999999,effacement
78.1,effacement
73.78,effacement
74.47,effacement
73.54,effacement
76.64,effacement
74.84,effacement
80.16,effacement
72.6,effacement
79.57,effacement
82.05000000000001,effacement
78.14,effacement
69.08,effacement
76.49,effacement
71.85000000000001,effacement
69.22,effacement
76.49,effacement
70.03,effacement
73.25,effacement
70.53,effacement
67.07,effacement
76.21,effacement
74.36,effacement
67.58999999999999,effacement
80.05000000000001,effacement
67.16,effacement
88.63,filibusters
114.11,filibusters
92.78,filibusters
100.10000000000001,filibusters
98.72,filibusters
103.0,filibusters
109.02,filibusters
119.54,filibusters
123.91,filibusters
93.22,filibusters
90.0,filibusters
90.41000000000001,filibusters
125.77,filibusters
113.91000000000001,filibusters
120.28,filibusters
90.14999999999999,filibusters
99.86999999999999,filibusters
92.39999999999999,filibusters
100.0,filibusters
122.39999999999999,filibusters
109.28999999999999,filibusters
105.62,filibusters
107.76,filibusters
96.22999999999999,filibusters
111.71000000000001,filibusters
98.92999999999999,filibusters
113.03999999999999,filibusters
71.21000000000001,filibusters
100.69,filibusters
100.23,filibusters
103.4,filibusters
