value,label
111.14999999999999,caramelisation
93.49000000000001,caramelisation
98.93,caramelisation
112.55999999999999,caramelisation
97.96,caramelisation
123.84,caramelisation
114.66,caramelisation
97.97,caramelisation
111.64,caramelisation
139.39,caramelisation
134.64000000000001,caramelisation
124.06,caramelisation
115.09,caramelisation
123.58,caramelisation
119.69,caramelisation
133.17000000000002,caramelisation
121.39,caramelisation
110.88,caramelisation
109.52,caramelisation
101.86,caramelisation
96.47,caramelisation
121.9,caramelisation
121.44,caramelisation
119.19,caramelisation
134.37,caramelisation
121.98,caramelisation
118.32,caramelisation
84.30000000000001,caramelisation
122.94,caramelisation
118.39,caramelisation
112.97,caramelisation
100.89,caramelisation
116.82,caramelisation
118.16999999999999,caramelisation
129.19,caramelisation
119.5,caramelisation
107.74,caramelisation
115.82,caramelisation
127.83,caramelisation
139.39,caramelisation
65.12,Judaea
63.56999999999999,Judaea
65.14999999999999,Judaea
68.29,Judaea
71.14,Judaea
87.6,Judaea
70.45,Judaea
62.04,Judaea
80.11,Judaea
74.04,Judaea
71.5,Judaea
55.17999999999999,Judaea
66.31,Judaea
81.67999999999999,Judaea
78.96,Judaea
86.25999999999999,Judaea
62.27,Judaea
89.0,Judaea
83.89,Judaea
80.63,Judaea
61.84,Judaea
62.91,Judaea
75.66,Judaea
52.36,Judaea
96.3,Judaea
63.690000000000005,Judaea
110.24,Judaea
62.99,Judaea
98.31,Judaea
88.76,Judaea
73.07,Judaea
64.13,Judaea
69.74,Judaea
89.64,Judaea
102.04,Judaea
58.94,Judaea
94.16000000000001,Judaea
83.86,Judaea
80.33,Judaea
67.34,Judaea
