x,y,label
0.007,-31.838,streptothricin
-8.578,10.781,streptothricin
-5.276,140.969,streptothricin
4.526,23.106,streptothricin
6.613,-41.215,streptothricin
1.445,-102.078,streptothricin
2.09,-145.22,streptothricin
-5.831,91.57,streptothricin
-1.879,128.106,streptothricin
-10.07,125.786,streptothricin
1.318,-91.464,streptothricin
1.847,20.697,streptothricin
0.423,-87.3,streptothricin
-0.145,100.707,streptothricin
0.09,-128.886,streptothricin
-4.394,57.001,streptothricin
1.495,334.68,streptothricin
11.595,0.548,streptothricin
-0.813,54.579,streptothricin
1.795,-54.339,streptothricin
-2.726,40.902,streptothricin
-0.766,-54.52,streptothricin
2.491,-50.952,streptothricin
-0.444,-173.889,streptothricin
0.621,-140.731,streptothricin
-3.283,51.15,streptothricin
-0.286,-97.134,streptothricin
-3.078,62.946,streptothricin
7.196,45.674,streptothricin
-5.867,-43.1,streptothricin
-4.1,-36.196,streptothricin
-2.01,40.034,streptothricin
5.572,-331.89,streptothricin
-0.582,69.769,streptothricin
-12.799,218.619,streptothricin
-0.203,-178.716,streptothricin
-8.86,308.237,streptothricin
-5.138,-20.338,streptothricin
-0.355,24.456,streptothricin
-3.872,248.72,streptothricin
-1.164,2.987,streptothricin
4.899,-41.716,streptothricin
1.445,84.37,streptothricin
-2.566,-38.153,streptothricin
-1.058,-231.674,streptothricin
11.462,83.01,streptothricin
-3.396,12.344,streptothricin
-0.028,25.896,streptothricin
9.102,-107.816,streptothricin
0.029,114.561,streptothricin
-0.929,163.673,streptothricin
-0.613,-125.675,streptothricin
-3.748,-92.426,streptothricin
3.378,152.794,streptothricin
7.219,132.806,streptothricin
-5.961,73.033,streptothricin
4.988,-20.862,streptothricin
2.981,17.019,streptothricin
-11.328,-390.776,streptothricin
0.081,-28.977,streptothricin
-1.583,116.415,streptothricin
0.718,-103.002,streptothricin
-0.419,-34.55,streptothricin
5.346,51.897,streptothricin
1.675,-65.771,streptothricin
4.984,-76.667,streptothricin
-0.626,123.936,streptothricin
-0.822,-24.156,streptothricin
-4.594,38.496,streptothricin
-1.593,175.14,streptothricin
2.361,85.011,streptothricin
-1.631,-22.312,streptothricin
-3.962,112.188,streptothricin
-7.254,47.536,streptothricin
0.991,82.63,streptothricin
-0.384,93.796,streptothricin
6.889,-6.718,streptothricin
-3.245,18.422,streptothricin
0.048,151.62,streptothricin
0.434,-45.877,streptothricin
-3.148,109.863,streptothricin
-0.463,81.087,streptothricin
3.488,-46.062,streptothricin
5.954,-25.523,streptothricin
-4.755,-13.903,streptothricin
-0.827,-57.505,streptothricin
0.079,90.834,streptothricin
2.636,0.089,streptothricin
2.029,24.25,streptothricin
-16.342,-10.748,streptothricin
5.945,-4.125,streptothricin
-1.619,28.658,streptothricin
-10.381,-34.553,streptothricin
3.269,90.149,streptothricin
0.011,-132.014,streptothricin
-0.866,119.938,streptothricin
-0.662,-254.982,streptothricin
5.027,57.365,streptothricin
0.171,-73.521,streptothricin
-7.155,-39.688,streptothricin
-4.841,128.856,streptothricin
8.295,231.282,streptothricin
-0.194,-190.68,streptothricin
0.897,-61.119,streptothricin
2.518,60.095,streptothricin
18.265,-88.24,streptothricin
-3.287,-124.098,streptothricin
-0.461,191.838,streptothricin
2.757,11.546,streptothricin
-0.855,-27.198,streptothricin
0.013,-94.555,streptothricin
1.952,270.118,streptothricin
0.488,9.91,streptothricin
11.258,-128.296,streptothricin
-0.067,390.982,streptothricin
-3.094,153.369,streptothricin
-0.419,166.624,streptothricin
0.584,-96.6,streptothricin
-4.954,40.58,streptothricin
-6.586,88.505,streptothricin
-8.054,-37.815,streptothricin
-6.504,9.901,streptothricin
-7.067,129.768,streptothricin
-13.581,-76.831,streptothricin
0.232,41.804,streptothricin
-1.666,5.977,streptothricin
-5.095,56.207,streptothricin
0.97,-223.48,streptothricin
-3.824,-71.672,streptothricin
-10.523,60.659,streptothricin
1.9,135.888,streptothricin
-5.277,298.898,streptothricin
4.29,-50.819,streptothricin
12.165,-79.853,streptothricin
-1.775,29.487,streptothricin
9.973,-5.836,streptothricin
0.986,73.417,streptothricin
17.116,-162.275,streptothricin
-1.313,49.342,streptothricin
-2.201,-153.13,streptothricin
-0.072,-61.383,streptothricin
3.17,154.354,streptothricin
-0.387,-102.731,streptothricin
2.832,196.639,streptothricin
-0.121,-88.246,streptothricin
10.026,-73.047,streptothricin
-5.339,-34.453,streptothricin
-0.144,-28.104,streptothricin
1.469,-59.627,streptothricin
0.377,22.901,streptothricin
1.873,-42.106,streptothricin
2.32,-13.415,streptothricin
-5.652,-214.355,streptothricin
2.045,87.224,streptothricin
4.358,-75.692,streptothricin
-0.991,63.151,streptothricin
-0.361,-32.877,streptothricin
-6.009,-71.698,streptothricin
2.287,-23.34,streptothricin
1.526,-117.223,streptothricin
4.489,-67.083,streptothricin
0.262,30.672,streptothricin
-4.254,48.56,streptothricin
-1.209,-92.071,streptothricin
-7.175,-97.645,streptothricin
0.282,1.603,streptothricin
-2.437,58.074,streptothricin
-4.366,-79.565,streptothricin
-1.261,42.694,streptothricin
-2.181,208.772,streptothricin
6.319,-64.306,streptothricin
-4.768,-24.221,streptothricin
-6.589,-150.089,streptothricin
0.744,144.806,streptothricin
-1.451,85.315,streptothricin
0.341,-119.396,streptothricin
0.082,-102.831,streptothricin
12.14,438.827,streptothricin
0.888,-106.483,streptothricin
3.088,-80.884,streptothricin
-2.071,77.071,streptothricin
-13.605,46.899,streptothricin
0.074,9.531,streptothricin
1.884,-43.455,streptothricin
-1.328,211.995,streptothricin
0.735,-2.734,streptothricin
1.66,-78.617,streptothricin
3.806,-42.058,streptothricin
-2.048,95.267,streptothricin
0.031,26.703,streptothricin
13.855,71.546,streptothricin
1.341,55.837,streptothricin
-0.412,-122.47,streptothricin
-4.517,80.737,streptothricin
11.727,-343.955,streptothricin
2.193,111.229,streptothricin
3.757,-53.423,streptothricin
6.698,44.87,streptothricin
-5.842,154.3,streptothricin
16.145,-122.28,streptothricin
-7.477,4.216,streptothricin
-1.033,-132.308,streptothricin
7.084,24.23,streptothricin
-0.041,-4.746,streptothricin
-2.664,427.525,streptothricin
0.001,-116.883,streptothricin
2.177,-95.291,streptothricin
-2.567,-79.817,streptothricin
-8.726,-36.207,streptothricin
-2.235,198.829,streptothricin
3.979,54.618,streptothricin
-8.941,132.545,streptothricin
7.776,-33.734,streptothricin
-4.276,29.389,streptothricin
17.717,-23.11,streptothricin
0.229,70.798,streptothricin
-7.192,27.551,streptothricin
11.333,135.164,streptothricin
-0.623,-0.092,streptothricin
-1.947,31.5,streptothricin
-1.366,3.726,streptothricin
12.409,-113.366,streptothricin
0.845,9.704,streptothricin
-6.224,-28.926,streptothricin
5.208,90.942,streptothricin
13.048,-250.228,streptothricin
-9.288,47.955,streptothricin
-3.625,93.437,streptothricin
-0.145,-122.512,streptothricin
1.535,306.285,streptothricin
-0.265,261.638,streptothricin
-10.925,78.93,streptothricin
-1.191,-18.641,streptothricin
6.262,18.458,streptothricin
10.57,15.113,streptothricin
-10.212,47.701,streptothricin
-13.376,137.62,streptothricin
4.832,91.288,streptothricin
-2.095,-110.127,streptothricin
-0.284,-45.034,streptothricin
5.02,37.069,streptothricin
7.875,262.18,streptothricin
5.895,-31.159,streptothricin
2.119,-85.648,streptothricin
0.032,-2.597,streptothricin
0.05,-40.143,streptothricin
0.41,80.572,streptothricin
4.397,-57.174,streptothricin
-3.132,115.657,streptothricin
4.659,15.596,streptothricin
-6.052,36.039,streptothricin
-5.793,-38.528,streptothricin
0.697,-50.496,streptothricin
-3.874,51.885,streptothricin
10.89,37.265,streptothricin
-0.972,69.653,streptothricin
-13.539,97.045,streptothricin
1.217,21.403,streptothricin
-6.383,253.359,streptothricin
0.504,32.573,streptothricin
17.023,-90.85,streptothricin
-2.478,16.389,streptothricin
2.339,2.447,streptothricin
9.183,-120.783,streptothricin
-5.063,-22.212,streptothricin
-10.533,100.22,streptothricin
-9.051,48.931,streptothricin
-9.811,14.397,streptothricin
2.588,117.361,streptothricin
1.274,-100.776,streptothricin
2.584,-5.615,streptothricin
-5.936,-52.735,streptothricin
2.218,29.874,streptothricin
-1.952,215.845,streptothricin
1.563,24.099,streptothricin
0.361,27.375,streptothricin
-6.922,66.361,streptothricin
9.325,-39.971,streptothricin
-4.413,-18.959,streptothricin
-4.913,-36.656,streptothricin
-9.616,39.356,streptothricin
-3.874,88.474,streptothricin
-5.436,46.665,streptothricin
-4.988,-366.885,streptothricin
6.425,39.399,streptothricin
8.647,-10.929,streptothricin
-0.102,167.356,streptothricin
0.705,-66.028,streptothricin
0.066,119.105,streptothricin
-0.123,41.099,streptothricin
-4.655,-42.036,streptothricin
-5.013,91.801,streptothricin
0.393,12.68,streptothricin
-1.925,78.92,streptothricin
6.693,-526.784,streptothricin
0.256,24.11,streptothricin
-4.253,-11.738,streptothricin
-9.451,145.22,streptothricin
-4.743,-147.992,streptothricin
-14.075,78.412,streptothricin
7.137,202.279,streptothricin
-0.585,49.054,streptothricin
0.874,-44.524,streptothricin
-8.343,157.407,streptothricin
-4.55,-20.447,streptothricin
0.194,-12.074,streptothricin
14.241,-215.595,streptothricin
3.797,105.999,streptothricin
20.585,-84.118,streptothricin
-0.329,-99.905,streptothricin
-3.872,25.334,streptothricin
-1.471,-279.212,streptothricin
-1.956,45.828,streptothricin
-3.538,4.876,streptothricin
7.835,-3.736,streptothricin
2.018,21.503,streptothricin
3.065,53.802,streptothricin
5.727,-39.768,streptothricin
0.13,-29.155,streptothricin
-4.13,19.934,streptothricin
-1.808,47.493,streptothricin
0.622,7.102,streptothricin
-2.171,20.726,streptothricin
-1.296,35.137,streptothricin
-2.25,-25.832,streptothricin
-1.573,37.699,streptothricin
-1.36,85.568,streptothricin
4.957,-4.429,streptothricin
8.193,-64.433,streptothricin
0.372,-13.354,streptothricin
2.056,-121.189,streptothricin
0.708,40.92,streptothricin
-7.154,48.864,streptothricin
9.55,-291.309,streptothricin
-7.139,187.414,streptothricin
-10.67,-37.977,streptothricin
-2.198,-50.482,streptothricin
-0.067,-43.697,streptothricin
8.138,-17.427,streptothricin
4.685,-44.546,streptothricin
-1.209,30.95,streptothricin
-0.288,29.211,streptothricin
1.506,-146.233,streptothricin
-5.834,142.305,streptothricin
0.377,-61.227,streptothricin
1.459,82.184,streptothricin
1.736,-69.72,streptothricin
-4.116,-12.346,streptothricin
-0.29,-31.909,streptothricin
-0.722,74.567,streptothricin
4.107,-71.218,streptothricin
-1.646,-237.868,streptothricin
4.226,5.62,streptothricin
-8.334,-125.207,streptothricin
-0.489,19.61,streptothricin
-0.865,-30.161,streptothricin
-0.203,371.632,streptothricin
-5.001,79.659,streptothricin
-7.157,14.18,streptothricin
-13.438,99.133,streptothricin
-4.724,105.468,streptothricin
2.376,19.007,streptothricin
2.037,149.047,streptothricin
-0.407,75.946,streptothricin
-0.187,-42.357,streptothricin
-7.391,37.017,streptothricin
6.124,135.549,streptothricin
-0.435,-64.388,streptothricin
10.29,-136.299,streptothricin
-0.619,-24.202,streptothricin
1.366,-148.438,streptothricin
2.464,92.802,streptothricin
5.699,-53.412,lungers
4.753,4.889,lungers
-2.351,55.493,lungers
-6.172,34.916,lungers
10.354,-141.463,lungers
-1.289,31.425,lungers
-5.029,77.17,lungers
7.494,-74.602,lungers
-1.163,11.984,lungers
5.251,-22.012,lungers
0.338,-13.51,lungers
-5.92,41.315,lungers
1.613,1.696,lungers
0.281,6.499,lungers
1.227,18.535,lungers
-5.971,9.415,lungers
-2.181,17.86,lungers
0.484,23.525,lungers
0.948,24.49,lungers
-0.865,-72.501,lungers
11.644,-120.013,lungers
-0.756,17.146,lungers
0.206,7.16,lungers
1.67,-27.817,lungers
1.731,0.956,lungers
1.097,1.602,lungers
4.599,-10.445,lungers
-7.234,24.209,lungers
5.877,-35.963,lungers
-15.102,-57.149,lungers
-1.646,68.736,lungers
6.123,-32.288,lungers
-0.591,49.319,lungers
-0.057,17.1,lungers
-0.027,22.868,lungers
0.582,28.378,lungers
14.334,-173.472,lungers
-8.571,29.969,lungers
-0.091,6.095,lungers
2.038,-21.065,lungers
2.48,45.057,lungers
5.856,-0.379,lungers
-2.226,18.8,lungers
9.744,-114.19,lungers
-0.116,20.345,lungers
2.222,18.603,lungers
-12.199,-31.132,lungers
-10.699,-18.669,lungers
-10.429,-16.421,lungers
3.513,-4.122,lungers
2.724,-3.399,lungers
0.084,-11.316,lungers
-1.245,19.1,lungers
-5.002,17.808,lungers
1.019,14.396,lungers
