x,y,label
37.731,-1330.299,limey
38.744,-1003.791,limey
39.756,-1315.523,limey
40.769,-1552.946,limey
41.782,-1509.34,limey
42.794,-1651.117,limey
43.807,-1760.018,limey
44.82,-1462.078,limey
45.832,-1926.471,limey
46.845,-1531.174,limey
47.858,-1986.4,limey
48.87,-2004.05,limey
49.883,-2065.9,limey
50.896,-2048.186,limey
51.909,-2125.419,limey
52.921,-2266.769,limey
53.934,-2605.124,limey
54.947,-2280.483,limey
55.959,-2596.026,limey
56.972,-2400.973,limey
57.985,-3129.603,limey
58.997,-2802.869,limey
60.01,-2922.227,limey
61.023,-3081.494,limey
62.035,-3054.216,limey
63.048,-3350.438,limey
64.061,-3526.631,limey
65.074,-3556.045,limey
66.086,-3536.36,limey
67.099,-3861.926,limey
68.112,-4016.41,limey
69.124,-3843.146,limey
70.137,-4156.005,limey
71.15,-3816.033,limey
72.162,-4512.783,limey
73.175,-4517.506,limey
74.188,-4645.911,limey
75.2,-4356.549,limey
76.213,-4809.245,limey
77.226,-4991.853,limey
78.239,-4782.233,limey
79.251,-5137.298,limey
80.264,-5648.667,limey
81.277,-5379.677,limey
82.289,-5057.387,limey
83.302,-6058.703,limey
84.315,-6021.662,limey
85.327,-5964.074,limey
86.34,-6483.827,limey
87.353,-6155.405,limey
88.365,-6526.646,limey
89.378,-6613.127,limey
90.391,-6825.126,limey
91.404,-7422.908,limey
92.416,-7046.826,limey
93.429,-7562.115,limey
94.442,-7700.866,limey
95.454,-8047.678,limey
96.467,-7647.439,limey
97.48,-8269.942,limey
98.492,-8064.039,limey
99.505,-8636.771,limey
100.518,-8487.024,limey
101.53,-8671.599,limey
102.543,-9052.065,limey
103.556,-9436.271,limey
104.569,-9258.964,limey
105.581,-9427.414,limey
106.594,-9556.189,limey
107.607,-9766.14,limey
108.619,-9818.29,limey
109.632,-10164.499,limey
110.645,-10520.133,limey
111.657,-10312.98,limey
112.67,-11197.76,limey
113.683,-10785.419,limey
114.695,-11067.963,limey
115.708,-11209.068,limey
116.721,-11472.565,limey
117.733,-11905.013,limey
118.746,-12046.123,limey
119.759,-12302.163,limey
120.772,-12297.421,limey
121.784,-12340.159,limey
122.797,-12407.073,limey
123.81,-12913.572,limey
124.822,-13472.751,limey
125.835,-13309.68,limey
126.848,-13625.468,limey
127.86,-13900.068,limey
128.873,-13990.172,limey
129.886,-14197.425,limey
130.898,-14463.21,limey
131.911,-14892.309,limey
132.924,-14834.239,limey
133.937,-15096.171,limey
134.949,-15372.661,limey
135.962,-15435.89,limey
136.975,-15911.449,limey
137.987,-16034.102,limey
139.0,-16459.853,limey
38.236,854.533,augment
39.243,1196.564,augment
40.251,1314.835,augment
41.259,1102.039,augment
42.266,1414.39,augment
43.274,1349.144,augment
44.282,1218.312,augment
45.289,1600.226,augment
46.297,1482.012,augment
47.305,1756.147,augment
48.312,1839.168,augment
49.32,1829.908,augment
50.327,2261.107,augment
51.335,2283.81,augment
52.343,2058.041,augment
53.35,1775.026,augment
54.358,2218.157,augment
55.366,2408.435,augment
56.373,2349.811,augment
57.381,2251.0,augment
58.389,2833.521,augment
59.396,2987.997,augment
60.404,2916.052,augment
61.412,3006.155,augment
62.419,2958.492,augment
63.427,3530.53,augment
64.434,3205.067,augment
65.442,3089.483,augment
66.45,3406.14,augment
67.457,3494.392,augment
68.465,3647.829,augment
69.473,3497.549,augment
70.48,3847.984,augment
71.488,4291.128,augment
72.496,4215.445,augment
73.503,4397.442,augment
74.511,4408.621,augment
75.519,4075.932,augment
76.526,4785.962,augment
77.534,4471.293,augment
78.541,4628.052,augment
79.549,4795.841,augment
80.557,4931.113,augment
81.564,5038.328,augment
82.572,5137.356,augment
83.58,4924.306,augment
84.587,5487.168,augment
85.595,5687.924,augment
86.603,5658.752,augment
87.61,5768.979,augment
88.618,6170.526,augment
89.626,6272.545,augment
90.633,6450.524,augment
91.641,6357.458,augment
92.648,6686.764,augment
93.656,6526.902,augment
94.664,6561.898,augment
95.671,7152.178,augment
96.679,7086.039,augment
97.687,7396.91,augment
98.694,7420.438,augment
99.702,7695.955,augment
100.71,7900.739,augment
101.717,7867.104,augment
102.725,7996.831,augment
103.733,8357.959,augment
104.74,8522.596,augment
105.748,8885.616,augment
106.755,8869.305,augment
107.763,8799.9,augment
108.771,9173.938,augment
109.778,9258.669,augment
110.786,9427.334,augment
111.794,9792.644,augment
112.801,9724.794,augment
113.809,10059.852,augment
114.817,10200.692,augment
115.824,9982.151,augment
116.832,10459.555,augment
117.84,10999.232,augment
118.847,11000.651,augment
119.855,11108.426,augment
120.862,11340.302,augment
121.87,11632.395,augment
122.878,11920.096,augment
123.885,11857.865,augment
124.893,12058.75,augment
125.901,12237.812,augment
126.908,12455.122,augment
127.916,12663.624,augment
128.924,12663.52,augment
129.931,12983.951,augment
130.939,13218.728,augment
131.947,13463.241,augment
