value,label
38.38,streptothricin
38.1,streptothricin
35.84,streptothricin
38.84,streptothricin
32.78,streptothricin
38.53,streptothricin
36.900000000000006,streptothricin
38.760000000000005,streptothricin
42.7,streptothricin
36.77,streptothricin
33.36,streptothricin
36.17,streptothricin
31.89,streptothricin
40.09,streptothricin
44.9,streptothricin
45.74,streptothricin
40.47,streptothricin
38.04,streptothricin
35.910000000000004,streptothricin
34.760000000000005,streptothricin
41.89,streptothricin
43.68000000000001,streptothricin
38.68,streptothricin
37.85,streptothricin
39.410000000000004,streptothricin
39.76,streptothricin
43.660000000000004,streptothricin
39.83,streptothricin
35.29,streptothricin
36.760000000000005,streptothricin
40.190000000000005,streptothricin
35.879999999999995,streptothricin
38.02,streptothricin
33.95,streptothricin
35.71,streptothricin
31.89,streptothricin
39.089999999999996,streptothricin
40.339999999999996,streptothricin
44.14,streptothricin
43.78,streptothricin
34.129999999999995,streptothricin
37.980000000000004,streptothricin
40.19,streptothricin
36.1,streptothricin
34.63,streptothricin
41.29,streptothricin
39.02,streptothricin
28.259999999999998,streptothricin
41.76,streptothricin
32.38,streptothricin
34.080000000000005,streptothricin
32.53,streptothricin
40.32,streptothricin
34.86,streptothricin
37.84,streptothricin
41.23,streptothricin
38.62,streptothricin
37.57,streptothricin
39.93,streptothricin
44.95,streptothricin
44.730000000000004,streptothricin
38.14,streptothricin
37.870000000000005,streptothricin
40.440000000000005,streptothricin
42.5,streptothricin
38.849999999999994,streptothricin
38.19,streptothricin
34.199999999999996,streptothricin
35.29,streptothricin
39.71,streptothricin
34.71,streptothricin
39.11,streptothricin
36.11,streptothricin
42.03,streptothricin
40.06,streptothricin
40.7,streptothricin
41.54,streptothricin
39.7,streptothricin
38.4,streptothricin
35.949999999999996,streptothricin
37.49,streptothricin
38.57,streptothricin
43.32,streptothricin
41.47,streptothricin
38.07,streptothricin
44.85,streptothricin
37.940000000000005,streptothricin
35.260000000000005,streptothricin
43.15,streptothricin
37.13,streptothricin
36.15,streptothricin
217.06,cytopenias
265.18,cytopenias
224.29,cytopenias
201.94,cytopenias
213.55,cytopenias
225.76999999999998,cytopenias
254.89000000000001,cytopenias
234.41,cytopenias
216.39000000000001,cytopenias
230.72,cytopenias
231.96,cytopenias
236.34,cytopenias
249.97000000000003,cytopenias
187.73000000000002,cytopenias
246.54,cytopenias
193.01,cytopenias
214.24,cytopenias
196.12,cytopenias
226.69,cytopenias
211.21,cytopenias
230.12,cytopenias
251.33,cytopenias
234.34,cytopenias
200.44,cytopenias
231.97000000000003,cytopenias
190.64000000000001,cytopenias
214.4,cytopenias
166.78,cytopenias
248.41,cytopenias
196.84,cytopenias
215.08,cytopenias
229.65,cytopenias
198.78,cytopenias
190.85,cytopenias
215.96,cytopenias
250.29,cytopenias
222.78,cytopenias
237.45,cytopenias
254.7,cytopenias
215.57999999999998,cytopenias
253.28,cytopenias
219.47,cytopenias
238.28,cytopenias
231.55,cytopenias
232.75,cytopenias
217.49,cytopenias
212.56,cytopenias
200.5,cytopenias
227.5,cytopenias
227.76999999999998,cytopenias
213.37,cytopenias
156.82999999999998,cytopenias
251.91,cytopenias
234.41,cytopenias
221.59,cytopenias
253.43,cytopenias
205.9,cytopenias
177.56,cytopenias
216.41,cytopenias
251.01999999999998,cytopenias
216.36,cytopenias
206.20000000000002,cytopenias
190.14000000000001,cytopenias
205.13,cytopenias
227.13000000000002,cytopenias
234.61,cytopenias
207.31,cytopenias
230.92,cytopenias
229.54,cytopenias
160.88,cytopenias
261.40999999999997,cytopenias
235.28,cytopenias
210.02,cytopenias
259.66,cytopenias
204.9,cytopenias
223.48999999999998,cytopenias
213.94,cytopenias
219.16,cytopenias
198.99,cytopenias
218.34,cytopenias
180.17000000000002,cytopenias
245.2,cytopenias
214.82999999999998,cytopenias
224.35000000000002,cytopenias
221.13,cytopenias
201.04,cytopenias
206.88,cytopenias
239.29999999999998,cytopenias
232.82000000000002,cytopenias
229.48999999999998,cytopenias
199.75,cytopenias
48.11,perennibranch
38.81,perennibranch
45.6,perennibranch
43.61,perennibranch
46.2,perennibranch
48.66,perennibranch
42.51,perennibranch
45.07,perennibranch
55.629999999999995,perennibranch
52.28,perennibranch
35.72,perennibranch
45.620000000000005,perennibranch
52.98,perennibranch
43.38,perennibranch
46.02,perennibranch
34.04,perennibranch
39.2,perennibranch
44.129999999999995,perennibranch
50.709999999999994,perennibranch
40.69,perennibranch
39.03,perennibranch
40.78,perennibranch
40.03,perennibranch
51.239999999999995,perennibranch
39.98,perennibranch
41.14,perennibranch
42.809999999999995,perennibranch
42.01,perennibranch
39.910000000000004,perennibranch
49.18,perennibranch
43.33,perennibranch
38.370000000000005,perennibranch
46.08,perennibranch
50.42,perennibranch
47.68,perennibranch
46.24,perennibranch
42.349999999999994,perennibranch
41.15,perennibranch
34.99,perennibranch
47.290000000000006,perennibranch
52.86,perennibranch
51.4,perennibranch
47.86,perennibranch
46.43,perennibranch
43.36,perennibranch
43.86,perennibranch
51.269999999999996,perennibranch
44.56,perennibranch
42.86,perennibranch
40.69,perennibranch
49.94,perennibranch
34.03,perennibranch
43.27,perennibranch
46.160000000000004,perennibranch
47.58,perennibranch
44.11,perennibranch
42.65,perennibranch
41.410000000000004,perennibranch
51.339999999999996,perennibranch
45.21,perennibranch
44.95,perennibranch
44.75,perennibranch
42.03,perennibranch
41.22,perennibranch
47.519999999999996,perennibranch
48.31,perennibranch
50.339999999999996,perennibranch
50.08,perennibranch
57.14,perennibranch
45.96,perennibranch
53.97,perennibranch
35.690000000000005,perennibranch
45.81,perennibranch
40.55,perennibranch
41.94,perennibranch
47.86,perennibranch
40.199999999999996,perennibranch
34.81,perennibranch
44.730000000000004,perennibranch
46.209999999999994,perennibranch
42.98,perennibranch
41.49,perennibranch
50.309999999999995,perennibranch
40.39,perennibranch
50.04,perennibranch
42.93000000000001,perennibranch
43.14,perennibranch
43.64,perennibranch
40.720000000000006,perennibranch
48.730000000000004,perennibranch
46.06,perennibranch
