value,label
76.19,effacement
65.61999999999999,effacement
74.77,effacement
71.97,effacement
76.3,effacement
79.77000000000001,effacement
71.48,effacement
72.97,effacement
69.05,effacement
74.57,effacement
73.89,effacement
71.86,effacement
68.32000000000001,effacement
68.48,effacement
74.27,effacement
68.53999999999999,effacement
71.34,effacement
67.64999999999999,effacement
78.47999999999999,effacement
78.39,effacement
68.75999999999999,effacement
74.51,effacement
71.33,effacement
77.14999999999999,effacement
70.63,effacement
69.53999999999999,effacement
66.88,effacement
66.89,effacement
71.76,effacement
69.97,effacement
67.73,effacement
75.42999999999999,effacement
75.44999999999999,effacement
71.39,effacement
72.86,effacement
73.4,effacement
244.29,augment
263.63,augment
247.59,augment
255.68,augment
243.82,augment
220.25,augment
219.84,augment
255.57,augment
233.12,augment
260.19,augment
241.78,augment
232.65,augment
248.19,augment
254.45,augment
252.74,augment
211.85,augment
219.55,augment
251.12,augment
260.72,augment
249.9,augment
250.18,augment
238.91,augment
253.3,augment
208.44,augment
235.26000000000002,augment
246.69,augment
214.56,augment
264.90999999999997,augment
224.78,augment
227.33,augment
236.74,augment
235.34,augment
223.2,augment
239.32999999999998,augment
245.97,augment
223.04000000000002,augment
154.93,caramelisation
123.59,caramelisation
152.54000000000002,caramelisation
136.12,caramelisation
145.96,caramelisation
115.72,caramelisation
140.17999999999998,caramelisation
134.51000000000002,caramelisation
136.13,caramelisation
135.51,caramelisation
135.66,caramelisation
121.83999999999999,caramelisation
109.35000000000001,caramelisation
143.49,caramelisation
131.89,caramelisation
163.9,caramelisation
149.10999999999999,caramelisation
152.45000000000002,caramelisation
137.85,caramelisation
135.68,caramelisation
121.75,caramelisation
140.47,caramelisation
136.0,caramelisation
132.93,caramelisation
142.69,caramelisation
145.53,caramelisation
126.47999999999999,caramelisation
131.82,caramelisation
132.13,caramelisation
140.13,caramelisation
154.10999999999999,caramelisation
155.99,caramelisation
147.99,caramelisation
129.84,caramelisation
109.34,caramelisation
144.84,caramelisation
35.99,azithromycin
30.89,azithromycin
33.15,azithromycin
34.1,azithromycin
32.769999999999996,azithromycin
33.730000000000004,azithromycin
37.48,azithromycin
32.78,azithromycin
33.02,azithromycin
28.71,azithromycin
33.07,azithromycin
31.15,azithromycin
37.260000000000005,azithromycin
41.800000000000004,azithromycin
36.26,azithromycin
36.9,azithromycin
37.480000000000004,azithromycin
36.92,azithromycin
34.470000000000006,azithromycin
29.53,azithromycin
32.05,azithromycin
40.17,azithromycin
32.77,azithromycin
22.65,azithromycin
37.89,azithromycin
36.27,azithromycin
28.98,azithromycin
28.86,azithromycin
34.879999999999995,azithromycin
29.88,azithromycin
35.839999999999996,azithromycin
30.54,azithromycin
30.89,azithromycin
33.370000000000005,azithromycin
34.44,azithromycin
27.77,azithromycin
14.35,rhomboids
14.3,rhomboids
13.36,rhomboids
15.91,rhomboids
15.02,rhomboids
16.71,rhomboids
14.09,rhomboids
17.88,rhomboids
14.05,rhomboids
12.559999999999999,rhomboids
12.270000000000001,rhomboids
12.760000000000002,rhomboids
14.51,rhomboids
16.13,rhomboids
18.27,rhomboids
14.56,rhomboids
15.69,rhomboids
12.930000000000001,rhomboids
11.719999999999999,rhomboids
15.870000000000001,rhomboids
14.629999999999999,rhomboids
16.14,rhomboids
13.489999999999998,rhomboids
14.610000000000001,rhomboids
14.99,rhomboids
14.049999999999999,rhomboids
13.49,rhomboids
12.2,rhomboids
16.83,rhomboids
15.2,rhomboids
13.12,rhomboids
11.799999999999999,rhomboids
12.209999999999999,rhomboids
13.82,rhomboids
14.620000000000001,rhomboids
12.29,rhomboids
51.3,perennibranch
49.89,perennibranch
55.32,perennibranch
51.019999999999996,perennibranch
54.35,perennibranch
50.82,perennibranch
51.18,perennibranch
49.089999999999996,perennibranch
49.37,perennibranch
49.5,perennibranch
51.63,perennibranch
51.28,perennibranch
50.08,perennibranch
49.269999999999996,perennibranch
47.68,perennibranch
53.93,perennibranch
54.33,perennibranch
53.32,perennibranch
53.85,perennibranch
50.68000000000001,perennibranch
52.19,perennibranch
49.800000000000004,perennibranch
53.46,perennibranch
47.12,perennibranch
52.89,perennibranch
51.24,perennibranch
46.86000000000001,perennibranch
50.79,perennibranch
55.47,perennibranch
53.68,perennibranch
48.52,perennibranch
46.25,perennibranch
48.12,perennibranch
49.58,perennibranch
49.87,perennibranch
45.09,perennibranch
251.13,limey
324.57,limey
252.93,limey
226.89000000000001,limey
249.57000000000002,limey
285.34,limey
300.6,limey
279.7,limey
313.65999999999997,limey
294.44,limey
236.85999999999999,limey
178.14999999999998,limey
270.29,limey
285.27,limey
303.21999999999997,limey
237.07,limey
257.73,limey
321.7,limey
252.34,limey
221.62,limey
222.72,limey
223.28,limey
316.08,limey
285.91999999999996,limey
226.14,limey
251.39,limey
211.48,limey
296.17999999999995,limey
327.35,limey
298.49,limey
219.39999999999998,limey
255.70999999999998,limey
226.95999999999998,limey
290.78999999999996,limey
208.84,limey
255.5,limey
