x,y,label
-57.262,-707.756,filibusters
-56.052,-604.075,filibusters
-54.841,-569.341,filibusters
-53.631,-573.527,filibusters
-52.421,-537.351,filibusters
-51.21,-430.381,filibusters
-50.0,-518.274,filibusters
-57.064,-574.599,lungers
-55.886,-513.803,lungers
-54.709,-680.337,lungers
-53.532,-495.712,lungers
-52.355,-508.011,lungers
-51.177,-503.807,lungers
-50.0,-392.456,lungers
-56.43,1916.998,bull-tongue
-55.358,2022.886,bull-tongue
-54.287,1944.473,bull-tongue
-53.215,1627.677,bull-tongue
-52.143,1724.582,bull-tongue
-51.072,1858.925,bull-tongue
-50.0,1593.022,bull-tongue
-56.914,5158.25,substitutes
-55.762,4853.138,substitutes
-54.61,4899.255,substitutes
-53.457,4861.863,substitutes
-52.305,4581.865,substitutes
-51.152,4060.75,substitutes
-50.0,3974.657,substitutes
-56.983,-1498.117,dissection
-55.819,-1386.015,dissection
-54.655,-1325.354,dissection
-53.491,-1538.415,dissection
-52.328,-1247.795,dissection
-51.164,-1435.184,dissection
-50.0,-1166.203,dissection
