rhomboids,Judaea
substitutes,81.5466225184464
substitutes,79.53744493850301
substitutes,76.43928747752433
substitutes,84.18448177476506
substitutes,85.27626644304343
substitutes,80.32618530887173
substitutes,74.2176371632855
substitutes,78.16692582840489
substitutes,68.60217135701598
substitutes,79.96422924223583
substitutes,72.18406294049926
substitutes,67.57528033868195
substitutes,70.38853809379171
substitutes,70.959622426498
substitutes,61.40795362798828
substitutes,87.49462946961107
substitutes,84.39450994182998
substitutes,75.23318903293897
substitutes,70.13425287274134
substitutes,69.15363325216609
substitutes,79.23566659447806
substitutes,72.45143095278428
substitutes,72.34861501998147
substitutes,87.71998671719197
substitutes,73.64333720943151
substitutes,69.40690530781757
substitutes,68.27003682992301
substitutes,80.24351547574229
substitutes,75.14296805731524
substitutes,73.71650338665734
substitutes,80.85729097634712
substitutes,82.2859855904272
substitutes,84.58501607382757
substitutes,70.66073729578095
substitutes,88.32107116558885
substitutes,75.25798470407032
substitutes,67.64988060626233
substitutes,79.35010074343069
substitutes,76.99476737824607
substitutes,69.49527747425601
substitutes,72.58816525226791
substitutes,71.61657154641878
substitutes,81.87129724968277
substitutes,70.20227525577097
substitutes,70.38441860629253
substitutes,74.12870139782072
substitutes,68.4520213613002
substitutes,76.75607571201746
substitutes,74.66647679267447
substitutes,74.59124766853519
substitutes,71.51063160120127
substitutes,76.21612036348762
substitutes,80.56098909143337
substitutes,70.34129573307843
substitutes,86.09454358046801
substitutes,75.13457655010585
substitutes,66.47866788142318
substitutes,80.23483937172536
substitutes,73.17525906152616
substitutes,79.72432808580521
substitutes,81.81411018495005
substitutes,80.63223961546223
substitutes,81.23907751164512
substitutes,78.8905183170504
substitutes,83.16197161131696
substitutes,94.2726154621685
substitutes,77.97300992654651
substitutes,69.92258463883316
substitutes,85.91402558884549
substitutes,73.24004842535518
substitutes,67.09167810358157
substitutes,76.90349159407909
substitutes,72.68002917044637
substitutes,76.62750283893403
substitutes,74.3612512895843
substitutes,70.3791414804991
substitutes,87.12713765458412
substitutes,81.1261307994039
substitutes,79.33060533307744
substitutes,73.43075860038478
substitutes,74.37061495422459
substitutes,81.3735773965093
substitutes,70.96540694011608
substitutes,77.90926129538126
substitutes,75.56836051318194
substitutes,75.07373456222123
substitutes,86.11932732687204
substitutes,72.61338768419871
substitutes,75.6165477043001
substitutes,66.43093175343589
substitutes,75.5858521983494
substitutes,90.95943376788779
substitutes,83.42786490842279
substitutes,73.73424550377835
biblioclast,83.32471986976635
biblioclast,71.51450997303041
biblioclast,87.35115164982926
biblioclast,91.40473426248403
biblioclast,83.4631514712573
biblioclast,77.88524244435906
biblioclast,78.07911785661094
biblioclast,92.99079951442384
biblioclast,88.06312171757256
biblioclast,82.95657250113231
biblioclast,85.48292638657934
biblioclast,86.83412247408717
biblioclast,89.7887774927485
biblioclast,83.16839410205864
biblioclast,83.42204011182118
biblioclast,77.06129443731425
biblioclast,89.68562837622434
biblioclast,75.00106847728047
biblioclast,89.81448510361288
biblioclast,81.8360958476547
biblioclast,69.20423468311692
biblioclast,84.01717343651802
biblioclast,87.7593154329942
biblioclast,79.10126798059228
biblioclast,87.00806812274186
biblioclast,81.04278441734401
biblioclast,84.3589816859183
biblioclast,83.77822232499618
biblioclast,86.41320155257905
biblioclast,92.00111076811777
biblioclast,75.62935968156147
biblioclast,79.57885803784835
biblioclast,84.46233534935534
biblioclast,82.97000123547025
biblioclast,86.0707749028073
biblioclast,89.02916552914462
biblioclast,76.00339049074766
biblioclast,81.16113864150515
biblioclast,93.25389255242719
biblioclast,73.5567937953471
biblioclast,77.94790305399776
biblioclast,78.4246489042635
biblioclast,70.28374354988605
biblioclast,80.9659279350341
biblioclast,99.25306379508639
biblioclast,81.80733413382913
biblioclast,83.80451221945121
biblioclast,74.97286557972438
biblioclast,83.51400027619857
biblioclast,94.73115644649637
biblioclast,87.65165994862271
biblioclast,85.77950416709237
biblioclast,73.63104772942279
biblioclast,80.70996791866281
biblioclast,84.58836066778689
biblioclast,83.88731845448709
biblioclast,77.10422370611505
biblioclast,81.05094612069409
biblioclast,84.30378337360357
biblioclast,84.64856509142747
biblioclast,91.97363333218566
biblioclast,79.01310169644454
biblioclast,75.20896449951758
biblioclast,80.12236138100008
biblioclast,72.42564607031503
biblioclast,92.35018239126266
biblioclast,78.84528767724396
biblioclast,89.69827806656676
biblioclast,82.0096348992937
biblioclast,89.2551515056768
biblioclast,81.36477848144429
biblioclast,77.92327307562076
biblioclast,80.02535141943943
biblioclast,75.92686975596187
biblioclast,81.17722073071039
biblioclast,79.76812897970761
biblioclast,78.89562805637665
biblioclast,86.61821541814837
biblioclast,79.19416724727846
biblioclast,78.5515564407088
biblioclast,82.7820079590253
biblioclast,88.39697915821954
biblioclast,79.76808363148078
biblioclast,85.81155089831618
biblioclast,71.4477183817575
biblioclast,86.73024505996449
biblioclast,80.77122671827176
biblioclast,89.28361727207547
biblioclast,82.5111903406432
biblioclast,79.05814823260079
biblioclast,99.15285172115739
biblioclast,86.22986888735582
biblioclast,87.83745865026548
biblioclast,72.64908237667514
biblioclast,83.71336258898833
biblioclast,81.97645782664776
biblioclast,86.40529998017124
biblioclast,81.23978675777991
biblioclast,87.34410931802874
biblioclast,77.53129571664756
biblioclast,85.10027696509458
biblioclast,82.20025360210077
biblioclast,85.15031307239407
biblioclast,88.0209595164557
biblioclast,77.46831351919181
biblioclast,75.78450127952499
biblioclast,74.56460551579158
biblioclast,82.47343027392563
biblioclast,78.70005411288565
filibusters,95.43971860869094
filibusters,102.85934893580938
filibusters,87.67617717148434
filibusters,97.4628708610756
filibusters,92.56623046265028
filibusters,87.48023137017948
filibusters,99.1955718086199
filibusters,93.24953651263549
filibusters,96.34384893080544
filibusters,91.78046993753321
filibusters,97.68071844127846
filibusters,111.63443117717036
filibusters,84.56436572943522
filibusters,96.64958672587417
filibusters,95.38276403390641
filibusters,85.28189558598709
filibusters,80.612563576783
filibusters,90.30410255317504
filibusters,90.32989556838255
filibusters,97.70249540737069
filibusters,93.3080955143616
filibusters,88.10694069506603
filibusters,94.83104257334604
filibusters,92.96149537751235
filibusters,95.54254981687329
filibusters,90.62783681539491
filibusters,81.84133796031382
filibusters,80.04343183971127
filibusters,84.75524613726677
filibusters,96.01678589706437
filibusters,87.79014661995652
filibusters,90.70391785998619
filibusters,93.41986461848546
filibusters,97.83979975119671
filibusters,91.80197661935529
filibusters,95.50769276306536
filibusters,91.77297194573481
filibusters,88.59839636257786
filibusters,83.71114994685036
filibusters,85.072859729422
filibusters,95.57898092608976
filibusters,97.68692519519237
filibusters,88.64713623433312
filibusters,93.73644069620612
filibusters,96.49810111236732
filibusters,73.00885719159427
filibusters,88.45678281561943
filibusters,87.74873870466126
filibusters,82.46104047498875
filibusters,92.94658992503243
filibusters,94.1037690257806
filibusters,93.98583046352528
filibusters,92.52800574375479
filibusters,86.06938683988967
filibusters,84.41140270081138
filibusters,99.70691880040056
filibusters,96.17860193336574
filibusters,86.27445207443661
filibusters,90.34469829450141
filibusters,74.82860048113204
filibusters,87.88406111535618
filibusters,83.51623342357682
filibusters,86.71503555430073
filibusters,95.15200747334147
filibusters,88.73918610288518
filibusters,83.45854265392018
filibusters,109.32002926793852
filibusters,84.77079717358205
filibusters,83.50686908384766
filibusters,94.15398808666819
filibusters,84.09532112088311
filibusters,82.88068508151372
filibusters,82.7471934351252
filibusters,87.98877813821653
filibusters,97.45405341319837
filibusters,91.61518330721832
filibusters,91.60352365201166
filibusters,97.2250119524438
filibusters,97.75461602275911
filibusters,100.19382418605232
filibusters,90.49660781437113
filibusters,95.46173324472838
filibusters,94.70962564525878
filibusters,90.29983810017258
filibusters,81.643941958441
filibusters,87.42644057347823
filibusters,101.93127026316768
filibusters,94.93899144953255
filibusters,82.95480964579428
filibusters,101.44270829390975
filibusters,84.42418823496568
filibusters,85.92869270306515
filibusters,90.62457420573647
filibusters,88.0956147160246
filibusters,94.5697881477694
filibusters,89.10338921366787
filibusters,92.00241844910691
filibusters,92.1229933753127
filibusters,95.12652561373902
filibusters,87.85464680185753
filibusters,87.27288974796971
filibusters,84.99900373829126
filibusters,95.67259370185857
filibusters,87.94486313708377
filibusters,94.20011555842471
filibusters,87.77018830377736
filibusters,79.2727337108089
filibusters,93.0654430532576
filibusters,98.53147639390082
lungers,84.61191988570715
lungers,98.19848218474979
lungers,83.92244748928708
lungers,84.79257583509546
lungers,93.67640546679797
lungers,93.55388978011311
lungers,95.66691969141154
lungers,92.75073809102207
lungers,80.07503489713015
lungers,95.70685699358933
lungers,91.66046921368304
lungers,81.69135249072957
lungers,86.45681218223449
lungers,92.26813820949756
lungers,83.3511871210909
lungers,96.8837611115203
lungers,77.42630247831252
lungers,97.33803090858362
lungers,104.39479728211676
lungers,84.5577576757735
lungers,86.77567332230565
lungers,80.36974392530966
lungers,81.30548607305451
lungers,90.96507228159489
lungers,98.86395669037333
lungers,94.82887283749541
lungers,98.77140620548997
lungers,105.08506537118733
lungers,91.71500551014158
lungers,93.49486615957407
lungers,83.63734463204537
lungers,103.32145664931713
lungers,70.62216652861383
lungers,82.01806335534195
lungers,91.37810154010079
lungers,94.69951295708572
lungers,84.52256482853491
lungers,106.71270825542285
lungers,99.96053720996663
lungers,93.02086303924509
lungers,95.92721112410743
lungers,101.64713457872044
lungers,87.0032197369109
lungers,84.50838830831746
lungers,106.36559558587646
lungers,93.61912324480826
lungers,80.84866221016166
lungers,84.32556716350842
lungers,96.04117523465204
lungers,92.60096278305384
lungers,101.62606610540564
lungers,97.45171165066039
lungers,91.39822251419595
lungers,66.50866339987016
lungers,79.75825067114461
lungers,92.7381338779909
lungers,83.70723889399713
lungers,84.2690410173471
lungers,84.52049787646214
lungers,99.26013771089168
lungers,92.62804718565442
lungers,108.60227564758293
lungers,91.36734421967957
lungers,105.29318706944993
lungers,80.53461416382598
lungers,96.95034149564725
lungers,99.20636434082884
lungers,98.49418233802541
lungers,98.39080711477442
lungers,94.65054925152525
lungers,85.00347109504158
lungers,98.70414228793516
lungers,86.56999338209634
lungers,84.25956537992865
lungers,89.55519374505404
lungers,84.64759285307234
lungers,93.20237171485422
lungers,89.91934248753633
lungers,82.85757127333918
lungers,87.96864839316873
lungers,81.42658420426487
lungers,105.28538425380103
lungers,81.8937368557658
lungers,83.45108197100821
lungers,93.57956228743551
lungers,89.14922897240878
lungers,85.65650899362697
lungers,85.9236741071045
lungers,89.63912398126587
lungers,75.87496613242888
lungers,95.2902012006628
lungers,96.98475399154475
lungers,86.09825284417019
lungers,90.91837303180691
lungers,92.79164223721291
