mastiffs,Judaea
cytopenias,58.3726864563912
cytopenias,64.71510178906496
cytopenias,57.22913937663557
cytopenias,57.42734741946263
cytopenias,50.81892014287416
cytopenias,48.063105524029034
cytopenias,45.99791602014737
cytopenias,43.88041394737076
cytopenias,51.194456773026495
cytopenias,61.58964442578991
cytopenias,53.86766281479147
cytopenias,61.01501821118964
cytopenias,54.79081521233068
cytopenias,56.908608200663565
cytopenias,53.064078862138736
cytopenias,58.214621350172436
cytopenias,51.17786034010896
cytopenias,63.50186683491204
cytopenias,61.05509444927317
cytopenias,51.82463491912379
cytopenias,56.22439530767411
cytopenias,53.910552917566044
cytopenias,54.1182729569431
cytopenias,52.75951963833883
cytopenias,62.849416911668314
cytopenias,52.321825336006974
cytopenias,61.41605724598455
cytopenias,63.3892885153656
cytopenias,58.96400641483057
cytopenias,51.83399654907419
cytopenias,48.77994417095964
cytopenias,54.13837125881357
cytopenias,52.41434552390999
cytopenias,57.30216051340036
cytopenias,44.48360828799995
cytopenias,49.750752105661
cytopenias,60.394507319037515
cytopenias,53.70441913239827
cytopenias,51.80657454050268
cytopenias,51.05091012809501
cytopenias,55.3737688981508
cytopenias,47.201058606992895
cytopenias,52.19279026171192
cytopenias,54.76144061022933
cytopenias,42.54717460347987
cytopenias,43.06685519431467
cytopenias,54.72950817732747
cytopenias,46.5977170018648
cytopenias,53.17441791984143
cytopenias,57.28390128903222
cytopenias,46.57858254759425
cytopenias,50.90063539409084
cytopenias,51.23679670086151
cytopenias,47.49801682762168
cytopenias,60.75910722972056
cytopenias,50.60719988927885
cytopenias,48.54318595619662
cytopenias,59.65843870643824
cytopenias,52.89778575518946
cytopenias,47.791102953749316
cytopenias,54.95023316910522
cytopenias,54.67036274033644
cytopenias,54.01314310783835
cytopenias,50.607065222908275
cytopenias,55.79394907635061
cytopenias,49.57010171081462
cytopenias,60.468910039594526
cytopenias,51.060459614802845
cytopenias,48.89662928733798
cytopenias,53.21703253823237
cytopenias,60.214645362852835
cytopenias,52.912020946765864
cytopenias,46.24628763188777
cytopenias,56.716528458065476
cytopenias,59.082805104460576
cytopenias,60.2376248952427
cytopenias,57.829114771414844
cytopenias,64.83934869873958
cytopenias,57.20549795115123
cytopenias,48.54862325780252
cytopenias,53.14448030226659
cytopenias,54.50599903415261
cytopenias,56.785844878419056
cytopenias,58.25739970240897
cytopenias,50.10739218237399
cytopenias,65.1805078035051
cytopenias,51.78525019306109
cytopenias,59.15547133997006
cytopenias,58.51045722242144
cytopenias,62.15746250519754
cytopenias,49.29265771696548
cytopenias,48.726628882741544
cytopenias,54.991605747386465
cytopenias,50.7424279451973
cytopenias,53.93363624054899
cytopenias,47.11707256622055
cytopenias,54.93537035225088
cytopenias,43.51193962793189
cytopenias,54.128667772290974
cytopenias,56.183878251115445
cytopenias,40.262455388838944
cytopenias,50.92023969199234
cytopenias,55.53129051989285
dissection,51.86593395424682
dissection,50.83143362058649
dissection,43.792481531798224
dissection,61.00616869622295
dissection,54.41647959012042
dissection,58.201986373358615
dissection,51.70780278099691
dissection,61.63879605101483
dissection,56.21078024323448
dissection,64.33445599450319
dissection,54.986221098267286
dissection,55.07287729855083
dissection,60.98223509088615
dissection,50.09625070599642
dissection,53.84684492125797
dissection,48.75868240150305
dissection,63.28561997129859
dissection,51.99965428354814
dissection,45.4304377896503
dissection,56.85414617291222
dissection,58.01301573994733
dissection,58.120737913277424
dissection,54.545576798207364
dissection,50.32389144477449
dissection,55.845541126868724
dissection,56.134614773401374
dissection,44.36739358020225
dissection,52.77912112606755
dissection,53.63709545683814
dissection,50.61838091674847
dissection,54.98730124472506
dissection,51.33453370338831
dissection,48.68977687303955
dissection,41.37691197169636
dissection,49.85112200421631
dissection,47.70113829822139
dissection,57.14588467992707
dissection,43.84770792752028
dissection,59.90698815766562
dissection,48.29260076605796
dissection,49.97707099133376
dissection,53.4304562488472
dissection,56.90757959285675
dissection,57.94099259108644
dissection,53.23168663245046
dissection,62.8975928219197
dissection,55.50460015613119
dissection,54.72328579778777
dissection,51.73576043709876
dissection,57.21354271313972
dissection,54.72404816217196
dissection,58.65684211978432
dissection,49.7623274901188
dissection,59.901213397893535
dissection,46.999802743183
dissection,54.08891679552554
dissection,42.97627501326167
dissection,57.76262956235568
dissection,45.79637601576191
dissection,53.88092596576989
dissection,40.73812794703246
dissection,51.34683458404837
dissection,54.1182078742161
dissection,55.40078672911104
dissection,44.66673511501729
dissection,49.80984285595098
dissection,55.40245713423966
dissection,55.6315643107541
dissection,61.0488049924117
dissection,57.65185496769439
dissection,49.50311006845956
dissection,47.30102600135988
dissection,49.52696695494642
dissection,54.6118324936036
dissection,48.079082622553244
dissection,48.78463548084189
dissection,55.76028463055572
dissection,52.45861778613792
dissection,61.80921458600742
dissection,57.04399790223908
dissection,65.67165074874657
dissection,47.38707813030689
dissection,43.65839780761473
dissection,45.809204874109774
dissection,52.59180878351542
dissection,44.38467126646068
dissection,49.24928831198259
dissection,51.96984434092912
dissection,51.35661907725724
dissection,49.5747844785241
dissection,51.86794762482842
dissection,42.96061623280278
dissection,53.89473240030691
dissection,52.00463729551264
dissection,41.1574234344618
dissection,46.683359230352075
dissection,52.93631131615216
dissection,50.68725732896545
dissection,50.97720030483581
dissection,51.1267964939218
dissection,57.355830626516614
perennibranch,38.85916139875268
perennibranch,39.51694978204874
perennibranch,37.21056444769249
perennibranch,33.82904631532503
perennibranch,37.33630222070606
perennibranch,41.31359992494954
perennibranch,37.37397137301369
perennibranch,44.95589251388919
perennibranch,44.76455609873036
perennibranch,39.176979437067494
perennibranch,43.622576502999124
perennibranch,39.287129358959206
perennibranch,35.53645696769988
perennibranch,50.63490911998714
perennibranch,48.81892608375567
perennibranch,38.99406116874231
perennibranch,42.00393999272175
perennibranch,48.190936363201104
perennibranch,51.6487087787344
perennibranch,41.19452879468968
perennibranch,48.30304994902362
perennibranch,36.02162844383681
perennibranch,47.015502117693046
perennibranch,48.263620130213674
perennibranch,36.237848707109556
perennibranch,37.379686534059296
perennibranch,36.41404099672922
perennibranch,29.923773515051693
perennibranch,46.19512230965743
perennibranch,36.821192865182724
perennibranch,36.271874602106834
perennibranch,28.785733666789657
perennibranch,43.615056722070875
perennibranch,41.57529740711697
perennibranch,44.50030876219449
perennibranch,44.267532753499
perennibranch,48.66129680973104
perennibranch,46.079149896566236
perennibranch,47.86271305708615
perennibranch,40.57662694758181
perennibranch,27.756933713650405
perennibranch,38.48603320157765
perennibranch,38.3124812984965
perennibranch,43.44275383122409
perennibranch,42.262161888273305
perennibranch,40.261998201823026
perennibranch,56.22714325856523
perennibranch,46.53738037550508
perennibranch,41.80096705214964
perennibranch,37.59774543985348
perennibranch,54.245960408466374
perennibranch,38.30555517973516
perennibranch,47.38029000805996
perennibranch,39.414331387397624
perennibranch,45.8283378811229
perennibranch,43.06947541164818
perennibranch,48.244583823733834
perennibranch,41.417969032703915
perennibranch,46.04521695076774
perennibranch,40.93549508960977
perennibranch,50.19563442061405
perennibranch,44.99787560849787
perennibranch,33.647483292779356
perennibranch,34.666199967388934
perennibranch,38.403727037546744
perennibranch,45.62061055266776
perennibranch,46.693148888337944
perennibranch,41.68150364496887
perennibranch,46.02403165246748
perennibranch,39.8804628590311
perennibranch,43.664107878923346
perennibranch,40.79783178433007
perennibranch,43.078497366755364
perennibranch,36.223876548499966
perennibranch,31.62752241303174
perennibranch,42.724766973337005
perennibranch,34.93172242855747
perennibranch,45.20194271550207
perennibranch,28.298228769494706
perennibranch,32.50224236469063
perennibranch,37.513565575243376
perennibranch,47.51083693057508
perennibranch,41.16357762636069
perennibranch,43.83770137942627
perennibranch,51.32330701875355
perennibranch,40.279789999831735
perennibranch,51.01728052462229
perennibranch,42.08410355830564
perennibranch,33.58620518338924
perennibranch,43.967202698019506
perennibranch,37.641203555223825
perennibranch,29.037650525807397
perennibranch,37.83121537253099
perennibranch,41.313246767982854
perennibranch,42.19378434109814
perennibranch,36.20347252668042
perennibranch,33.0647132086298
perennibranch,36.69309734131711
perennibranch,45.695648363720196
perennibranch,37.49185890068263
perennibranch,44.98311229025842
perennibranch,49.29532601864014
perennibranch,38.22435696598703
perennibranch,36.35159320209166
perennibranch,35.54486005293289
perennibranch,42.04937331868064
perennibranch,36.56573795893907
fluor-spar,48.70449997767108
fluor-spar,43.53087972798266
fluor-spar,39.09728839460097
fluor-spar,43.805930819249575
fluor-spar,39.207522935002466
fluor-spar,39.74417526841731
fluor-spar,42.201929262054854
fluor-spar,43.40441414742508
fluor-spar,45.25092937248747
fluor-spar,46.298998886387274
fluor-spar,39.00970023161874
fluor-spar,50.190024423493
fluor-spar,50.62672476602617
fluor-spar,28.792001090848522
fluor-spar,49.747737350540234
fluor-spar,46.81563809956752
fluor-spar,49.02484753889818
fluor-spar,32.04486972560579
fluor-spar,42.28654619186582
fluor-spar,37.63659626078886
fluor-spar,46.48968320963768
fluor-spar,45.60196418645128
fluor-spar,45.240707631290185
fluor-spar,38.52839134874624
fluor-spar,35.49107780498162
fluor-spar,45.801320384633435
fluor-spar,42.692243119219796
fluor-spar,40.88006425710086
fluor-spar,48.59106191529226
fluor-spar,35.70951831660329
fluor-spar,49.67054710773221
fluor-spar,40.55850005526847
fluor-spar,39.79813891329622
fluor-spar,39.36819158681303
fluor-spar,46.230103892978825
fluor-spar,44.808615329847086
fluor-spar,43.41382407441834
fluor-spar,57.42178823936284
fluor-spar,45.83780796875733
fluor-spar,31.802945841763723
fluor-spar,38.79812848960458
fluor-spar,43.87263239586583
fluor-spar,46.75281045144694
fluor-spar,43.706955038316494
fluor-spar,43.990488422698725
fluor-spar,34.0766329388497
fluor-spar,43.25183439134598
fluor-spar,43.01690992608483
fluor-spar,49.03697162632498
fluor-spar,47.373467645557376
fluor-spar,45.16068190901639
fluor-spar,46.314793269173805
fluor-spar,47.81498257158464
fluor-spar,50.02666428167123
fluor-spar,45.459474405703006
fluor-spar,51.00734639957748
fluor-spar,40.88875788609965
fluor-spar,47.82575967768764
fluor-spar,47.84597256694629
fluor-spar,45.898697761309386
fluor-spar,41.57357823740789
fluor-spar,47.818365010809174
fluor-spar,36.00235192589231
fluor-spar,30.577602151460262
fluor-spar,39.885536380642996
fluor-spar,38.75322567256855
fluor-spar,40.599867199833895
fluor-spar,49.97852633640634
fluor-spar,34.13736649281397
fluor-spar,46.9296458575948
fluor-spar,39.31865685977824
fluor-spar,30.277208107418083
fluor-spar,37.12998714318462
fluor-spar,46.517947714963256
fluor-spar,34.33078721987128
fluor-spar,39.912304083871796
fluor-spar,44.34630605863451
fluor-spar,37.63825359197173
fluor-spar,43.16084741567449
fluor-spar,46.27810716090379
fluor-spar,40.03076538131368
fluor-spar,45.36204856144715
fluor-spar,36.17736451497439
fluor-spar,45.065842696369025
fluor-spar,48.135102793965665
fluor-spar,48.457749002281474
fluor-spar,39.32416727112651
fluor-spar,49.24442162691635
fluor-spar,43.78407021718674
fluor-spar,42.2173813659391
fluor-spar,45.957493234060955
fluor-spar,36.66962327336404
fluor-spar,33.68384466842544
fluor-spar,33.433807081177434
fluor-spar,44.261561855046125
fluor-spar,47.85507665612862
fluor-spar,52.25387967808375
fluor-spar,35.25923227632661
fluor-spar,41.15049273852146
fluor-spar,45.36369078409695
fluor-spar,43.9580242572583
fluor-spar,37.680381979370765
