Judaea,biblioclast
effacement,120.96890971179194
effacement,127.59582642949708
effacement,117.40638549630177
effacement,121.98704596675505
effacement,115.82798898600832
effacement,117.9966220819045
effacement,118.4958428713182
effacement,114.17603104194481
effacement,114.81253041277732
effacement,127.0069176721495
effacement,114.19658206723398
effacement,124.67142321757474
effacement,116.29695230116147
effacement,122.44728487735114
effacement,121.19828812130231
effacement,124.44230599871312
effacement,122.41922430366475
effacement,118.979398822336
effacement,124.83355103554089
effacement,121.48022979156053
effacement,123.32546910300887
effacement,119.30497139484108
effacement,117.44772329449276
effacement,118.45962315040225
effacement,115.45531483057366
effacement,122.55440176630498
effacement,116.95586967931324
effacement,119.87690815937671
effacement,119.06350128577222
effacement,122.83469279538163
effacement,117.7653837872256
effacement,122.75142272489485
effacement,122.81037547161857
effacement,116.05200477181981
effacement,121.54895954324692
effacement,132.74022925714593
effacement,124.48962875035562
effacement,121.45227688988354
effacement,120.62340178594373
effacement,116.19054007765243
effacement,119.33141862556228
effacement,122.08755149317301
effacement,126.34681600812121
effacement,125.34272438641987
effacement,119.83139545103984
effacement,121.0856166706581
effacement,118.91814082494834
effacement,125.88483199799683
effacement,123.41880712797374
effacement,120.99992292796512
effacement,122.22431679551549
effacement,127.17849097106581
effacement,121.50317237612585
effacement,117.04580938076904
effacement,117.82803449599588
effacement,119.12357101760773
effacement,130.7057634381771
effacement,120.93531077707465
effacement,119.01291867498372
effacement,121.57323945980542
effacement,123.00143052586397
effacement,127.87568268919057
effacement,117.38392979500598
effacement,121.06570700424533
effacement,117.17435792980996
effacement,117.6774543594532
effacement,127.40872042794784
effacement,114.83155249488823
effacement,115.05700577859436
effacement,120.73042343637728
effacement,120.5782354178952
effacement,120.31628556852984
effacement,126.81835039955216
effacement,123.00226171829341
effacement,117.72668981395432
effacement,125.34478198643876
effacement,120.06452531774323
effacement,111.71846089092901
effacement,122.60924209281191
effacement,116.68153845705478
effacement,122.72337240962426
effacement,123.92097972223573
effacement,116.0476296044329
effacement,118.72414946272092
effacement,114.97452368276156
effacement,119.50069711430395
effacement,121.99100438731458
effacement,120.0922597464615
effacement,120.45965858868341
effacement,127.26570332564415
effacement,121.75377860597666
effacement,115.18991867195233
effacement,121.93719456720305
effacement,114.52361075626656
effacement,128.21940918548654
effacement,119.05667643831411
effacement,114.2696192801138
effacement,122.66254064434023
effacement,116.45466041300405
effacement,126.21166772409595
effacement,117.84260527018272
augment,118.44162933476215
augment,107.02239250379816
augment,106.4205107558347
augment,113.3252330254078
augment,107.6348639375174
augment,117.47826383047251
augment,109.69230760542139
augment,119.74437051787312
augment,111.24647568724801
augment,113.96797680226295
augment,107.18294732234693
