x,y,label
0.0,-34.436535532349765,cytopenias
1.111,-22.912734913699175,cytopenias
2.222,14.433169121175933,cytopenias
3.333,-13.770937125747476,cytopenias
4.444,-22.2820335940959,cytopenias
5.556,5.269962783213725,cytopenias
6.667,20.093008788480525,cytopenias
7.778,41.76547875581459,cytopenias
8.889,-6.023142405802157,cytopenias
10.0,69.74732717176795,cytopenias
0.0,-20.089208099834245,dissection
1.111,-10.638600966528957,dissection
2.222,18.047224043065924,dissection
3.333,-7.591224258748319,dissection
4.444,-2.560275578758914,dissection
5.556,10.8269804074569,dissection
6.667,14.290986654862902,dissection
7.778,-4.06044327519345,dissection
8.889,3.7890862415630417,dissection
10.0,10.207803510319827,dissection
