perennibranch,azithromycin
rhomboids,37.053074562530554
rhomboids,38.219733164103786
rhomboids,38.29004463070161
rhomboids,31.21961233877876
rhomboids,36.92218643695638
rhomboids,43.89535597737451
rhomboids,25.570158346731805
rhomboids,26.99449720709685
rhomboids,34.646477177818056
rhomboids,34.605467745910765
rhomboids,30.672088326055555
rhomboids,25.093321230931018
rhomboids,41.10340564194204
rhomboids,33.54249005904778
rhomboids,29.478551028965285
rhomboids,30.471153655478716
rhomboids,34.54285246107384
rhomboids,37.94119834576948
rhomboids,29.340338021316267
rhomboids,30.7840916706664
rhomboids,32.88449969193381
rhomboids,34.82769594736466
rhomboids,31.70560596480029
rhomboids,25.410086720776416
rhomboids,28.47885161142123
rhomboids,30.251254224456673
rhomboids,28.55976446457482
rhomboids,40.89347500720925
rhomboids,32.49307977519001
rhomboids,29.086711422099555
rhomboids,32.527337545403434
rhomboids,34.86998833451683
rhomboids,35.972528361361256
rhomboids,38.416821176321406
rhomboids,34.63964033417676
rhomboids,32.31553882262111
rhomboids,24.0846024024282
rhomboids,26.264240820923536
rhomboids,32.82872880979353
rhomboids,34.33461572425783
rhomboids,36.86177690205909
rhomboids,17.703215328077007
rhomboids,38.634477663418664
rhomboids,39.66817176133964
rhomboids,33.06352442394857
rhomboids,32.04600081331407
rhomboids,28.836790501005915
rhomboids,27.743466209626238
rhomboids,46.64216727849632
rhomboids,28.64933931059856
rhomboids,25.148934248350884
rhomboids,33.44242722476015
rhomboids,33.094132626463626
rhomboids,31.847365446662653
rhomboids,32.05768123081435
rhomboids,35.538773498671176
rhomboids,29.41109660129425
rhomboids,44.14551915249433
rhomboids,33.32826051499023
rhomboids,38.689437357492196
rhomboids,35.52317624043409
rhomboids,28.50325873813048
rhomboids,33.97230801972556
rhomboids,30.434929312477557
rhomboids,20.09814003750099
rhomboids,31.17462084097089
rhomboids,24.770638300608553
rhomboids,30.982494950403453
rhomboids,23.103131223998304
rhomboids,31.419472503542302
rhomboids,29.30437007321116
rhomboids,24.927616135826177
rhomboids,30.936898678358066
rhomboids,38.79267871087755
rhomboids,29.961326214159605
rhomboids,36.988778348237034
rhomboids,33.24306791993624
rhomboids,34.87010365624759
rhomboids,34.5863332678258
rhomboids,30.426675669316804
rhomboids,31.422322704836514
rhomboids,28.150941219259764
rhomboids,30.771430490666525
rhomboids,31.427391147071074
rhomboids,23.689519484757284
rhomboids,30.56869375691676
rhomboids,32.049100235633304
rhomboids,27.642857401654506
rhomboids,27.002255505897693
rhomboids,32.073785682438924
rhomboids,37.61648308687089
rhomboids,31.45264035446847
rhomboids,34.9627608515556
rhomboids,31.090114467808153
rhomboids,30.253408997544025
rhomboids,32.273061484442024
rhomboids,39.03226845426595
rhomboids,33.6888544768939
rhomboids,35.065940471240786
rhomboids,29.440863194244507
rhomboids,34.236360054694025
rhomboids,33.29012513511998
rhomboids,36.93914195856528
rhomboids,42.357035755484276
rhomboids,29.08712443818146
rhomboids,30.289658603447307
rhomboids,34.404435527789985
rhomboids,31.791727236218478
rhomboids,35.47033815454864
rhomboids,28.73622808617028
spies,22.3826165520713
spies,17.866828657403342
spies,20.60168016092461
spies,17.32213157019027
spies,24.2672940713557
spies,20.21660670805637
spies,18.188653037727768
spies,23.04125767169686
spies,12.91414905317891
spies,17.157364736760663
spies,24.730281020070763
spies,17.38746830457057
spies,23.85603625486827
spies,17.582320676387678
spies,28.10444056573583
spies,27.995201889909225
spies,19.243371240813847
spies,21.674268825419
spies,12.660583695733711
spies,16.112787393133367
spies,20.975224953247636
spies,24.57829965680489
spies,19.077279541446323
spies,18.419106971791667
spies,19.349619376523147
spies,14.964526772004398
spies,27.668915576296143
spies,28.094265019746516
spies,19.50371742722566
spies,25.628416512048766
spies,17.75053344355157
spies,18.554846618498104
spies,19.28368904545634
spies,20.686112278584677
spies,24.986926968714943
spies,20.76857782987734
spies,23.937638148398268
spies,22.680245377791746
spies,25.205295216939028
spies,24.34064352842151
spies,17.202249400051834
spies,17.50752153267243
spies,28.113728789941916
spies,18.542574175297993
spies,17.18828682250861
spies,25.48085598232708
spies,28.03108379771505
spies,26.463659538916474
spies,20.139074578269813
spies,22.674743373985706
spies,22.286086826827795
spies,16.34666644547122
spies,19.081903546115303
spies,15.360891526346725
spies,20.850009260093152
spies,23.856602560219756
spies,22.707769393584005
spies,24.794457717460027
spies,19.16234186548697
spies,24.923561595240205
spies,22.915657924322243
spies,18.929769758225966
spies,24.66247381053212
spies,20.26778834636068
spies,16.93284884095161
spies,15.187492691776676
spies,24.700540540081633
spies,14.652013168999499
spies,19.039781054192588
spies,17.81843670153872
spies,24.845542725861
spies,21.78244613901351
spies,16.56985581345388
spies,24.5213116681248
spies,15.114338393410982
spies,32.07911981592915
spies,17.380987864432583
spies,14.811243512336969
spies,14.010909934154657
spies,18.097170196229516
spies,25.60356287078612
spies,22.665200365124967
spies,27.8933139821623
spies,18.73028380634368
spies,25.14076276894578
spies,19.258707939600068
spies,16.06478161765693
spies,25.01767209088799
spies,17.59431778047512
spies,27.99152521461127
spies,18.358299292289924
spies,25.58937103781435
spies,23.312427468543166
spies,23.792183452865647
spies,18.147931881885558
spies,22.266063949480973
spies,22.52324056708718
spies,17.710350665524572
spies,17.78735517720936
spies,15.90489791580573
spies,21.121940595050255
spies,12.0657251803492
spies,16.714332587480076
spies,13.743415885870327
spies,16.118258855343694
cytopenias,43.66468202871858
cytopenias,37.95567708219344
cytopenias,45.80683368658077
cytopenias,36.640038036782016
cytopenias,37.39315156514031
cytopenias,38.01294481216778
cytopenias,39.43290367986545
cytopenias,43.163920237992095
cytopenias,37.99093689787495
cytopenias,44.37331563102095
cytopenias,44.16709367772116
cytopenias,39.872948828417655
cytopenias,41.506581476286335
cytopenias,36.98686174662697
cytopenias,36.99622374573565
cytopenias,45.109995085686506
cytopenias,36.44627251186175
cytopenias,50.859327582351696
cytopenias,32.78072736940489
cytopenias,32.67378004422061
cytopenias,35.87419019749478
cytopenias,43.94845385901399
cytopenias,37.308004011541506
cytopenias,40.105704117746065
cytopenias,48.33804135654303
cytopenias,37.64855453395072
cytopenias,43.53373642907949
cytopenias,36.445346266598975
cytopenias,37.37483362264226
cytopenias,45.359911468236355
cytopenias,35.98788332392203
cytopenias,43.647957792841936
cytopenias,41.94089221865264
cytopenias,45.4305183234376
cytopenias,37.82272444517727
cytopenias,37.01815432416952
cytopenias,43.21082874584806
cytopenias,45.95899831515579
cytopenias,33.16695655126385
cytopenias,36.51113077353414
cytopenias,40.17932821033957
cytopenias,45.136398702396825
cytopenias,43.20874801381445
cytopenias,39.71340639681577
cytopenias,44.12565645927077
cytopenias,43.53151503408418
cytopenias,37.62006441168058
cytopenias,44.745882668323496
cytopenias,42.47937188785364
cytopenias,47.01923245191563
cytopenias,38.49219985030379
cytopenias,46.361264900883846
cytopenias,37.60553014300554
cytopenias,44.02310237723443
cytopenias,43.31986097882018
cytopenias,43.803510083555416
cytopenias,46.93427769694628
cytopenias,42.107364343272835
cytopenias,49.51459361720793
cytopenias,41.47752552953653
cytopenias,34.11091780122842
cytopenias,35.62649256924081
cytopenias,44.10742088430674
cytopenias,44.66968528437401
cytopenias,38.756259233396456
cytopenias,32.698932293637554
cytopenias,46.71682735202335
cytopenias,41.870673966776906
cytopenias,47.71231087321213
cytopenias,43.277210878905336
cytopenias,39.28735468367758
cytopenias,42.32873301934657
cytopenias,39.10563938527874
cytopenias,41.03949896934417
cytopenias,48.21007350569809
cytopenias,33.31948521839643
cytopenias,44.460872459259015
cytopenias,35.872890014083545
cytopenias,46.926226582539
cytopenias,35.9065650485617
cytopenias,43.413329877267046
cytopenias,36.29583616149395
cytopenias,40.888848498350725
cytopenias,38.38600537809807
cytopenias,45.04747889839819
cytopenias,36.02785104205111
cytopenias,42.13292203773238
cytopenias,44.35434217998921
cytopenias,42.297151610968186
cytopenias,36.60514956749788
cytopenias,37.176455892555786
cytopenias,35.14196931650983
cytopenias,48.071576431791364
cytopenias,45.779318858377785
cytopenias,50.57477377129637
cytopenias,42.509097437378436
cytopenias,40.62309002874665
cytopenias,48.00831660200745
cytopenias,34.89281891148885
cytopenias,52.00882707466316
cytopenias,50.56657135830499
cytopenias,46.86865811029758
cytopenias,38.47145452198558
cytopenias,46.94591423497452
mastiffs,25.82806537141063
mastiffs,29.30405465139286
mastiffs,35.6936728582033
mastiffs,30.059077807536326
mastiffs,28.221961956007366
mastiffs,26.09918090875745
mastiffs,19.843622292036123
mastiffs,34.03525478182331
mastiffs,24.699398298932984
mastiffs,29.469454382478823
mastiffs,35.21048117425403
mastiffs,28.033729535567527
mastiffs,32.475132651870034
mastiffs,29.172344541561397
mastiffs,27.794297948197514
mastiffs,33.08343390125156
mastiffs,29.597188298708783
mastiffs,34.238453970546715
mastiffs,30.50488762839758
mastiffs,26.69719780108523
mastiffs,34.49382394840847
mastiffs,29.909365236055717
mastiffs,27.78116201202749
mastiffs,20.322395246216054
mastiffs,25.240261590582307
mastiffs,33.177875634111885
mastiffs,30.69269206794394
mastiffs,28.890177313208135
mastiffs,31.353599203550093
mastiffs,32.6246580582149
mastiffs,25.25468680350677
mastiffs,32.961140777331416
mastiffs,26.01178978479482
mastiffs,28.72942398887534
mastiffs,26.389494384373208
mastiffs,40.81896189921814
mastiffs,20.911534661131782
mastiffs,31.949991349519564
mastiffs,30.643239903600218
mastiffs,30.850669611003276
mastiffs,31.38818050819424
mastiffs,26.911779893148775
mastiffs,26.002974229810338
mastiffs,34.77252778935244
mastiffs,27.883086926659225
mastiffs,26.16811060754361
mastiffs,30.799280380929595
mastiffs,31.503917572450046
mastiffs,24.579013672422008
mastiffs,28.771493594946975
mastiffs,29.089046074797288
mastiffs,31.689859745353353
mastiffs,34.02975189995638
mastiffs,41.7551642499093
mastiffs,26.62576805122552
mastiffs,32.807148045822004
mastiffs,39.03554032264269
mastiffs,28.56028208406931
mastiffs,24.865026371430805
mastiffs,29.077852394868597
mastiffs,28.583411475756673
mastiffs,32.73920905612251
mastiffs,31.436813387386238
mastiffs,26.31243335824744
mastiffs,43.48397611144022
