x,y,label
-27.849,111.66,dissection
-26.846,106.065,dissection
-25.842,102.793,dissection
-24.839,97.777,dissection
-23.835,93.16,dissection
-22.832,88.436,dissection
-21.829,87.853,dissection
-20.825,82.841,dissection
-19.822,81.646,dissection
-18.818,76.209,dissection
-17.815,70.179,dissection
-16.812,69.121,dissection
-15.808,65.026,dissection
-14.805,61.453,dissection
-13.801,58.3,dissection
-12.798,52.421,dissection
-11.794,47.685,dissection
-10.791,44.69,dissection
-9.788,41.723,dissection
-8.784,39.001,dissection
-7.781,33.291,dissection
-6.777,30.289,dissection
-5.774,25.815,dissection
-4.77,24.505,dissection
-3.767,18.415,dissection
-2.764,14.997,dissection
-1.76,11.379,dissection
-0.757,8.792,dissection
0.247,1.586,dissection
1.25,1.007,dissection
2.254,-4.219,dissection
3.257,-7.671,dissection
4.26,-12.397,dissection
5.264,-16.197,dissection
6.267,-21.835,dissection
7.271,-21.716,dissection
8.274,-27.733,dissection
9.278,-29.374,dissection
10.281,-33.067,dissection
11.284,-38.45,dissection
12.288,-41.015,dissection
13.291,-44.643,dissection
14.295,-49.967,dissection
15.298,-54.951,dissection
16.301,-57.413,dissection
17.305,-60.752,dissection
18.308,-63.438,dissection
19.312,-67.812,dissection
20.315,-73.378,dissection
21.319,-77.736,dissection
22.322,-78.711,dissection
23.325,-83.247,dissection
24.329,-88.699,dissection
25.332,-91.666,dissection
26.336,-97.128,dissection
27.339,-100.01,dissection
28.343,-101.326,dissection
29.346,-106.096,dissection
30.349,-110.633,dissection
31.353,-116.013,dissection
32.356,-118.585,dissection
33.36,-122.15,dissection
34.363,-127.0,dissection
35.367,-130.218,dissection
36.37,-133.071,dissection
37.373,-137.602,dissection
38.377,-139.621,dissection
39.38,-144.211,dissection
40.384,-147.555,dissection
41.387,-150.899,dissection
42.391,-156.621,dissection
43.394,-158.488,dissection
44.397,-164.749,dissection
45.401,-167.846,dissection
46.404,-168.766,dissection
47.408,-175.89,dissection
48.411,-179.535,dissection
49.414,-183.268,dissection
50.418,-186.216,dissection
51.421,-191.845,dissection
52.425,-192.16,dissection
53.428,-197.381,dissection
54.432,-201.437,dissection
55.435,-206.97,dissection
56.438,-210.62,dissection
57.442,-213.732,dissection
58.445,-216.834,dissection
59.449,-220.752,dissection
60.452,-223.679,dissection
61.456,-227.218,dissection
62.459,-232.629,dissection
63.462,-235.406,dissection
64.466,-240.699,dissection
65.469,-242.9,dissection
66.473,-248.693,dissection
67.476,-252.582,dissection
68.48,-254.514,dissection
69.483,-258.606,dissection
70.486,-264.091,dissection
71.49,-268.088,dissection
72.493,-269.894,dissection
73.497,-273.272,dissection
74.5,-279.064,dissection
75.504,-281.161,dissection
76.507,-286.553,dissection
77.51,-290.115,dissection
78.514,-291.965,dissection
79.517,-297.377,dissection
80.521,-302.326,dissection
81.524,-306.966,dissection
82.527,-308.809,dissection
83.531,-311.711,dissection
84.534,-314.266,dissection
85.538,-321.851,dissection
86.541,-323.817,dissection
87.545,-327.162,dissection
88.548,-329.824,dissection
89.551,-335.893,dissection
90.555,-338.175,dissection
91.558,-344.601,dissection
92.562,-346.663,dissection
93.565,-350.787,dissection
94.569,-356.484,dissection
95.572,-358.759,dissection
96.575,-359.82,dissection
97.579,-365.091,dissection
98.582,-370.49,dissection
99.586,-374.46,dissection
100.589,-373.517,dissection
101.593,-378.638,dissection
102.596,-383.525,dissection
103.599,-390.306,dissection
104.603,-392.81,dissection
105.606,-396.482,dissection
106.61,-397.772,dissection
107.613,-403.192,dissection
108.617,-407.857,dissection
109.62,-410.741,dissection
110.623,-415.226,dissection
111.627,-418.215,dissection
112.63,-422.593,dissection
113.634,-426.944,dissection
114.637,-431.29,dissection
115.64,-433.701,dissection
116.644,-438.838,dissection
117.647,-443.872,dissection
118.651,-445.889,dissection
119.654,-449.57,dissection
120.658,-451.632,dissection
121.661,-457.395,dissection
122.664,-458.349,dissection
123.668,-465.474,dissection
124.671,-467.653,dissection
125.675,-471.014,dissection
126.678,-476.463,dissection
127.682,-479.549,dissection
128.685,-483.661,dissection
129.688,-487.957,dissection
130.692,-488.464,dissection
131.695,-493.201,dissection
132.699,-497.442,dissection
133.702,-503.972,dissection
134.706,-506.056,dissection
135.709,-507.936,dissection
136.712,-514.456,dissection
137.716,-516.48,dissection
138.719,-521.898,dissection
139.723,-523.015,dissection
140.726,-529.55,dissection
141.729,-533.28,dissection
142.733,-537.051,dissection
143.736,-539.852,dissection
144.74,-546.083,dissection
145.743,-547.446,dissection
146.747,-553.313,dissection
147.75,-555.911,dissection
148.753,-561.129,dissection
149.757,-563.921,dissection
150.76,-567.458,dissection
151.764,-571.876,dissection
152.767,-574.811,dissection
153.771,-578.446,dissection
154.774,-585.243,dissection
155.777,-586.137,dissection
156.781,-591.039,dissection
157.784,-592.832,dissection
158.788,-598.659,dissection
159.791,-600.873,dissection
160.795,-604.249,dissection
161.798,-609.58,dissection
162.801,-612.405,dissection
163.805,-616.169,dissection
164.808,-622.897,dissection
165.812,-623.954,dissection
166.815,-627.661,dissection
167.819,-628.784,dissection
168.822,-637.01,dissection
169.825,-640.17,dissection
170.829,-644.875,dissection
171.832,-646.815,dissection
172.836,-651.388,dissection
173.839,-655.678,dissection
174.842,-660.049,dissection
175.846,-661.897,dissection
176.849,-666.07,dissection
177.853,-669.355,dissection
178.856,-673.336,dissection
179.86,-680.011,dissection
180.863,-680.649,dissection
181.866,-686.313,dissection
182.87,-687.536,dissection
183.873,-692.242,dissection
184.877,-698.465,dissection
185.88,-699.582,dissection
186.884,-704.37,dissection
187.887,-707.67,dissection
188.89,-712.157,dissection
189.894,-714.935,dissection
190.897,-719.49,dissection
191.901,-721.616,dissection
192.904,-727.926,dissection
193.908,-731.049,dissection
194.911,-734.132,dissection
195.914,-737.393,dissection
196.918,-743.94,dissection
197.921,-744.102,dissection
198.925,-750.313,dissection
199.928,-755.194,dissection
200.932,-757.646,dissection
201.935,-760.879,dissection
202.938,-763.182,dissection
203.942,-768.6,dissection
204.945,-773.252,dissection
205.949,-776.229,dissection
206.952,-780.104,dissection
207.955,-782.438,dissection
208.959,-787.083,dissection
