azithromycin,biblioclast
Judaea,52.49737178176396
Judaea,50.37440034485562
Judaea,61.13665250963843
Judaea,51.781867184393334
Judaea,67.26240660238642
Judaea,59.09148242425818
Judaea,66.7564922675333
Judaea,69.9596250785048
Judaea,60.686387822367436
Judaea,68.73878177472248
Judaea,65.10762905694291
Judaea,61.01184776759252
Judaea,68.25867721609129
Judaea,54.4463111231096
Judaea,71.90793701077875
Judaea,64.01960743911195
Judaea,55.11130915807066
Judaea,55.699817850661155
Judaea,67.54566644240967
Judaea,53.72922535498436
Judaea,63.68740271371991
Judaea,61.05043496512524
Judaea,52.777268750447206
Judaea,65.69516789824937
Judaea,58.76387878224038
Judaea,59.070492719199855
Judaea,61.26243159178832
Judaea,62.9905283627293
Judaea,75.06503372665824
Judaea,67.69103659085977
Judaea,70.96308900647689
Judaea,60.448438676340125
Judaea,65.96722267088944
Judaea,61.88037372893473
Judaea,52.41725425226055
Judaea,58.25620095110423
Judaea,44.30080639490507
Judaea,63.82319800905228
Judaea,69.47409609569917
Judaea,57.36184740551577
Judaea,59.53789167474896
Judaea,46.55629546543643
Judaea,54.8717798280582
Judaea,71.43023117656416
Judaea,62.99531387847221
Judaea,52.53020664570071
Judaea,65.45511448622003
Judaea,63.37139137695601
Judaea,64.43491125845111
Judaea,73.79302812000492
Judaea,70.40430509985339
Judaea,58.58093282204197
Judaea,66.56164920859334
Judaea,59.64772510644751
Judaea,60.38021784738775
Judaea,62.49369380081513
Judaea,65.39394037554543
Judaea,60.73126498012998
Judaea,64.49215079060899
Judaea,73.74484400114912
Judaea,67.09502580157023
Judaea,67.71660133254146
Judaea,60.482325086027416
Judaea,58.608000156822854
Judaea,60.784312084114624
Judaea,64.74109917334587
Judaea,64.3640978404654
Judaea,65.27778789173526
Judaea,62.205089064505394
Judaea,62.08992672783952
Judaea,60.814128100379534
Judaea,68.47086659002687
Judaea,75.93277549052583
Judaea,65.60860680982742
Judaea,40.433474139657
Judaea,60.4863122384206
Judaea,72.32656671137997
Judaea,73.73681738653484
Judaea,71.91520944193385
Judaea,55.25265535909221
Judaea,62.602733402620906
Judaea,53.95655302544552
Judaea,64.76062839481513
Judaea,65.26593739072608
Judaea,70.39274122243961
Judaea,56.645972525178934
Judaea,77.95991892880653
Judaea,63.71929438611999
Judaea,70.46764845561587
Judaea,68.91792043070869
Judaea,73.37155759474865
Judaea,60.59594722088269
Judaea,57.50863244724656
Judaea,69.05111957887543
Judaea,67.62965700905875
Judaea,54.5950432128831
Judaea,62.779731937693825
Judaea,45.29950866402948
Judaea,52.960156018333684
substitutes,51.04441894008415
substitutes,52.73280140230943
substitutes,53.96259785317304
substitutes,43.75892171270755
substitutes,61.25515344007247
substitutes,56.66447132609388
substitutes,52.88809876949779
substitutes,55.96555028978201
substitutes,40.547800234146344
substitutes,42.01023005637902
substitutes,53.13186254189876
substitutes,50.00891430416184
substitutes,61.018042383536994
substitutes,47.64543421069049
substitutes,53.38426513722077
substitutes,58.92728515318742
substitutes,43.352811676981446
substitutes,41.11383034654676
substitutes,46.903550876378084
substitutes,39.929548730715794
substitutes,54.95169099852906
substitutes,32.08391301229857
substitutes,60.69589762145281
substitutes,47.860019226726315
substitutes,51.67850804240881
substitutes,45.006805253604874
substitutes,49.87213109238358
substitutes,42.48010457297401
substitutes,52.880816809830485
substitutes,51.609643210121135
substitutes,55.8272149500912
substitutes,47.00426188830297
substitutes,57.17439735901856
substitutes,40.483503986320784
substitutes,39.14223942339939
substitutes,59.338830418656165
substitutes,55.52742713020167
substitutes,67.5965692611805
substitutes,35.06153005622362
substitutes,49.01529332756212
substitutes,60.211520654632885
substitutes,45.92713048053004
substitutes,61.25322504787738
substitutes,51.85146186584828
substitutes,52.31902969531817
substitutes,31.713066743165445
substitutes,57.79382854754963
substitutes,46.91246714246213
substitutes,55.26151801271718
substitutes,52.66926724506942
substitutes,43.71434285483776
substitutes,45.19376128331372
substitutes,51.631736038629
substitutes,42.4697490521547
substitutes,63.47861361112748
substitutes,50.335963870835805
substitutes,57.1892311574301
substitutes,44.338621637451105
substitutes,49.069463068993265
substitutes,45.65592917350654
substitutes,44.825046385816606
substitutes,42.35168671148268
substitutes,67.66681006783433
substitutes,56.52859414644686
substitutes,28.647327565681582
substitutes,54.84067657397847
substitutes,51.228611302834345
substitutes,41.83711901635241
substitutes,41.98465092667873
substitutes,40.91687117316978
substitutes,43.15999702511018
substitutes,47.44573345761507
substitutes,42.45803292471878
substitutes,49.2783208134161
substitutes,42.160241491675976
substitutes,48.455114960216775
substitutes,56.84404889295206
substitutes,49.068153880416745
substitutes,41.64588806532622
substitutes,38.07071788262769
substitutes,50.36564016134399
substitutes,52.91934051707532
substitutes,56.725038767134585
substitutes,58.56957036272497
substitutes,51.081696470733085
substitutes,49.500404336609705
substitutes,62.091929234269436
substitutes,46.99099413148368
substitutes,58.193815689048066
substitutes,50.82022800202023
substitutes,50.48490528596404
substitutes,46.08364563645803
substitutes,46.63822974296594
streptothricin,44.415345595536074
streptothricin,53.974604365686744
streptothricin,45.709216504173455
streptothricin,51.198581808665885
streptothricin,60.90190279353295
streptothricin,56.33409152006249
streptothricin,47.67791813182086
streptothricin,67.3039382165585
streptothricin,46.11337250942687
streptothricin,47.90711987318803
streptothricin,72.33029639910418
streptothricin,46.51768095350032
streptothricin,54.7812712736012
streptothricin,48.271932859224265
streptothricin,49.92817384112393
streptothricin,56.33005584838287
streptothricin,68.11810607710305
streptothricin,54.61551285707397
streptothricin,49.80623260767719
streptothricin,51.889475173716164
streptothricin,51.412264924067344
streptothricin,62.98257989884527
streptothricin,57.19147083930153
streptothricin,45.42267481207328
streptothricin,60.68707854938546
streptothricin,42.19381365782698
streptothricin,59.51918026750637
streptothricin,58.834790735736156
streptothricin,53.37548010393187
streptothricin,58.37912821267292
streptothricin,47.431870081820094
streptothricin,69.3545850182914
streptothricin,60.589993357971366
streptothricin,46.84313277870045
streptothricin,55.594943542752574
streptothricin,49.81887545752358
streptothricin,49.28452570654193
streptothricin,52.40272144158897
streptothricin,52.805787738568505
streptothricin,49.62002388450809
streptothricin,62.55237098199688
streptothricin,52.59528209573258
streptothricin,70.2423702521709
streptothricin,64.45146391804315
streptothricin,52.43446610734431
streptothricin,47.640852352371226
streptothricin,43.551024921244895
streptothricin,68.28894063693373
streptothricin,59.57337620250247
streptothricin,58.74397774819047
streptothricin,61.485597685873046
streptothricin,52.826175355415685
streptothricin,58.60420898144011
streptothricin,46.99158804047627
streptothricin,40.38934828179395
streptothricin,51.079065621736476
streptothricin,64.41707400836215
streptothricin,48.780945879771394
streptothricin,67.0264138328032
streptothricin,47.441848608302905
streptothricin,61.531396468093156
streptothricin,63.95016895995504
streptothricin,62.168050390738856
streptothricin,44.01002264050543
streptothricin,62.845613599632586
streptothricin,60.828813682687624
streptothricin,59.69558894880629
streptothricin,52.36264725467277
streptothricin,50.740784933537924
streptothricin,45.53131857044963
streptothricin,58.4190480039454
streptothricin,49.76227689480006
streptothricin,45.72829784901862
streptothricin,43.90313766278266
streptothricin,52.743126304177956
streptothricin,46.23928613565971
streptothricin,57.96911170815843
streptothricin,54.61798107236401
streptothricin,50.292640477671526
streptothricin,42.00163250039151
streptothricin,56.65846943728725
streptothricin,73.64230648015744
streptothricin,48.34079438835833
streptothricin,50.45576787996483
streptothricin,64.78287169840573
streptothricin,45.03124269221815
streptothricin,63.33759282423345
streptothricin,54.50503956407375
streptothricin,58.88759629425848
streptothricin,54.06710496422109
streptothricin,54.05497554626246
streptothricin,54.93323480026082
streptothricin,53.44746947163268
streptothricin,51.021097099940704
streptothricin,55.43307926210814
streptothricin,57.47978618168582
streptothricin,60.97093263831475
streptothricin,55.96328351187446
streptothricin,70.33528058844979
streptothricin,50.67291786547588
streptothricin,46.483941896569505
streptothricin,50.28780976568288
streptothricin,51.331445758537185
streptothricin,50.00789749635477
streptothricin,62.542240600987824
streptothricin,39.900360813066456
streptothricin,59.05030114810247
streptothricin,42.15915354093462
caramelisation,52.6861116899195
caramelisation,47.16622739849167
caramelisation,54.50913813129247
caramelisation,66.9190547325423
caramelisation,64.68716541346285
caramelisation,56.17888609963097
caramelisation,58.24211555085535
caramelisation,59.34175193854142
caramelisation,53.49153636179528
caramelisation,51.76499960431549
caramelisation,50.261991577161474
caramelisation,39.24157468011957
caramelisation,68.63353193045045
caramelisation,53.41080047471933
caramelisation,55.098544543772675
caramelisation,68.429048609163
caramelisation,42.25797685523548
caramelisation,59.078661159854306
caramelisation,47.644524079222926
caramelisation,60.76989381767295
caramelisation,53.58445031005467
caramelisation,55.65668638871148
caramelisation,50.732541405645875
caramelisation,40.37998367439873
caramelisation,58.637547721914856
caramelisation,38.41130855624273
caramelisation,55.07772886777114
caramelisation,51.100701769594075
caramelisation,49.00193093150531
caramelisation,60.21498569458818
caramelisation,52.8497478962627
caramelisation,47.268311205821156
caramelisation,52.19895165985185
caramelisation,39.69733565752477
caramelisation,37.47685230085002
caramelisation,59.121689281050394
caramelisation,59.295166720144174
caramelisation,44.12049642667034
caramelisation,53.213171822573
caramelisation,50.386889422197946
caramelisation,55.35507810203619
caramelisation,59.08962545193298
caramelisation,47.68158841742085
caramelisation,53.87787487236619
caramelisation,41.47551966200922
caramelisation,49.53267010195142
caramelisation,62.074108163608926
caramelisation,44.27621298716964
caramelisation,48.64073383189228
caramelisation,47.36611640026879
caramelisation,56.49707520334209
caramelisation,65.33910975362177
caramelisation,55.4935873158384
caramelisation,58.332012370868725
caramelisation,61.77463955136442
caramelisation,52.21739617285537
caramelisation,52.61112858721588
caramelisation,70.09120563058289
caramelisation,59.9071338850089
caramelisation,58.487616869297774
caramelisation,48.63374270200128
caramelisation,55.832336906821
caramelisation,56.23496138120467
caramelisation,48.63728165502411
caramelisation,46.707536958492355
caramelisation,45.32597835786836
caramelisation,56.079881454229
caramelisation,43.079810108140066
caramelisation,62.41254649828868
caramelisation,62.197477776249336
caramelisation,54.14989647670773
caramelisation,63.65465377659264
caramelisation,41.75118009408274
caramelisation,52.85091180136669
caramelisation,59.0183674193096
caramelisation,46.933499126149954
caramelisation,65.3012057344013
caramelisation,47.590230147353914
caramelisation,46.23030767505813
caramelisation,49.7959910072619
caramelisation,53.14250466753868
caramelisation,52.274905583054384
caramelisation,42.15402590784488
caramelisation,44.00138834561846
caramelisation,38.77996207645431
caramelisation,58.64933498163262
caramelisation,55.31169543640911
caramelisation,72.6875437025926
caramelisation,43.900131326958245
caramelisation,59.979706923785756
caramelisation,67.1875462395728
caramelisation,57.95047674704366
caramelisation,58.28365387933988
caramelisation,40.08199891476275
caramelisation,55.731408467771715
caramelisation,66.02898640743055
caramelisation,45.01581228820326
perennibranch,66.6971093996839
perennibranch,47.29625504798761
perennibranch,64.33413669576805
perennibranch,62.37295687839414
perennibranch,64.76105861376566
perennibranch,62.16924153107473
perennibranch,55.18363794669867
perennibranch,62.385502886989535
perennibranch,66.78716330516163
perennibranch,69.14368851995864
perennibranch,61.07501231899607
perennibranch,68.7885264953196
perennibranch,64.26488266484651
perennibranch,60.935524349785645
perennibranch,71.6220057679119
perennibranch,45.52737361871611
perennibranch,71.68352105840236
perennibranch,58.954812080857444
perennibranch,63.08332759839839
perennibranch,69.38137226716941
perennibranch,70.95005575067196
perennibranch,48.72786592671797
perennibranch,54.395255235496926
perennibranch,62.86684999178127
perennibranch,47.99972526306142
perennibranch,77.76801830636848
perennibranch,49.78765309414289
perennibranch,71.11197584738181
perennibranch,70.60913659924155
perennibranch,73.17844330840512
perennibranch,80.5829429244974
perennibranch,60.21589687436579
perennibranch,80.18592933572126
perennibranch,62.50946709762289
perennibranch,57.50841538507063
perennibranch,69.37522530171216
perennibranch,59.43308152400294
perennibranch,51.563847606371326
perennibranch,53.26624771416975
perennibranch,57.60191172744006
perennibranch,66.50244976845086
perennibranch,51.96145034813704
perennibranch,62.726047023898026
perennibranch,62.8655446319805
perennibranch,64.05761236576784
perennibranch,65.25349531912714
perennibranch,71.48971264684893
perennibranch,51.92478231140853
perennibranch,68.87172925759975
perennibranch,48.35790288588564
perennibranch,50.17571979988277
perennibranch,77.34489391469168
perennibranch,44.832814198468554
perennibranch,58.29278995134116
perennibranch,56.88454345205483
perennibranch,68.27339469345716
perennibranch,70.40564559460084
perennibranch,57.81377718191989
perennibranch,53.6669664293735
perennibranch,51.97843312345214
perennibranch,66.11678038533142
perennibranch,61.931890176952464
perennibranch,58.68907919807386
perennibranch,60.20417714611586
perennibranch,39.10777416008219
perennibranch,53.96136681860909
perennibranch,71.07700356377076
perennibranch,60.58344746850855
perennibranch,68.24610054467206
perennibranch,61.306474493213344
perennibranch,59.56704064395576
perennibranch,54.412812851658906
perennibranch,56.798690249729894
perennibranch,47.866432525772034
perennibranch,49.42728201531283
perennibranch,67.6678639047318
perennibranch,60.239291323020936
perennibranch,68.71752741016307
perennibranch,62.780832703744565
perennibranch,67.11267213920024
perennibranch,51.63968977924467
perennibranch,57.96771505094471
perennibranch,65.88969069071777
perennibranch,69.74222108172553
perennibranch,50.47096315622529
perennibranch,61.52314198757715
perennibranch,61.114827163418404
perennibranch,71.02239559703318
perennibranch,66.70912789448523
perennibranch,67.09245168378796
perennibranch,66.23005934644546
perennibranch,70.82762798182998
perennibranch,55.59543191304355
perennibranch,59.6217715343202
perennibranch,64.98366935427146
perennibranch,65.98082086190414
perennibranch,66.88750220250603
perennibranch,59.382724588061166
perennibranch,70.25267379707644
perennibranch,50.55359216778353
perennibranch,74.83275500094472
perennibranch,59.810302500294696
perennibranch,43.556277504512494
perennibranch,62.870214059526965
perennibranch,60.52507661086248
perennibranch,66.8260777342849
perennibranch,53.30873286037754
perennibranch,71.16116064907733
filibusters,53.68810608878292
filibusters,42.74602128151868
filibusters,34.5724746800182
filibusters,55.675626195095525
filibusters,39.83669293563648
filibusters,48.14425076013371
filibusters,56.58758001438858
filibusters,42.33246337291214
filibusters,48.75870502833161
filibusters,46.854429398720235
filibusters,57.00887890036638
filibusters,41.15467894265007
filibusters,59.804345972535415
filibusters,45.41543977310659
filibusters,49.10561191114441
filibusters,47.60087390300847
filibusters,48.955460394871764
filibusters,46.33160898087186
filibusters,48.1648410696014
filibusters,31.741275116593147
filibusters,48.61764396407934
filibusters,49.47734768740924
filibusters,52.989665140451116
filibusters,63.27912028076115
filibusters,56.172287363539034
filibusters,54.20499980814006
filibusters,43.87828726751535
filibusters,47.85435024609244
filibusters,54.8411474380845
filibusters,55.019580858240545
filibusters,34.54746937819668
filibusters,38.75086187314398
filibusters,47.19115879675898
filibusters,43.421829620211525
filibusters,58.95910013312789
filibusters,42.55349861964305
filibusters,55.79442610629543
filibusters,53.76546853889552
filibusters,49.81775562221084
filibusters,49.03759983423418
filibusters,42.13707581486619
filibusters,40.21506495803794
filibusters,50.283884981839684
filibusters,59.988978396842775
filibusters,42.77387774472366
filibusters,43.78702926572515
filibusters,44.97251031634987
filibusters,51.557180934390786
filibusters,38.67883737912385
filibusters,62.86837685209363
filibusters,39.00161813927707
filibusters,40.99620496222907
filibusters,54.90402552050103
filibusters,41.882989360188006
filibusters,50.175628075468474
filibusters,52.06541378673277
filibusters,49.788764063392684
filibusters,62.28597125385315
filibusters,36.28452115216623
filibusters,59.71066374659639
filibusters,40.34486632755408
filibusters,52.42768264165954
filibusters,48.16968082479342
filibusters,40.495381968498386
filibusters,46.11574027625774
filibusters,61.03574502938936
filibusters,54.20731161525757
filibusters,57.327970869230825
filibusters,41.969969241560605
filibusters,37.41183710626515
filibusters,43.06691784146631
filibusters,44.1941620088401
filibusters,56.294122741990506
filibusters,53.281569331636234
filibusters,49.112901074874856
filibusters,54.38350624056492
filibusters,43.796123631587236
filibusters,48.79975330537153
filibusters,59.419403632990125
filibusters,38.514275772965796
filibusters,53.64890102310554
filibusters,50.78471931094076
filibusters,49.445917766754384
filibusters,41.91038024776158
filibusters,50.24459256975621
filibusters,46.54573045995308
filibusters,53.28294496904098
filibusters,33.98433875827962
filibusters,32.77890565076574
filibusters,41.187419740325566
filibusters,61.081848393459126
filibusters,36.96308999232408
filibusters,50.72084448268512
filibusters,45.31442218214645
filibusters,40.09401573564725
filibusters,44.95193150473011
filibusters,56.900303666671164
filibusters,58.23013054308018
filibusters,52.69178203209413
augment,69.19400461531038
augment,50.006482251534656
augment,55.876519148246956
augment,65.66400526476168
augment,56.93471544934088
augment,54.422379814203616
augment,55.47132618749743
augment,68.23282843793939
augment,65.83808676088235
augment,69.29466665937824
augment,58.815832450820686
augment,55.41054987110864
augment,62.511140729708146
augment,62.033785942874175
augment,58.498949538217246
augment,54.70873836899596
augment,52.45794362130241
augment,64.82578102271127
augment,51.19083439765336
augment,50.553560699163235
augment,53.96576017940246
augment,65.78392045789165
augment,52.61022509523
augment,51.27075257729756
augment,69.41833476015827
augment,47.67851645335455
augment,49.08949243019123
augment,58.42647123962499
augment,63.43138425105788
augment,54.711974931562
augment,61.87233025674094
augment,49.77496007881338
augment,51.52186982546318
augment,60.25467857112099
augment,53.60401358606874
augment,59.58093058014921
augment,59.46115946545568
augment,68.58527783973986
augment,68.98688435815433
augment,68.41548785014304
augment,54.630859307056305
augment,61.456432476923204
augment,56.68621342322403
augment,58.525694704955164
augment,47.57538941442739
augment,66.83425528391493
augment,44.568125683872786
augment,72.38389812505608
augment,54.6974196662108
augment,48.29065188690602
augment,52.022764800032085
augment,58.376656164356646
augment,48.33319310433247
augment,61.542660664460676
augment,56.16939672953342
augment,42.65593878877105
augment,37.343775872651385
augment,47.57305216899548
