azithromycin,rhomboids
fluor-spar,0.5154417148172694
fluor-spar,5.489447878783627
fluor-spar,15.661309498110931
fluor-spar,15.625973406078202
fluor-spar,16.066982369361092
fluor-spar,18.35564642386342
fluor-spar,-2.15916866708346
fluor-spar,20.272118981453765
fluor-spar,28.406956415007137
fluor-spar,19.63884596145111
fluor-spar,27.176232607924426
fluor-spar,15.547887354238986
fluor-spar,17.34486560000255
fluor-spar,17.9238292237162
fluor-spar,17.02979188556245
fluor-spar,4.599515209832147
fluor-spar,24.64793507690022
fluor-spar,1.490824707272278
fluor-spar,15.241187436908932
fluor-spar,21.316831764859234
fluor-spar,27.65774078359121
fluor-spar,4.409671806251103
fluor-spar,12.53106905468396
fluor-spar,18.264472038972336
fluor-spar,26.714369320948244
fluor-spar,5.151225865727534
fluor-spar,12.87659376918602
fluor-spar,5.4870554259589
fluor-spar,26.17157796866035
fluor-spar,15.585636214154011
fluor-spar,-3.10565049652428
fluor-spar,13.91933101776261
fluor-spar,19.056087361366274
fluor-spar,11.407024179375597
fluor-spar,13.157868562331833
fluor-spar,15.637617988837908
fluor-spar,17.81606929687513
fluor-spar,27.410868695423794
fluor-spar,8.479361125463484
fluor-spar,15.625111725022249
fluor-spar,7.692553952350474
fluor-spar,18.64797724466244
fluor-spar,23.482749229487407
fluor-spar,25.334583405733202
fluor-spar,19.201499487066226
fluor-spar,19.33788213632578
fluor-spar,16.85072150669173
fluor-spar,17.992102809450376
fluor-spar,0.5086331788897258
fluor-spar,17.876524075925634
fluor-spar,14.820385868174231
fluor-spar,22.694582686102564
fluor-spar,26.56541866553453
fluor-spar,13.623258790896156
fluor-spar,13.696287584173698
fluor-spar,2.233357277155738
fluor-spar,25.79142783968222
fluor-spar,5.047451034633026
fluor-spar,18.338150481759868
fluor-spar,23.7910953337363
fluor-spar,12.450191942420638
fluor-spar,11.798625177554179
fluor-spar,11.13689748102492
fluor-spar,12.587874566342451
fluor-spar,29.34264264210691
fluor-spar,13.013631485094251
fluor-spar,24.002471225254403
fluor-spar,29.777965661516596
fluor-spar,12.964366519500699
fluor-spar,2.7739829356584575
fluor-spar,15.763833814258057
fluor-spar,-0.9957312242239382
fluor-spar,4.429814201917262
fluor-spar,7.706505134368582
fluor-spar,30.074161142033674
fluor-spar,14.06433068931056
fluor-spar,11.87177613104896
fluor-spar,21.718178539652534
fluor-spar,15.533801929535993
fluor-spar,20.872356212819724
fluor-spar,18.48631997006966
fluor-spar,17.413452369207008
fluor-spar,23.074359195578314
fluor-spar,22.436703441684564
fluor-spar,11.31022333760254
fluor-spar,48.39131662319098
fluor-spar,25.23648698262471
fluor-spar,14.624376004722103
fluor-spar,22.482679211983772
fluor-spar,8.402394717080048
fluor-spar,10.553860251398895
fluor-spar,25.930700865758915
fluor-spar,4.816180203984365
fluor-spar,10.991323378740496
fluor-spar,14.093783645342617
fluor-spar,16.70564571152343
fluor-spar,14.393698128777949
fluor-spar,7.8073836263551755
fluor-spar,3.9093538056463633
fluor-spar,25.33128881513243
fluor-spar,-0.7551150399280893
fluor-spar,23.989404578665724
fluor-spar,29.993976300453316
fluor-spar,25.40432491232024
biblioclast,31.21239956082981
biblioclast,42.43499570426603
biblioclast,33.053184023578524
biblioclast,29.949005461628477
biblioclast,17.499873326121197
biblioclast,31.109451007282956
biblioclast,31.479832893904504
biblioclast,11.482713020229486
biblioclast,40.80210700840564
biblioclast,25.970058798511392
biblioclast,40.667465322037835
biblioclast,21.96237564505616
biblioclast,29.222330935564763
biblioclast,26.743439253179655
biblioclast,21.71950831977737
biblioclast,34.37765264264081
biblioclast,47.63625509309209
biblioclast,19.522237370199576
biblioclast,33.46482123567401
biblioclast,28.457537380379314
biblioclast,25.854728250728407
biblioclast,37.11036273052248
biblioclast,31.028828171967827
biblioclast,17.972252086278896
biblioclast,33.11099576618035
biblioclast,41.31223071092951
biblioclast,21.086672429233637
biblioclast,48.50989418847103
biblioclast,37.180468472651576
biblioclast,31.012852134737663
biblioclast,45.72555815607926
biblioclast,35.83089996002868
biblioclast,24.44390523442088
biblioclast,17.80032043228091
biblioclast,16.7449073565283
biblioclast,33.261794701642195
biblioclast,22.589475678364966
biblioclast,48.04916189242431
biblioclast,28.097611710547103
biblioclast,27.764808124310203
biblioclast,41.8183847882414
biblioclast,37.408323091634564
biblioclast,36.27372361089035
biblioclast,30.80041530051398
biblioclast,25.941222168093788
biblioclast,32.66533442291024
biblioclast,32.21235495899192
biblioclast,21.818355500787135
biblioclast,32.85298896218387
biblioclast,37.04755784588203
biblioclast,28.959800365010942
biblioclast,45.79129788113956
biblioclast,40.471757608032355
biblioclast,40.040273036054586
biblioclast,49.83740043544233
biblioclast,12.181608763177369
biblioclast,32.16033525220292
biblioclast,29.81998648906791
biblioclast,17.613007259618566
biblioclast,45.70672714167273
biblioclast,21.62073673894221
biblioclast,20.502377443339178
biblioclast,20.259045886004863
biblioclast,25.906643642093698
biblioclast,15.693531080118946
biblioclast,31.586045979359586
biblioclast,38.79392547265288
biblioclast,40.41981195970038
biblioclast,37.64643297064059
biblioclast,25.313522326383165
biblioclast,28.17928515244027
biblioclast,14.956797301562592
biblioclast,35.58545976898856
biblioclast,31.615931666482286
biblioclast,26.488125828304877
biblioclast,27.26850947059418
biblioclast,29.60778346286844
biblioclast,19.228777417179227
biblioclast,24.07396637050177
biblioclast,36.16708113028486
biblioclast,25.62463518391362
biblioclast,15.946879569081945
biblioclast,23.17962802594948
biblioclast,21.25563621058057
biblioclast,42.328694028625534
biblioclast,35.604966546423256
biblioclast,35.5554479468154
biblioclast,38.37501430930839
biblioclast,34.537832046414145
biblioclast,36.172224989726125
bull-tongue,48.76036477796444
bull-tongue,26.61603037059598
bull-tongue,29.03068045962403
bull-tongue,22.140908620472622
bull-tongue,23.739434884415957
bull-tongue,41.44290739694101
bull-tongue,22.607748718931248
bull-tongue,38.26566804563977
bull-tongue,46.829371963611294
bull-tongue,13.696611784581243
bull-tongue,24.857695244809157
bull-tongue,39.319673680953194
bull-tongue,39.22137469865608
bull-tongue,38.73882828447924
bull-tongue,9.606751483008605
bull-tongue,26.26986846067455
bull-tongue,29.606239420318712
bull-tongue,33.33524003939466
bull-tongue,43.490779048409976
bull-tongue,36.01014803340366
bull-tongue,27.419552558948695
bull-tongue,42.518269300525176
bull-tongue,52.53776230772175
bull-tongue,30.560324960296317
bull-tongue,27.896550016352887
bull-tongue,20.227275324936315
bull-tongue,29.79967745997781
bull-tongue,34.96938377785114
bull-tongue,21.470770604503095
bull-tongue,18.856088121095265
bull-tongue,29.65253339228099
bull-tongue,42.328482293723305
bull-tongue,41.04815697734846
bull-tongue,32.83482191974232
bull-tongue,27.927075385536824
bull-tongue,29.559645154675994
bull-tongue,44.372523842361026
bull-tongue,44.613467058140245
bull-tongue,36.494407480722735
bull-tongue,29.978354321897747
bull-tongue,37.80822809765654
bull-tongue,44.47614406305449
bull-tongue,26.318490520273652
bull-tongue,23.086890735749822
bull-tongue,30.172318736913695
bull-tongue,15.532661918930941
bull-tongue,19.3378217347551
bull-tongue,11.224676009185636
bull-tongue,44.50749393943886
bull-tongue,40.66796513512525
bull-tongue,17.006250079505662
bull-tongue,30.397668879547858
bull-tongue,25.44010280312521
bull-tongue,35.78553876739766
bull-tongue,27.33602123465834
bull-tongue,38.025765473627175
bull-tongue,24.22222709481145
bull-tongue,34.34664198717558
bull-tongue,27.462865308263137
bull-tongue,40.561811892470246
bull-tongue,46.4146026405774
bull-tongue,30.38115090988866
bull-tongue,44.6019406167654
bull-tongue,28.176382749169
bull-tongue,37.72280102449982
bull-tongue,22.870409247395195
bull-tongue,30.776325260207457
bull-tongue,34.850841048470315
bull-tongue,28.90154020857159
bull-tongue,25.577540844205878
bull-tongue,34.98842421753865
bull-tongue,14.280804512880596
bull-tongue,42.96586405747313
bull-tongue,39.64838707313588
bull-tongue,37.65260717373827
bull-tongue,37.193432994964354
bull-tongue,26.013684670992355
bull-tongue,28.02766183363922
bull-tongue,38.00455111951104
bull-tongue,26.430811577702478
bull-tongue,30.057089303834115
bull-tongue,32.891442148534615
bull-tongue,40.316306223165604
bull-tongue,32.84680464718982
bull-tongue,39.59273524718128
bull-tongue,29.12496521609467
bull-tongue,35.51063805690866
bull-tongue,51.327541514677435
bull-tongue,18.90481323339209
bull-tongue,17.745898216432444
bull-tongue,26.809777478105914
bull-tongue,44.139176391766206
bull-tongue,20.572937205268254
bull-tongue,26.487542512199955
bull-tongue,26.530831090129226
bull-tongue,37.21407764993639
bull-tongue,14.412888640521004
bull-tongue,34.41757194690696
bull-tongue,43.53746741245256
bull-tongue,29.634550524642677
bull-tongue,17.4053451651257
bull-tongue,35.84841089782013
bull-tongue,31.061084460941014
