value,label
67.07,dissection
64.02,dissection
69.16000000000001,dissection
70.68,dissection
74.52,dissection
62.76,dissection
58.76,dissection
77.3,dissection
77.08000000000001,dissection
68.97,dissection
75.2,dissection
70.03,dissection
67.09,dissection
69.99,dissection
66.99,dissection
78.97,dissection
73.97,dissection
67.66,dissection
80.75999999999999,dissection
64.44,dissection
62.89,dissection
75.53999999999999,dissection
69.11,dissection
65.11999999999999,dissection
70.03999999999999,dissection
75.81,dissection
67.63,dissection
66.56,dissection
65.96,dissection
75.91000000000001,dissection
66.78,dissection
61.28,dissection
75.21,dissection
67.48,dissection
66.24,dissection
69.5,dissection
72.58,dissection
60.76,dissection
71.85,dissection
72.42999999999999,dissection
61.83,dissection
72.06,dissection
64.66,dissection
74.21000000000001,dissection
66.39,dissection
67.22,dissection
74.99,dissection
74.33,dissection
77.06,dissection
72.49,dissection
68.13,dissection
64.64,dissection
69.22000000000001,dissection
72.66,dissection
68.05,dissection
69.72,dissection
74.97,dissection
65.74,dissection
73.22,dissection
72.33,dissection
71.60000000000001,dissection
77.94999999999999,dissection
62.12,dissection
66.83999999999999,dissection
62.86000000000001,dissection
71.03,dissection
64.28,dissection
64.78,dissection
60.61,dissection
71.34,dissection
69.5,dissection
67.04,dissection
75.94,dissection
63.809999999999995,dissection
65.28,dissection
66.74,dissection
64.57000000000001,dissection
68.42,dissection
72.5,dissection
69.87,dissection
60.92,dissection
72.48,dissection
60.1,dissection
74.49000000000001,dissection
74.44,dissection
68.38,dissection
73.46,dissection
72.13,dissection
66.94,dissection
63.839999999999996,dissection
71.07000000000001,dissection
60.25,dissection
55.230000000000004,dissection
70.11,dissection
71.01,dissection
70.72999999999999,dissection
63.2,dissection
70.42999999999999,dissection
75.14,dissection
75.35,dissection
81.03,dissection
62.92,dissection
65.47,dissection
62.800000000000004,dissection
79.86,dissection
71.6,dissection
73.35,dissection
74.87,dissection
73.01,dissection
101.11000000000001,augment
98.75,augment
90.17,augment
93.16,augment
103.87,augment
92.08,augment
96.92,augment
90.81,augment
95.56,augment
98.48,augment
94.15,augment
91.78,augment
90.91000000000001,augment
100.5,augment
92.61,augment
100.28,augment
81.11999999999999,augment
88.42999999999999,augment
105.44,augment
87.63,augment
100.96000000000001,augment
97.36,augment
93.61,augment
101.59,augment
101.25999999999999,augment
100.58,augment
97.86999999999999,augment
86.76,augment
103.93,augment
99.98,augment
89.53999999999999,augment
102.37,augment
97.32,augment
94.63,augment
96.25999999999999,augment
95.35,augment
91.72,augment
92.57,augment
86.25,augment
101.95,augment
107.29,augment
100.64,augment
95.71,augment
98.19,augment
100.10000000000001,augment
87.33,augment
93.69,augment
96.32,augment
108.3,augment
