x,y,label
-67.882,45.439,rhomboids
-66.876,117.885,rhomboids
-65.869,101.391,rhomboids
-64.863,93.371,rhomboids
-63.857,74.838,rhomboids
-62.85,117.514,rhomboids
-61.844,134.162,rhomboids
-60.837,134.282,rhomboids
-59.831,95.988,rhomboids
-58.824,96.959,rhomboids
-57.818,80.708,rhomboids
-56.811,212.006,rhomboids
-55.805,123.315,rhomboids
-54.798,124.485,rhomboids
-53.792,106.335,rhomboids
-52.785,140.464,rhomboids
-51.779,35.204,rhomboids
-50.772,125.825,rhomboids
-49.766,75.098,rhomboids
-48.759,119.889,rhomboids
-47.753,128.459,rhomboids
-46.746,17.911,rhomboids
-45.74,13.206,rhomboids
-44.733,111.086,rhomboids
-43.727,90.403,rhomboids
-42.72,52.644,rhomboids
-41.714,-32.696,rhomboids
-40.707,29.577,rhomboids
-39.701,67.65,rhomboids
-38.694,73.346,rhomboids
-37.688,59.051,rhomboids
-36.681,98.962,rhomboids
-35.675,67.406,rhomboids
-34.668,62.652,rhomboids
-33.662,74.585,rhomboids
-32.655,87.985,rhomboids
-31.649,3.475,rhomboids
-30.642,57.622,rhomboids
-29.636,64.341,rhomboids
-28.629,28.678,rhomboids
-27.623,49.759,rhomboids
-26.616,95.565,rhomboids
-25.61,84.362,rhomboids
-24.603,54.447,rhomboids
-23.597,69.758,rhomboids
-22.59,24.511,rhomboids
-21.584,25.526,rhomboids
-20.577,-8.843,rhomboids
-19.571,-21.41,rhomboids
-18.565,110.822,rhomboids
-17.558,54.112,rhomboids
-16.552,22.405,rhomboids
-15.545,-30.573,rhomboids
-14.539,21.127,rhomboids
-13.532,40.052,rhomboids
-12.526,64.261,rhomboids
-11.519,77.92,rhomboids
-10.513,-18.988,rhomboids
-9.506,47.834,rhomboids
-8.5,-17.221,rhomboids
-7.493,-16.139,rhomboids
-6.487,-36.081,rhomboids
-5.48,12.0,rhomboids
-4.474,-52.176,rhomboids
-3.467,-18.308,rhomboids
-2.461,-45.794,rhomboids
-1.454,20.225,rhomboids
-0.448,-24.947,rhomboids
0.559,56.825,rhomboids
1.565,-31.071,rhomboids
2.572,-54.342,rhomboids
3.578,-84.683,rhomboids
4.585,-97.41,rhomboids
5.591,-28.171,rhomboids
6.598,38.73,rhomboids
7.604,-65.708,rhomboids
8.611,9.289,rhomboids
9.617,10.486,rhomboids
10.624,42.464,rhomboids
11.63,-29.177,rhomboids
12.637,-3.087,rhomboids
13.643,-70.85,rhomboids
14.65,-37.26,rhomboids
15.656,-86.596,rhomboids
16.663,-7.953,rhomboids
17.669,-102.176,rhomboids
18.676,19.271,rhomboids
19.682,-9.168,rhomboids
20.689,12.708,rhomboids
21.695,24.67,rhomboids
22.702,-33.862,rhomboids
23.708,-45.366,rhomboids
24.714,-62.325,rhomboids
25.721,-82.991,rhomboids
26.727,-61.982,rhomboids
27.734,-40.08,rhomboids
28.74,-97.315,rhomboids
29.747,-50.878,rhomboids
30.753,-76.287,rhomboids
31.76,-89.866,rhomboids
32.766,-16.566,rhomboids
33.773,-29.369,rhomboids
34.779,-33.113,rhomboids
35.786,-1.411,rhomboids
36.792,-72.784,rhomboids
37.799,-107.332,rhomboids
38.805,-112.475,rhomboids
39.812,-81.055,rhomboids
40.818,-71.385,rhomboids
41.825,-109.445,rhomboids
42.831,-143.749,rhomboids
43.838,-32.297,rhomboids
44.844,-88.311,rhomboids
45.851,-54.11,rhomboids
46.857,-83.073,rhomboids
47.864,-130.953,rhomboids
48.87,-121.938,rhomboids
49.877,-115.814,rhomboids
50.883,-89.191,rhomboids
51.89,-152.986,rhomboids
52.896,-126.268,rhomboids
53.903,-131.042,rhomboids
54.909,-113.661,rhomboids
55.916,-177.042,rhomboids
56.922,-112.552,rhomboids
57.929,-136.53,rhomboids
58.935,-57.774,rhomboids
59.942,-106.896,rhomboids
60.948,-78.999,rhomboids
61.955,-169.098,rhomboids
62.961,-77.254,rhomboids
63.968,-144.047,rhomboids
64.974,-113.741,rhomboids
65.981,-70.934,rhomboids
66.987,-169.528,rhomboids
67.994,-156.559,rhomboids
69.0,-158.847,rhomboids
-68.411,48.178,substitutes
-67.401,-21.495,substitutes
-66.39,-16.24,substitutes
-65.38,30.889,substitutes
-64.369,38.911,substitutes
-63.359,-36.757,substitutes
