value,label
67.67,substitutes
61.35,substitutes
65.75,substitutes
57.17,substitutes
56.59,substitutes
62.9,substitutes
68.08,substitutes
69.95,substitutes
64.67,substitutes
54.839999999999996,substitutes
61.83,substitutes
54.77,substitutes
67.85,substitutes
70.28999999999999,substitutes
52.41,substitutes
69.23,substitutes
67.25,substitutes
50.56,substitutes
59.41,substitutes
61.01,substitutes
53.019999999999996,substitutes
63.27,substitutes
58.709999999999994,substitutes
62.28,substitutes
67.8,substitutes
58.08,substitutes
65.17,substitutes
63.230000000000004,substitutes
57.169999999999995,substitutes
64.66,substitutes
65.78999999999999,substitutes
65.55,substitutes
58.47,substitutes
68.91,substitutes
60.72,substitutes
60.42,substitutes
64.33,substitutes
58.78,substitutes
68.25,substitutes
58.43,substitutes
54.6,substitutes
63.11,substitutes
54.91,substitutes
52.41,substitutes
66.73,substitutes
56.98,substitutes
61.38,substitutes
63.82,substitutes
70.02000000000001,substitutes
60.43,substitutes
61.13,substitutes
64.12,substitutes
59.660000000000004,substitutes
54.14,substitutes
64.02,substitutes
65.47,substitutes
63.94,substitutes
62.86,substitutes
56.26,substitutes
67.58,substitutes
69.11,substitutes
66.24000000000001,substitutes
67.42,substitutes
54.169999999999995,substitutes
59.29,substitutes
67.69,substitutes
55.949999999999996,substitutes
60.76,substitutes
56.82,substitutes
61.95,substitutes
55.6,substitutes
65.71,substitutes
64.74,substitutes
65.73,substitutes
57.300000000000004,substitutes
58.1,substitutes
62.790000000000006,substitutes
60.440000000000005,substitutes
66.21,substitutes
59.24,substitutes
63.7,substitutes
58.64,substitutes
56.58,substitutes
68.47,substitutes
69.28,substitutes
62.73,substitutes
58.63,substitutes
57.22,substitutes
63.980000000000004,substitutes
62.93000000000001,substitutes
48.050000000000004,substitutes
79.2,limey
76.11,limey
68.07,limey
73.32,limey
78.53,limey
71.82,limey
69.74,limey
74.67999999999999,limey
70.76,limey
74.5,limey
71.50999999999999,limey
72.53,limey
80.75,limey
68.14999999999999,limey
65.03,limey
76.63000000000001,limey
78.11000000000001,limey
78.99,limey
70.92,limey
77.68,limey
69.84,limey
66.55000000000001,limey
67.74,limey
76.65,limey
75.35,limey
71.39,limey
74.51,limey
76.34,limey
81.62,limey
73.89,limey
81.06,limey
74.57,limey
65.96,limey
70.95,limey
71.10000000000001,limey
75.00999999999999,limey
77.03999999999999,limey
78.38000000000001,limey
69.35,limey
73.08,limey
72.82,limey
65.36999999999999,limey
72.06,limey
75.21000000000001,limey
79.29,limey
77.17,limey
78.32,limey
78.4,limey
77.94,limey
78.0,limey
69.98,limey
71.37,limey
66.91,limey
78.92,limey
76.94999999999999,limey
77.48,limey
75.55,limey
73.01,limey
85.25,limey
73.98,limey
82.08,limey
71.7,limey
69.72,limey
78.58,limey
79.22,limey
79.74000000000001,limey
74.82,limey
73.5,limey
75.82,limey
77.36999999999999,limey
66.05,limey
79.83,limey
80.84,limey
78.17,limey
78.44999999999999,limey
74.23,limey
78.76,limey
71.53,limey
69.52,limey
76.0,limey
75.06,limey
68.03,limey
72.39999999999999,limey
70.28,limey
76.82000000000001,limey
78.11,limey
69.81,limey
74.42,limey
82.05,limey
69.03,limey
77.92999999999999,limey
105.28,streptothricin
106.78,streptothricin
115.67,streptothricin
120.17999999999999,streptothricin
117.05,streptothricin
114.83,streptothricin
119.77000000000001,streptothricin
115.03,streptothricin
114.31,streptothricin
114.74,streptothricin
115.16,streptothricin
102.45,streptothricin
120.97,streptothricin
115.32,streptothricin
105.35,streptothricin
113.11,streptothricin
116.41999999999999,streptothricin
102.39,streptothricin
117.49,streptothricin
120.06,streptothricin
117.33000000000001,streptothricin
120.25,streptothricin
103.14999999999999,streptothricin
109.86,streptothricin
111.9,streptothricin
113.55,streptothricin
110.4,streptothricin
107.96,streptothricin
110.32000000000001,streptothricin
111.99000000000001,streptothricin
102.65,streptothricin
121.01,streptothricin
121.17,streptothricin
108.41,streptothricin
123.41000000000001,streptothricin
102.67,streptothricin
119.64,streptothricin
116.78,streptothricin
108.81,streptothricin
124.13,streptothricin
117.44,streptothricin
116.58,streptothricin
99.62,streptothricin
121.57,streptothricin
120.03999999999999,streptothricin
117.89,streptothricin
115.33000000000001,streptothricin
105.28,streptothricin
98.97,streptothricin
107.64999999999999,streptothricin
108.47999999999999,streptothricin
118.74,streptothricin
110.10000000000001,streptothricin
120.92,streptothricin
109.08,streptothricin
107.25,streptothricin
117.52000000000001,streptothricin
98.58,streptothricin
111.52,streptothricin
121.1,streptothricin
111.46,streptothricin
106.38,streptothricin
113.12,streptothricin
114.68,streptothricin
116.04,streptothricin
111.44,streptothricin
126.18,streptothricin
126.53999999999999,streptothricin
108.8,streptothricin
107.8,streptothricin
110.94,streptothricin
125.7,streptothricin
103.35,streptothricin
114.88,streptothricin
120.68,streptothricin
111.82,streptothricin
103.64,streptothricin
102.7,streptothricin
103.42999999999999,streptothricin
121.29,streptothricin
119.59,streptothricin
97.86,streptothricin
111.44999999999999,streptothricin
102.36,streptothricin
115.93,streptothricin
106.1,streptothricin
111.19999999999999,streptothricin
120.46,streptothricin
115.63,streptothricin
102.99000000000001,streptothricin
109.05,streptothricin
277.09999999999997,lungers
225.18,lungers
256.78,lungers
226.49,lungers
245.28,lungers
252.13,lungers
253.78,lungers
222.75,lungers
220.81,lungers
214.1,lungers
248.75,lungers
246.13,lungers
252.26999999999998,lungers
265.1,lungers
266.51,lungers
216.52,lungers
238.04000000000002,lungers
237.17999999999998,lungers
241.07999999999998,lungers
254.32,lungers
228.82,lungers
223.57,lungers
222.85000000000002,lungers
225.51,lungers
214.95000000000002,lungers
231.12,lungers
265.74,lungers
215.32,lungers
257.17,lungers
238.66,lungers
230.10999999999999,lungers
219.78,lungers
231.04000000000002,lungers
249.95,lungers
227.21,lungers
222.62,lungers
228.41,lungers
242.05,lungers
249.79,lungers
246.68,lungers
251.06,lungers
244.88,lungers
228.55,lungers
222.48000000000002,lungers
262.23,lungers
248.51,lungers
234.7,lungers
261.23,lungers
260.87,lungers
231.95,lungers
258.86,lungers
231.04,lungers
233.46,lungers
256.21,lungers
241.23999999999998,lungers
265.96,lungers
237.01999999999998,lungers
263.83,lungers
230.65,lungers
234.09,lungers
244.29999999999998,lungers
247.01,lungers
233.12,lungers
255.35,lungers
250.52,lungers
231.06,lungers
232.76,lungers
232.26999999999998,lungers
239.73,lungers
256.52,lungers
245.4,lungers
247.83999999999997,lungers
244.06,lungers
243.35,lungers
249.86,lungers
243.93,lungers
228.26999999999998,lungers
258.59000000000003,lungers
236.10000000000002,lungers
250.51999999999998,lungers
255.22,lungers
217.53,lungers
244.97,lungers
222.36,lungers
224.19,lungers
212.13,lungers
217.70000000000002,lungers
242.57999999999998,lungers
238.91,lungers
223.94,lungers
219.71,lungers
235.07,mastiffs
221.21,mastiffs
174.51999999999998,mastiffs
198.37,mastiffs
314.24,mastiffs
237.69,mastiffs
268.58,mastiffs
225.63000000000002,mastiffs
288.5,mastiffs
344.81,mastiffs
187.35999999999999,mastiffs
282.83,mastiffs
282.52,mastiffs
215.37,mastiffs
140.59,mastiffs
228.16,mastiffs
206.47000000000003,mastiffs
232.6,mastiffs
295.04,mastiffs
239.59,mastiffs
303.79,mastiffs
295.94,mastiffs
201.07000000000002,mastiffs
128.51999999999998,mastiffs
203.91,mastiffs
