cytopenias,augment
rhomboids,27.400734254404753
rhomboids,27.323658220466356
rhomboids,25.784974838993467
rhomboids,28.673576867833074
rhomboids,21.49173621181879
rhomboids,23.428731432671892
rhomboids,27.623557186284255
rhomboids,26.44162087519321
rhomboids,26.840353908689206
rhomboids,29.56500869027378
rhomboids,25.88268840435822
rhomboids,26.57562694509465
rhomboids,31.39829678595129
rhomboids,27.10869129600722
rhomboids,24.341990955389726
rhomboids,30.494782428779075
rhomboids,17.684658756716978
rhomboids,24.007305466839977
rhomboids,25.460891905418393
rhomboids,31.091608920855336
rhomboids,29.458713584162464
rhomboids,22.089654496967636
rhomboids,25.657990749480536
rhomboids,31.341340973668764
rhomboids,30.44785871762032
rhomboids,33.93857755463176
rhomboids,29.785739987508432
rhomboids,33.59718434760588
rhomboids,16.233469526659803
rhomboids,26.580741240025812
rhomboids,29.2447591576115
rhomboids,33.29979239619515
rhomboids,26.92768248602679
rhomboids,31.144903442740926
rhomboids,21.096397675001946
rhomboids,32.198186128885524
rhomboids,25.033614078696253
rhomboids,30.79689241469597
rhomboids,23.493190735431952
rhomboids,21.74509898300399
rhomboids,24.4861269241415
rhomboids,28.41234034915998
rhomboids,21.144727156384533
rhomboids,25.978207607397746
rhomboids,23.528227008779897
rhomboids,28.592130123843514
rhomboids,27.071016168530612
rhomboids,33.835646245944375
rhomboids,24.615041352558336
rhomboids,23.451045165749107
rhomboids,26.287531205821068
rhomboids,20.047236631775572
rhomboids,27.466790680245413
rhomboids,29.543861602449912
rhomboids,30.424860538939857
rhomboids,36.55447968678232
rhomboids,19.67589956295047
rhomboids,23.096222991237525
rhomboids,23.979216200950038
rhomboids,24.873161530932588
rhomboids,29.4649469202856
rhomboids,26.04107682094854
rhomboids,28.039007563846095
rhomboids,25.44850822649114
rhomboids,31.01309970761546
rhomboids,27.230427461544814
rhomboids,18.330660174676794
rhomboids,34.011943095721
rhomboids,37.39650717152379
rhomboids,24.761599902081954
rhomboids,25.822848261849796
rhomboids,20.931897810951504
rhomboids,30.364274870943028
rhomboids,27.43108119436932
rhomboids,28.885941077145862
rhomboids,32.45862366275445
rhomboids,35.417069300696035
rhomboids,28.468972741100355
rhomboids,28.03693214553817
rhomboids,32.20057721310869
rhomboids,30.43751540543961
rhomboids,31.39410809035642
rhomboids,28.357505493951287
rhomboids,27.872943241398588
rhomboids,29.98781337765211
rhomboids,25.196023243997324
rhomboids,28.83855988246617
rhomboids,33.39332800604099
rhomboids,25.654669006568746
rhomboids,25.105296095661828
rhomboids,30.438750062443606
rhomboids,25.486306557423926
rhomboids,24.510420551345526
rhomboids,32.6054501916395
rhomboids,29.243862162708762
rhomboids,17.74958707642186
rhomboids,26.957131349994754
rhomboids,30.676784956501425
rhomboids,27.817279941517047
rhomboids,36.241067925819635
rhomboids,27.35044092889108
rhomboids,38.3758155936445
rhomboids,22.863069920250624
substitutes,37.79202508906531
substitutes,35.282421231899036
substitutes,35.14757581456407
substitutes,36.37234320824469
substitutes,38.70877737308249
substitutes,32.830245304603544
substitutes,35.851804651514136
substitutes,38.71748898355244
substitutes,39.17020940480383
substitutes,39.80466042604945
substitutes,35.91334732298161
substitutes,32.108377719142794
substitutes,37.39686568545416
substitutes,35.741050066296
substitutes,33.280775685195735
substitutes,35.20781057606176
substitutes,35.39015904013896
substitutes,34.79873621421733
substitutes,35.869443268239316
substitutes,35.798800951095984
substitutes,34.64173124493354
substitutes,37.01268651866286
substitutes,27.440695767426064
substitutes,40.20570295954929
substitutes,28.215582018228048
substitutes,31.487363831913065
substitutes,35.800963054925255
substitutes,33.54259200629912
substitutes,39.657206709291415
substitutes,40.418350575948054
substitutes,36.28649783778733
substitutes,34.75215378797657
substitutes,37.77735447158918
substitutes,39.38972032010254
substitutes,33.23882874300084
substitutes,35.40615826296545
substitutes,29.28200680934328
substitutes,33.50411851549764
substitutes,31.532652703678522
substitutes,37.632637179811724
substitutes,31.339809170684795
substitutes,36.591510688109445
substitutes,32.441227347859915
substitutes,34.09987519872623
substitutes,30.214445178850355
substitutes,33.11358271828909
substitutes,39.04528315755568
substitutes,32.81983275317292
substitutes,39.458713507478514
substitutes,37.83805676837708
substitutes,35.83332358457904
substitutes,36.498254698576986
substitutes,39.3357157344678
substitutes,32.65570251612062
substitutes,32.397543134756575
substitutes,39.45776492583323
substitutes,38.25338075740646
substitutes,34.96871332500872
substitutes,39.190597279212305
substitutes,32.153969700615306
substitutes,31.363951390766687
substitutes,37.91427683203902
substitutes,32.477033750560544
substitutes,39.970218239152324
substitutes,34.66795352598275
substitutes,35.34529308057849
substitutes,32.1481213149939
substitutes,41.689324254006586
substitutes,25.8010072423464
substitutes,27.78217515465405
substitutes,29.63315264482974
substitutes,33.27792979683396
substitutes,29.542495607018356
substitutes,32.92820806532698
substitutes,39.76042368534631
substitutes,37.49238769654419
substitutes,25.88306190365745
substitutes,32.49806014700669
substitutes,37.87226017068134
substitutes,30.113535680382803
substitutes,35.09479227148656
substitutes,36.54706821925176
substitutes,33.45471741922407
substitutes,35.44956216465565
substitutes,33.7219601178873
substitutes,32.50222408398001
substitutes,36.07708700223903
substitutes,31.895335990952532
substitutes,36.29381359676336
substitutes,28.895601791194842
substitutes,38.23969534723177
mastiffs,34.95307147077353
mastiffs,37.7321076222364
mastiffs,35.85786075578936
mastiffs,34.587221262369596
mastiffs,34.45018724006218
mastiffs,39.21728778275863
mastiffs,38.529643560320665
mastiffs,32.2788009016208
mastiffs,35.54784356329446
mastiffs,25.051488663837006
mastiffs,38.69804968985483
mastiffs,30.441309272594275
mastiffs,45.93993326050861
mastiffs,36.18099478756197
mastiffs,34.16627763100504
mastiffs,33.11660339328768
mastiffs,35.223882058234814
mastiffs,30.894211918812967
mastiffs,34.133336786683074
mastiffs,36.62814427726528
mastiffs,39.98261994169573
mastiffs,37.56016938684602
mastiffs,40.13328328130544
mastiffs,32.05633165608642
mastiffs,32.71287509661795
mastiffs,27.050660629754372
mastiffs,37.22492741286857
mastiffs,30.110859685253594
mastiffs,39.80010858198752
mastiffs,27.55243146148255
mastiffs,35.80630059285209
mastiffs,35.163353496167005
mastiffs,33.45445893015885
mastiffs,33.647561075331254
mastiffs,31.29610297056156
mastiffs,33.96565600893305
mastiffs,39.16951830007652
mastiffs,32.61323036381094
mastiffs,32.76768639962641
mastiffs,31.790026633996515
mastiffs,32.97738234708101
mastiffs,32.61324843775705
mastiffs,35.73083990960331
mastiffs,34.388733672719084
mastiffs,28.563600738237135
mastiffs,38.01518906937989
mastiffs,32.11114229952432
mastiffs,37.173152429591255
mastiffs,39.09404488252627
mastiffs,35.44153672153851
mastiffs,31.8747176345075
mastiffs,36.29229862565564
mastiffs,34.90857835352938
mastiffs,32.97376411039522
mastiffs,42.2841932713445
mastiffs,41.91614123810149
mastiffs,34.941731538942165
mastiffs,39.49655276117153
mastiffs,39.560577226442774
mastiffs,40.93922215316427
mastiffs,40.39795176291272
mastiffs,32.53561727993523
mastiffs,36.4776927130626
mastiffs,37.4075787928779
mastiffs,35.83426224790508
mastiffs,30.768458951419728
mastiffs,31.41785474539661
mastiffs,32.71589482475055
mastiffs,36.278721811180844
mastiffs,42.39470405643434
mastiffs,34.65542993770325
mastiffs,35.01658301617683
mastiffs,41.499765775558686
mastiffs,30.58345988516758
mastiffs,34.199769089197034
mastiffs,38.35357990574641
mastiffs,25.42367904015087
mastiffs,37.355476848679174
mastiffs,37.561737962860846
mastiffs,34.96274614150896
mastiffs,37.47980345806174
mastiffs,40.24165111699629
mastiffs,40.552396702570206
mastiffs,37.66073188519353
mastiffs,34.61475011890935
mastiffs,31.267346623091058
mastiffs,33.03201713787382
mastiffs,34.918915554886
mastiffs,27.782782859747407
mastiffs,33.982893036932964
mastiffs,30.81706307339254
mastiffs,34.73284333155383
mastiffs,23.115369415373735
mastiffs,21.85329882077799
mastiffs,31.992286258459828
mastiffs,30.976498378872446
mastiffs,33.15193280799095
mastiffs,38.27089807968561
mastiffs,40.22965467605744
mastiffs,38.58785565251665
mastiffs,35.52029562600862
mastiffs,35.282218813064716
mastiffs,40.012794539331814
spies,25.256254619720437
spies,25.251073755958682
spies,21.649641097638092
spies,27.44705236593678
spies,23.38471356455475
spies,19.35249270458435
spies,30.443230079129584
spies,18.34691843806591
spies,31.649101077159962
spies,18.82221652860469
spies,26.528550415366972
spies,28.681028818917923
spies,30.351541628385373
spies,30.95773578588756
spies,23.55706214268545
spies,25.411498072807543
spies,34.40576774670558
spies,31.155432569566514
spies,18.348983500339617
spies,27.465190476942606
spies,29.13644161406836
spies,21.814237202030824
spies,25.819601716229123
spies,30.771381501978993
spies,22.505149880341506
spies,24.122016932940312
spies,28.574112898969524
spies,22.003437585681713
spies,28.021693565309533
spies,25.90568072654131
spies,23.045362633377067
spies,22.384922771608323
spies,22.003669741247652
spies,28.742326618927578
spies,29.680811786223806
spies,24.98344867484021
spies,29.94267129187179
spies,32.113833595161864
spies,31.72564971799376
spies,24.3625311836993
spies,25.643031213184273
spies,26.668434294052062
spies,26.53160120657045
spies,26.65097320959123
spies,23.30408133817409
spies,26.266788813294234
spies,22.073385691839725
