value,label
72.22,limey
69.76,limey
93.1,limey
55.559999999999995,limey
83.83,limey
82.19,limey
72.39,limey
77.56,limey
70.34,limey
72.12,limey
78.76,limey
70.53,limey
80.77000000000001,limey
71.59,limey
71.48,limey
80.41000000000001,limey
71.08,limey
84.95,limey
95.58,limey
73.49,limey
78.91000000000001,limey
60.33,limey
66.83,limey
74.72,limey
86.66,limey
76.7,limey
90.11000000000001,limey
79.66,limey
61.34,limey
85.01,limey
87.72,limey
74.44,limey
79.47,limey
76.87,limey
92.37,limey
70.49,limey
74.38,limey
81.42,limey
71.33999999999999,limey
93.33999999999999,limey
83.53,limey
75.61,limey
69.92999999999999,limey
89.46,limey
85.05,limey
76.78,limey
74.53,limey
85.5,limey
87.57000000000001,limey
97.72999999999999,limey
74.50999999999999,limey
87.83000000000001,limey
84.23,limey
77.19,limey
78.05,limey
85.06,limey
71.4,limey
65.44,limey
91.32,limey
74.91,limey
88.36,limey
77.05,limey
77.82,limey
89.02,limey
90.74,limey
82.5,limey
69.31,limey
84.2,limey
65.99,limey
76.36,limey
80.32,limey
80.15,limey
84.94000000000001,limey
72.92,limey
82.17,limey
91.79,limey
77.43,limey
89.47,limey
67.30000000000001,limey
90.41,limey
64.39,limey
218.98000000000002,bull-tongue
218.92,bull-tongue
259.36,bull-tongue
238.1,bull-tongue
162.18,bull-tongue
245.72,bull-tongue
224.26999999999998,bull-tongue
204.78,bull-tongue
256.48,bull-tongue
255.48000000000002,bull-tongue
206.7,bull-tongue
234.49,bull-tongue
222.41,bull-tongue
227.9,bull-tongue
201.6,bull-tongue
252.55,bull-tongue
215.58,bull-tongue
244.6,bull-tongue
206.21,bull-tongue
230.31,bull-tongue
195.67999999999998,bull-tongue
264.87,bull-tongue
233.31,bull-tongue
247.63,bull-tongue
257.01,bull-tongue
231.76,bull-tongue
199.14,bull-tongue
214.33,bull-tongue
247.6,bull-tongue
231.42,bull-tongue
255.4,bull-tongue
274.82,bull-tongue
199.47,bull-tongue
184.35,bull-tongue
182.39,bull-tongue
213.78,bull-tongue
198.37,bull-tongue
230.19,bull-tongue
237.31,bull-tongue
220.64,bull-tongue
225.60999999999999,bull-tongue
230.49,bull-tongue
201.91,bull-tongue
232.01,bull-tongue
218.02999999999997,bull-tongue
205.67,bull-tongue
235.46,bull-tongue
248.78,bull-tongue
208.25,bull-tongue
208.62,bull-tongue
244.45000000000002,bull-tongue
263.82,bull-tongue
237.55,bull-tongue
236.11,bull-tongue
208.5,bull-tongue
261.55,bull-tongue
197.72,bull-tongue
208.82,bull-tongue
229.04000000000002,bull-tongue
244.26000000000002,bull-tongue
226.98000000000002,bull-tongue
233.78,bull-tongue
250.69,bull-tongue
247.82,bull-tongue
221.33999999999997,bull-tongue
234.98000000000002,bull-tongue
249.19,bull-tongue
212.06,bull-tongue
197.25,bull-tongue
205.53,bull-tongue
230.01,bull-tongue
221.41,bull-tongue
210.24,bull-tongue
186.51000000000002,bull-tongue
217.16,bull-tongue
258.8,bull-tongue
241.58,bull-tongue
211.7,bull-tongue
200.74,bull-tongue
211.57000000000002,bull-tongue
259.24,bull-tongue
151.97,rhomboids
183.3,rhomboids
165.08,rhomboids
167.37,rhomboids
171.38,rhomboids
162.10999999999999,rhomboids
182.21,rhomboids
186.83999999999997,rhomboids
165.04,rhomboids
160.87,rhomboids
181.43,rhomboids
161.32,rhomboids
163.23999999999998,rhomboids
175.10999999999999,rhomboids
170.58999999999997,rhomboids
164.12,rhomboids
176.36999999999998,rhomboids
157.08,rhomboids
161.67,rhomboids
180.57,rhomboids
175.25,rhomboids
149.12,rhomboids
177.29999999999998,rhomboids
159.9,rhomboids
185.54,rhomboids
174.09,rhomboids
164.16,rhomboids
168.74,rhomboids
167.19,rhomboids
144.17999999999998,rhomboids
151.5,rhomboids
180.01999999999998,rhomboids
173.99,rhomboids
170.32999999999998,rhomboids
159.60999999999999,rhomboids
188.19,rhomboids
184.1,rhomboids
149.26999999999998,rhomboids
163.4,rhomboids
175.01999999999998,rhomboids
185.87,rhomboids
175.3,rhomboids
168.01,rhomboids
174.62,rhomboids
182.77,rhomboids
184.79000000000002,rhomboids
162.15,rhomboids
187.79999999999998,rhomboids
173.85999999999999,rhomboids
161.11,rhomboids
163.91000000000003,rhomboids
175.61,rhomboids
167.76,rhomboids
174.38,rhomboids
153.23,rhomboids
178.25,rhomboids
168.19,rhomboids
158.72,rhomboids
141.61,rhomboids
171.9,rhomboids
185.79,rhomboids
153.84,rhomboids
147.47000000000003,rhomboids
169.61,rhomboids
173.14999999999998,rhomboids
173.62,rhomboids
175.81,rhomboids
173.06,rhomboids
174.07,rhomboids
146.03,rhomboids
182.09,rhomboids
174.09,rhomboids
178.23999999999998,rhomboids
181.32,rhomboids
149.36999999999998,rhomboids
182.35999999999999,rhomboids
176.12,rhomboids
183.5,rhomboids
193.25,rhomboids
162.91,rhomboids
154.49,rhomboids
