snowlines,dissection
filibusters,101.33283652724806
filibusters,81.57062707170891
filibusters,99.85563599038377
filibusters,78.35052224684753
filibusters,93.38479715553007
filibusters,85.79900265775962
filibusters,91.45573255743423
filibusters,90.0618165104368
filibusters,74.26527173849473
filibusters,87.48399129703165
filibusters,88.83499633021003
filibusters,79.95683637627229
filibusters,97.30474162588519
filibusters,89.59384750024948
filibusters,91.23116956308786
filibusters,90.47902376931614
filibusters,94.35552021025742
filibusters,99.00593938387497
filibusters,84.68745360835675
filibusters,94.7402710525047
filibusters,93.13767285142096
filibusters,88.09953882257305
filibusters,87.90934299277602
filibusters,80.47704082185716
filibusters,94.6823567613563
filibusters,87.00015769039561
filibusters,80.14669293714998
filibusters,89.29454397081682
filibusters,88.61253214401354
filibusters,79.03037776301933
filibusters,76.74685768207486
filibusters,96.78751780535667
filibusters,90.28837349155712
filibusters,69.48812145511842
filibusters,81.33083271453152
filibusters,93.03300545413238
filibusters,89.98628925096773
filibusters,86.09279485507253
filibusters,92.86284368101614
filibusters,80.76713457568847
filibusters,74.04854980097701
filibusters,90.4210769997679
filibusters,80.17687660129674
filibusters,80.66671772587134
filibusters,84.03133124097796
filibusters,100.02136850247253
filibusters,99.25726003990023
filibusters,79.69047989036876
filibusters,78.58781198936165
filibusters,87.12191903153173
filibusters,73.52239126944188
filibusters,78.78170953874117
filibusters,74.99755249389145
filibusters,91.5234534714562
filibusters,95.40621291795367
filibusters,90.63690365483698
filibusters,79.98752954147268
filibusters,91.79415209860778
filibusters,88.2942585509177
filibusters,90.41629644769527
filibusters,83.12009242872743
filibusters,74.44723204280105
filibusters,93.84123375884337
filibusters,78.75667373968025
filibusters,88.53131775066319
filibusters,94.63666874857542
filibusters,92.58419246879939
filibusters,91.3625915387285
filibusters,84.91389385962572
filibusters,96.56979559800433
filibusters,88.2050300973191
filibusters,88.04409395119185
filibusters,100.77146315896897
filibusters,94.81778654810068
filibusters,78.75898154955853
filibusters,91.59590420372759
filibusters,83.00240243645347
filibusters,96.62172215708797
filibusters,87.32181692725965
filibusters,91.9688314592624
filibusters,98.06907781894624
filibusters,81.90582592902653
filibusters,94.55192853399143
filibusters,83.42031486675182
filibusters,92.1968580697257
filibusters,87.2080159000454
filibusters,90.37726468188944
filibusters,84.89691458374125
filibusters,81.84766924129869
filibusters,83.2279623445344
filibusters,84.31449966222111
filibusters,95.11870215570165
filibusters,89.00365127398733
filibusters,92.97794537448468
filibusters,85.54926840326581
filibusters,87.69361997328032
filibusters,78.40190136425338
filibusters,72.25357536580098
filibusters,101.60513392337403
filibusters,102.95290879952996
filibusters,82.46777832943921
filibusters,93.37016785481413
filibusters,93.28154366740328
filibusters,83.47387007741978
filibusters,91.99585238098938
filibusters,80.423116353921
lungers,84.54681832804476
lungers,88.43374091433522
lungers,78.72739051321837
lungers,102.34946212426448
lungers,90.31778762619479
lungers,108.58151715767589
lungers,101.14730782402071
lungers,78.13196890339573
lungers,98.98146958066354
lungers,100.17301556915388
lungers,90.48532308626186
lungers,93.12033840231419
lungers,84.4254677387755
lungers,102.81218873995473
lungers,98.4860999224353
lungers,92.20260701501941
lungers,84.32325905325582
lungers,108.279234166867
lungers,88.39221712485275
lungers,103.70746490361225
lungers,89.64663099288893
lungers,90.2655312607072
lungers,111.5456782513922
lungers,101.25364928598663
lungers,93.7521009653335
lungers,93.90694774471248
lungers,100.3989389957322
lungers,100.91227163725286
lungers,104.69415247659339
lungers,96.58885543749916
lungers,91.72310305841414
lungers,83.16355020264137
lungers,93.55189995611954
lungers,97.84195672688399
lungers,85.91231493407477
lungers,102.8753803718373
lungers,95.6003671938724
lungers,96.98219547364366
lungers,92.63215409004849
lungers,87.04380954966528
lungers,86.84025574453715
lungers,97.26230919220214
lungers,79.68509357092083
lungers,87.01612893478855
lungers,100.34391079067002
lungers,103.58711789103012
lungers,86.90364361983116
lungers,96.52281525812903
lungers,101.25955346878754
lungers,98.74878616308199
lungers,96.9286314386214
lungers,88.51345579516455
lungers,103.02828546388301
lungers,95.16741112049021
lungers,103.81055808899063
lungers,99.71392246974405
lungers,92.51717826012172
lungers,92.63973843055055
lungers,87.9247305202299
lungers,91.75025242366459
lungers,101.09645307828504
lungers,101.29594566776902
lungers,90.24132623674738
lungers,84.65546870151009
lungers,95.92694011298146
lungers,89.87033691798216
lungers,101.4784720433918
lungers,94.56089307112471
lungers,106.20760375046478
lungers,88.14184653747532
lungers,94.1712808389723
lungers,91.36094505710032
lungers,97.90057584328294
lungers,99.03939495034967
lungers,103.26715589434505
lungers,88.94735269754025
lungers,107.20126012690976
lungers,89.827713044591
lungers,89.72928847893418
lungers,85.85287028100267
lungers,89.16582412088546
lungers,100.18085317823216
lungers,88.98214545981698
lungers,88.0228750523457
lungers,97.92018524532921
lungers,106.94937381284255
lungers,96.40526009549147
lungers,94.13991696136495
lungers,90.8561994933118
lungers,92.61169918877403
lungers,91.71562224477263
lungers,97.41726482758405
lungers,78.28736151965558
bull-tongue,98.90211278393753
bull-tongue,99.4387810927735
bull-tongue,91.08736517165377
bull-tongue,98.69145512449325
bull-tongue,111.92440600892633
bull-tongue,104.69903255103497
bull-tongue,90.26434195173786
bull-tongue,106.76855714157884
bull-tongue,98.12989954751136
bull-tongue,87.75907587760062
bull-tongue,101.65380944565744
bull-tongue,97.57431243112504
bull-tongue,105.0855240701068
bull-tongue,91.16221402180486
bull-tongue,107.95746452374678
bull-tongue,98.05167435508264
bull-tongue,96.51409141579032
bull-tongue,98.22928765583387
bull-tongue,84.25246693473802
bull-tongue,89.19015225223977
bull-tongue,102.72579270286137
bull-tongue,97.16716986116765
bull-tongue,93.23601475925264
bull-tongue,101.5384078785352
bull-tongue,91.32008695532565
bull-tongue,87.82163958166691
bull-tongue,106.71892522171558
bull-tongue,104.02057007750136
bull-tongue,99.07219557008406
bull-tongue,102.03869134213892
bull-tongue,85.29020548627554
bull-tongue,104.35497591649421
bull-tongue,102.61286147433104
bull-tongue,101.03100952829237
bull-tongue,109.1221579039937
bull-tongue,79.38281684716961
bull-tongue,105.0134059765856
bull-tongue,88.10956914178796
bull-tongue,90.07430737088072
bull-tongue,91.48875764648956
bull-tongue,95.58648701467654
bull-tongue,107.38800051734137
bull-tongue,101.53445713223083
bull-tongue,84.60216530883922
bull-tongue,103.7675919778939
bull-tongue,105.40140070717949
bull-tongue,90.29373884377785
bull-tongue,102.00139287293113
bull-tongue,90.79190871501562
bull-tongue,89.57733865645274
bull-tongue,96.07761770615664
bull-tongue,94.78353461019678
bull-tongue,88.00349630188755
bull-tongue,93.98200829458358
bull-tongue,90.40443347136186
bull-tongue,99.61348771572926
bull-tongue,87.89356816876038
bull-tongue,97.73819017269732
bull-tongue,93.86357836819441
bull-tongue,92.61039720068179
bull-tongue,78.80297759441855
bull-tongue,87.62668067741504
bull-tongue,79.47478315974733
bull-tongue,93.53048674297214
bull-tongue,102.20914665180771
bull-tongue,85.06118101815291
bull-tongue,87.90881218082814
bull-tongue,100.23652179237932
bull-tongue,94.127865101125
bull-tongue,103.13434162998051
bull-tongue,96.41739129656999
bull-tongue,94.34520218389119
bull-tongue,88.24428213290146
bull-tongue,112.81349040014749
bull-tongue,100.69869688588287
bull-tongue,84.75150340349987
bull-tongue,97.86465126932893
bull-tongue,93.4335724391813
bull-tongue,91.4111744314314
bull-tongue,96.8118838425004
bull-tongue,86.85927935162775
bull-tongue,99.36913993586451
bull-tongue,92.40190484901262
bull-tongue,117.31828943357213
bull-tongue,93.42040398452751
bull-tongue,101.17025094838911
bull-tongue,92.43446211072852
bull-tongue,115.10658748936598
bull-tongue,100.66610003208065
bull-tongue,80.43402430028677
bull-tongue,95.97072015817669
bull-tongue,87.56644536622295
bull-tongue,85.02946573658102
