x,y,label
-0.103,-150.833,filibusters
0.288,-126.235,filibusters
0.262,-183.08,filibusters
0.065,-64.144,filibusters
2.49,-10.473,filibusters
-3.675,-131.801,filibusters
3.282,-10.085,filibusters
0.606,-20.307,lungers
-1.521,17.119,lungers
1.865,9.395,lungers
-5.128,9.519,lungers
-0.214,-36.937,lungers
0.747,40.138,lungers
-5.698,-4.962,lungers
0.107,-19.534,bull-tongue
-3.078,-20.924,bull-tongue
2.605,21.422,bull-tongue
-1.685,140.212,bull-tongue
-0.53,-15.158,bull-tongue
0.433,29.353,bull-tongue
-0.38,-45.349,bull-tongue
10.64,-45.535,substitutes
1.902,-26.721,substitutes
-12.324,54.991,substitutes
6.557,-36.024,substitutes
-3.168,25.216,substitutes
5.397,-13.768,substitutes
-3.267,12.129,substitutes
-0.127,9.456,dissection
0.566,-0.316,dissection
-0.079,-2.567,dissection
-6.287,-35.813,dissection
1.703,-17.008,dissection
3.279,27.915,dissection
0.769,-0.798,dissection
