biblioclast,mastiffs
dissection,104.82488603423988
dissection,101.22313514432854
dissection,104.56360555834165
dissection,100.99048160076927
dissection,102.50814756340341
dissection,108.24376015015521
dissection,97.50240856088683
dissection,98.8189889302979
dissection,103.95642214229059
dissection,102.92328152196534
dissection,101.31757365592581
dissection,98.77980317943288
dissection,98.55813275178342
dissection,101.12655880911632
dissection,105.51647561316311
dissection,102.68483148528371
dissection,99.16266665981706
dissection,101.8990531211114
dissection,101.0318333498919
dissection,108.66897965641849
dissection,98.22007584472482
dissection,97.17843147606081
dissection,97.15794246031416
dissection,106.52851992811541
dissection,101.49433943556177
dissection,97.90376939292783
dissection,99.18705931800515
dissection,97.13506772432389
dissection,101.88294275462127
dissection,102.4202110539574
dissection,99.01343932638908
dissection,102.65557915893521
dissection,99.2521614907377
dissection,96.04205895550464
dissection,102.84420738239616
dissection,100.6544642068185
dissection,97.54520914393625
dissection,103.26433340126516
dissection,98.79416573020742
dissection,97.79299151161979
dissection,97.73789668188718
dissection,99.1558536291097
dissection,101.05686653378275
dissection,98.88678614051386
dissection,102.20384017825563
dissection,104.29877936980618
dissection,103.70367057851934
dissection,100.64016977684702
dissection,108.49099256503725
dissection,100.91813754766694
dissection,106.88701381835276
dissection,99.65227879115778
dissection,103.11274902562091
dissection,100.50499690094153
dissection,103.29771297456612
dissection,102.12392592381048
dissection,99.82441764404739
dissection,101.18567252120577
dissection,101.64244632802254
dissection,101.25795021894356
dissection,98.08979016041296
dissection,99.38702866443874
dissection,98.24217575376126
dissection,101.05028073000076
dissection,99.54527172769133
dissection,98.03609719565945
dissection,96.18931041566482
dissection,99.55174074856417
dissection,103.39175946779723
dissection,99.73224856549996
dissection,100.40578715566197
dissection,98.76652849103934
dissection,101.14018837568936
dissection,101.53991400544844
dissection,101.09720969316827
dissection,101.10731522266069
dissection,98.32960954964508
dissection,101.9804494169357
dissection,105.37610770987044
dissection,98.12197968107928
dissection,102.55022861146142
dissection,101.0076978456093
dissection,106.08646091411636
dissection,103.37122945252008
dissection,99.6111771805919
dissection,101.74389094057905
dissection,96.71162053168104
dissection,98.567962512827
dissection,105.91832755359358
dissection,106.02520878224993
dissection,101.48381785220197
dissection,102.61535656487142
dissection,94.68456619327473
dissection,108.56630348901419
dissection,102.21809375651404
dissection,103.67978198016984
dissection,100.14030501746096
dissection,95.66891525782758
dissection,105.95319373872738
dissection,101.35805833616305
dissection,100.70485397083708
dissection,105.08326253172702
dissection,100.81818904631086
dissection,100.39898945695866
dissection,104.81612568533014
dissection,100.09435790237416
dissection,96.73372560155254
dissection,102.87236852860053
augment,94.42754949563589
augment,97.47643237180797
augment,97.10928103317264
augment,97.6275877605691
augment,97.69649858405084
augment,97.83386061642996
augment,99.70606442565725
augment,95.59503963882581
augment,101.75350936430817
augment,98.63479992346964
augment,96.25871604316266
augment,97.90381202242054
augment,102.04388696951857
augment,96.38315426732414
augment,98.62393435273464
augment,100.08301558483356
augment,96.07024124187137
augment,101.22423441776222
augment,99.83480828876975
augment,97.25380580606749
augment,98.4531679643331
augment,103.40850947199118
augment,103.98378339556015
augment,101.87349212452627
augment,103.41832455075686
augment,96.7722568845764
augment,96.38050167651822
augment,98.9674451031017
augment,94.37238131283439
augment,98.91946856460174
augment,94.27599108718624
augment,100.33597517782265
augment,97.05627835758463
augment,97.45170500608508
augment,95.97494100133041
augment,94.07431444995592
augment,93.62144373760232
augment,97.80790958409438
augment,98.2701643941995
augment,92.27167352566372
augment,97.30902462243155
augment,97.39616890962562
augment,94.96792028369575
augment,96.09583423136273
augment,101.62965698548494
augment,100.89489176800555
augment,95.97269221784103
augment,102.03419719639096
augment,98.81673729448404
augment,96.7404372903336
augment,99.726844873807
augment,99.72717368158831
augment,95.93589161138422
augment,98.40600452022437
augment,96.3093157605446
augment,95.25268055398917
augment,98.86488442641648
augment,99.97556110449858
augment,99.37643892901606
augment,101.17794237220185
augment,94.18756170488295
augment,99.37948791043483
augment,99.50944803077445
augment,102.57971578653549
augment,98.06248295923028
augment,98.63680919572681
augment,94.5746526210611
augment,102.07187909373759
augment,98.71966150475282
augment,97.22817082152964
augment,100.95266687481634
augment,99.34428102645848
augment,101.66556768466214
augment,92.58101878097156
augment,97.0095750839236
augment,100.10948581942269
augment,94.01342169089196
augment,102.24735992207803
augment,97.30725750758008
augment,101.4604310642462
augment,99.50461073429439
augment,93.08360388374545
augment,98.7805133024682
augment,99.9179332852407
augment,99.5081232088237
augment,97.06911186339134
augment,94.20025584144751
augment,98.61087510306261
augment,92.60346097813598
augment,103.02634866107846
augment,99.5493354359714
augment,96.2489194856487
augment,100.58537423469582
augment,93.36515036666715
fluor-spar,114.23053199317322
fluor-spar,117.61815413333878
fluor-spar,114.41802770625115
fluor-spar,116.14481679532891
fluor-spar,109.98883928310804
fluor-spar,115.31325293040237
fluor-spar,114.20074873492548
fluor-spar,106.12413452360653
fluor-spar,112.92947778395109
fluor-spar,119.22601366159597
fluor-spar,114.48867882235685
fluor-spar,120.2004521563819
fluor-spar,114.97537777788705
fluor-spar,116.44358818487193
fluor-spar,117.83651149502423
fluor-spar,116.33526859030526
fluor-spar,118.53146139526226
fluor-spar,110.37141112027162
fluor-spar,115.85798172061297
fluor-spar,116.50595197779147
fluor-spar,119.07710284444482
fluor-spar,114.4111938925132
fluor-spar,112.15286538616387
fluor-spar,112.56853233856381
fluor-spar,116.8195301790551
fluor-spar,115.15873974932143
fluor-spar,112.85867661330805
fluor-spar,109.88575255774978
fluor-spar,114.51222743537664
fluor-spar,114.76927222399924
fluor-spar,117.09319225678018
fluor-spar,114.62658760307191
fluor-spar,117.02271347905663
fluor-spar,118.3392008304817
fluor-spar,113.63376315201745
fluor-spar,115.94420798956862
fluor-spar,116.9698089442966
fluor-spar,111.84443050770284
fluor-spar,114.92829960724657
fluor-spar,119.35415900998481
fluor-spar,112.56976611394829
fluor-spar,115.19622774322632
fluor-spar,114.17070140501382
fluor-spar,116.93269248734525
fluor-spar,116.82951122121808
fluor-spar,117.9340557342053
fluor-spar,110.86406799139039
fluor-spar,113.36712005863419
fluor-spar,116.9665554155874
fluor-spar,113.36266391853249
fluor-spar,115.79243491649058
fluor-spar,118.2164717748692
fluor-spar,114.31964477412168
fluor-spar,116.75654602385
fluor-spar,112.6295737887342
fluor-spar,116.31759932676209
fluor-spar,114.08311621467685
fluor-spar,114.52382658260775
fluor-spar,112.57990289804768
fluor-spar,114.30922881571405
fluor-spar,119.16822577549787
fluor-spar,114.37272098882087
fluor-spar,114.90860949061819
fluor-spar,116.2132593953003
fluor-spar,114.80686312280842
fluor-spar,114.30918476115711
fluor-spar,110.05845672553944
fluor-spar,112.32003141448308
fluor-spar,115.93524622180718
fluor-spar,115.8169331260543
fluor-spar,114.54865250596303
fluor-spar,116.31336595601782
fluor-spar,115.86628601753463
fluor-spar,115.57802439617076
fluor-spar,113.43403653123299
fluor-spar,115.60390706254348
fluor-spar,111.00689628703282
fluor-spar,113.0490361063343
fluor-spar,112.62962692055484
fluor-spar,115.42520307233224
fluor-spar,117.21623162275525
fluor-spar,113.77484716875188
fluor-spar,114.5762769243495
fluor-spar,117.89574853191462
fluor-spar,113.74448723502319
fluor-spar,116.24102680356087
fluor-spar,113.21702425410278
fluor-spar,113.49275191901025
fluor-spar,114.27036457998442
fluor-spar,109.7904969292244
fluor-spar,115.50100513205615
fluor-spar,118.182356292918
fluor-spar,118.85167853828838
fluor-spar,118.48956714162249
fluor-spar,118.96691934462166
fluor-spar,115.9414630309345
fluor-spar,114.89256812980332
fluor-spar,110.76348001109362
fluor-spar,113.5077323427148
fluor-spar,112.07059349795757
fluor-spar,117.6440614541316
fluor-spar,119.35616308339887
fluor-spar,112.00500176617528
fluor-spar,112.9636838691936
fluor-spar,119.45551901310948
substitutes,116.54902382470281
substitutes,110.7460569320258
substitutes,105.61540442989104
substitutes,109.88739691094146
substitutes,106.43031346804722
substitutes,108.35904090705777
substitutes,109.75676028032049
substitutes,115.27054332845223
substitutes,110.24775773156351
substitutes,107.59119095195243
substitutes,104.75913225906432
substitutes,112.0518631476482
substitutes,107.99504548203943
substitutes,109.69271006722173
substitutes,111.53696138208095
substitutes,109.29184564813745
substitutes,109.31907614429291
substitutes,111.17074893989394
substitutes,105.78172704616043
substitutes,106.77906228900889
substitutes,108.89829173353782
substitutes,111.76599084294597
substitutes,107.09703409309274
substitutes,110.73285203876952
substitutes,112.04411944287394
substitutes,111.86794981264252
substitutes,115.06119215721615
substitutes,105.92548566648092
substitutes,109.6478578789556
substitutes,107.34953729316784
substitutes,111.80231086583852
substitutes,105.34471918173112
substitutes,109.52100754042756
substitutes,110.17571095331668
substitutes,109.0800198154642
substitutes,109.46160446161456
substitutes,110.35675742152722
substitutes,110.19547436660788
substitutes,109.7462200850088
substitutes,110.71003371820062
substitutes,111.68091536432433
substitutes,106.82253707657877
substitutes,111.93501367920305
substitutes,107.52288701928416
substitutes,110.6493667353818
substitutes,107.85768228051221
substitutes,103.78545259655563
substitutes,111.02752268418499
