value,label
168.22,mastiffs
177.23000000000002,mastiffs
157.44,mastiffs
152.05,mastiffs
165.18,mastiffs
131.16,mastiffs
140.32999999999998,mastiffs
149.85000000000002,mastiffs
129.37,mastiffs
181.85,mastiffs
160.54000000000002,mastiffs
103.61,mastiffs
188.79000000000002,mastiffs
155.75,mastiffs
207.81,mastiffs
145.56,mastiffs
137.65,mastiffs
173.98000000000002,mastiffs
132.63,mastiffs
158.32999999999998,mastiffs
160.37,mastiffs
143.93,mastiffs
144.35,mastiffs
125.67,mastiffs
116.43,mastiffs
142.78,mastiffs
158.31,mastiffs
189.17000000000002,mastiffs
125.33,mastiffs
122.35,mastiffs
157.11,mastiffs
175.39,mastiffs
155.28,mastiffs
135.48,mastiffs
163.44,mastiffs
187.37,mastiffs
95.07000000000001,mastiffs
159.32,mastiffs
180.41,mastiffs
161.01,mastiffs
160.22,mastiffs
150.89,mastiffs
102.17,mastiffs
172.05,mastiffs
141.16,mastiffs
185.97,mastiffs
168.26,mastiffs
161.14999999999998,mastiffs
134.03,mastiffs
160.10000000000002,mastiffs
175.43,mastiffs
168.21,mastiffs
175.88,mastiffs
151.29,mastiffs
111.17,mastiffs
160.55,mastiffs
181.28,mastiffs
180.12,mastiffs
158.75,mastiffs
163.95999999999998,mastiffs
137.18,mastiffs
141.34,mastiffs
142.78,mastiffs
187.27,mastiffs
137.15,mastiffs
158.67,mastiffs
225.03,mastiffs
135.69,mastiffs
149.56,mastiffs
145.35,mastiffs
115.47,mastiffs
155.41000000000003,mastiffs
128.04999999999998,mastiffs
178.95,mastiffs
178.32999999999998,mastiffs
160.32,mastiffs
141.73,mastiffs
130.04,mastiffs
142.87,mastiffs
126.42,mastiffs
123.25999999999999,mastiffs
134.42999999999998,mastiffs
154.98000000000002,mastiffs
186.54,mastiffs
197.06,mastiffs
194.60999999999999,mastiffs
176.18,mastiffs
125.91000000000001,mastiffs
167.21,mastiffs
164.94,mastiffs
96.1,mastiffs
196.72,mastiffs
119.33,mastiffs
129.80999999999997,mastiffs
135.70000000000002,mastiffs
145.32999999999998,mastiffs
125.04,mastiffs
172.05,mastiffs
151.54,mastiffs
165.83,mastiffs
188.42,fluor-spar
217.98000000000002,fluor-spar
198.32,fluor-spar
201.47,fluor-spar
192.67,fluor-spar
202.92000000000002,fluor-spar
217.23000000000002,fluor-spar
184.06,fluor-spar
217.86999999999998,fluor-spar
214.64,fluor-spar
211.94,fluor-spar
186.35999999999999,fluor-spar
186.5,fluor-spar
208.16,fluor-spar
209.81,fluor-spar
212.56,fluor-spar
190.79,fluor-spar
185.53,fluor-spar
185.88,fluor-spar
188.0,fluor-spar
193.10999999999999,fluor-spar
196.44,fluor-spar
213.61,fluor-spar
210.46,fluor-spar
211.07,fluor-spar
214.07999999999998,fluor-spar
186.7,fluor-spar
207.5,fluor-spar
217.07999999999998,fluor-spar
205.45,fluor-spar
212.56,fluor-spar
185.87,fluor-spar
202.99,fluor-spar
187.89,fluor-spar
187.46,fluor-spar
178.99,fluor-spar
208.41000000000003,fluor-spar
192.22,fluor-spar
212.48,fluor-spar
194.65,fluor-spar
185.44,fluor-spar
188.34,fluor-spar
189.75,fluor-spar
207.26,fluor-spar
180.63,fluor-spar
186.91,fluor-spar
184.6,fluor-spar
192.17999999999998,fluor-spar
194.56,fluor-spar
217.59,fluor-spar
215.20000000000002,fluor-spar
191.32999999999998,fluor-spar
210.71,fluor-spar
212.85,fluor-spar
206.1,fluor-spar
197.92,fluor-spar
181.75,fluor-spar
204.98999999999998,fluor-spar
204.7,fluor-spar
200.16,fluor-spar
198.57,fluor-spar
192.0,fluor-spar
197.11,fluor-spar
195.09,fluor-spar
210.77,fluor-spar
214.54,fluor-spar
196.94,fluor-spar
195.17,fluor-spar
189.98999999999998,fluor-spar
217.36,fluor-spar
184.89,fluor-spar
190.98,fluor-spar
214.94,fluor-spar
208.85,fluor-spar
205.92999999999998,fluor-spar
190.59,fluor-spar
212.03,fluor-spar
197.29,fluor-spar
204.92999999999998,fluor-spar
208.94,fluor-spar
195.79000000000002,fluor-spar
214.92,fluor-spar
209.25,fluor-spar
183.03,fluor-spar
188.14000000000001,fluor-spar
205.21,fluor-spar
188.85,fluor-spar
181.98999999999998,fluor-spar
205.96,fluor-spar
184.0,fluor-spar
201.94,fluor-spar
207.97,fluor-spar
185.29,fluor-spar
208.89999999999998,fluor-spar
200.82,fluor-spar
201.44,fluor-spar
186.42000000000002,fluor-spar
193.69,fluor-spar
199.78,fluor-spar
214.23999999999998,fluor-spar
44.76,augment
37.1,augment
43.74,augment
42.21,augment
