x,y,label
4.563,-5.037614167144561,rhomboids
13.218,10.943396499482988,rhomboids
-0.187,26.194121171472787,rhomboids
-5.196,1.9784237691951612,rhomboids
0.788,-17.37843394771111,rhomboids
2.526,-10.658031571163423,rhomboids
7.957,17.67430478344912,rhomboids
-6.268,-5.737525151417523,rhomboids
-8.029,34.1324138151492,rhomboids
-2.804,29.39232053710196,rhomboids
-5.429,12.546612818813033,rhomboids
-0.059,11.378317210761423,rhomboids
2.676,-11.05486526901684,rhomboids
0.845,27.633928192021923,rhomboids
10.498,-25.009893360807613,rhomboids
-3.683,-11.37536789915414,rhomboids
5.448,-19.670622582462233,rhomboids
-9.668,5.178996266169797,rhomboids
-4.468,-35.616942829080685,rhomboids
-0.077,8.041895978761447,rhomboids
4.2,16.387526002037067,rhomboids
4.338,13.882202253609234,rhomboids
5.359,6.6350869249243996,rhomboids
8.583,39.10994241976915,rhomboids
-0.558,-12.35727418048425,rhomboids
-5.186,-26.226157040654254,rhomboids
-0.956,3.275579319733666,rhomboids
9.078,5.31776579280449,rhomboids
1.529,34.12700302078183,rhomboids
-0.106,15.329647285423118,rhomboids
-14.355,4.331413447220774,rhomboids
13.589,-24.12077806599612,rhomboids
0.084,42.73590140701735,rhomboids
0.911,27.364236090155877,rhomboids
-2.296,-41.375616562641355,rhomboids
-5.209,-63.37870071225538,rhomboids
6.135,26.030787505155267,rhomboids
0.238,42.89218257555923,rhomboids
-2.394,-5.743377365613931,rhomboids
-9.011,-21.98788050338087,rhomboids
0.268,38.88134150285121,rhomboids
-6.938,6.976037381357045,rhomboids
9.184,-34.82782629775941,rhomboids
0.814,-24.327004955484455,rhomboids
-2.022,0.7993107228304446,rhomboids
10.331,35.451412246784045,rhomboids
0.149,30.624911384994157,rhomboids
0.042,-12.598743830305832,rhomboids
12.524,53.53705384313322,rhomboids
-3.456,40.63176590641865,rhomboids
1.376,17.498059007624605,rhomboids
1.651,-9.222284418495901,rhomboids
-1.905,-30.536011957107707,rhomboids
3.403,2.201680375717885,rhomboids
0.498,-28.925162262043195,rhomboids
3.705,29.264779495207332,rhomboids
6.229,13.013971278846455,rhomboids
2.415,-20.859194237467342,rhomboids
-8.013,-9.36420009427681,rhomboids
-3.729,7.798615433777739,rhomboids
1.418,14.329140978026278,rhomboids
-3.988,-10.51825064187452,rhomboids
0.012,-15.370256213091,rhomboids
0.683,21.0338288824698,rhomboids
-12.084,1.5547760970081932,rhomboids
-2.991,7.952095774318336,rhomboids
3.3,24.406511710879833,rhomboids
-1.203,-18.50039391980956,rhomboids
0.347,11.403056885658808,rhomboids
2.984,-14.055343427219308,rhomboids
4.571,28.174891847645274,rhomboids
-5.928,-3.4945483211024992,rhomboids
-5.499,17.642475614585564,rhomboids
2.885,-17.661530157171512,rhomboids
2.438,12.805621648907369,rhomboids
3.52,-104.365,spies
-0.717,-37.566,spies
2.562,64.319,spies
3.374,53.275,spies
-9.794,-7.244,spies
-0.892,-65.73,spies
-0.003,132.813,spies
3.183,35.705,spies
-0.714,-48.192,spies
-0.281,41.256,spies
0.005,75.843,spies
3.438,68.914,spies
2.313,18.982,spies
0.88,18.704,spies
-1.913,14.525,spies
-1.291,-3.449,spies
1.383,32.274,spies
-0.966,38.937,spies
0.919,-61.507,spies
1.312,2.809,spies
-1.154,23.338,spies
-1.535,110.979,spies
-4.085,-11.624,spies
-2.253,-2.906,spies
0.072,125.372,spies
3.469,-68.94,spies
7.473,198.171,spies
-7.076,32.713,spies
8.133,-159.186,spies
-1.498,17.622,spies
-1.057,107.366,spies
2.846,63.69,spies
0.729,121.1,spies
23.626,3.034,spies
-1.342,142.952,spies
2.283,-58.386,spies
-0.871,1.056,spies
-4.589,7.137,spies
-0.791,30.296,spies
-2.366,-0.572,spies
-0.666,-84.11,spies
2.689,-111.986,spies
-0.328,36.851,spies
2.383,82.462,spies
-7.643,-31.967,spies
-13.954,14.786,spies
-0.423,-13.45,spies
0.616,32.933,spies
2.203,-3.818,spies
4.762,49.486,spies
-0.985,18.242,spies
-9.595,-109.852,spies
-2.345,-16.303,spies
0.6,-168.63,spies
1.499,36.65,spies
-1.948,-104.68,spies
-2.654,74.706,spies
-0.1,-48.096,spies
-6.378,-17.302,spies
8.914,0.861,spies
-0.051,24.375,spies
-3.109,107.821,spies
2.043,74.963,spies
-0.064,-61.073,spies
0.296,-94.666,spies
-1.883,103.595,spies
-5.3,-41.623,spies
16.265,-68.318,spies
-5.396,-53.686,spies
-3.507,-17.125,spies
1.722,179.447,spies
-4.619,46.502,spies
7.326,-129.351,spies
-2.859,-60.165,spies
-6.126,156.666,spies
