limey,augment
streptothricin,75.66633922744106
streptothricin,73.85045389663014
streptothricin,79.74602654450072
streptothricin,73.24501493408945
streptothricin,75.11173001092375
streptothricin,73.7611549108252
streptothricin,77.60296688043672
streptothricin,75.87698920332302
streptothricin,79.33779826807465
streptothricin,74.86665805239701
streptothricin,71.91619612278073
streptothricin,77.31140350029588
streptothricin,74.46102254193806
streptothricin,78.05993756372577
streptothricin,77.8184163368327
streptothricin,75.26004127572422
streptothricin,76.39657976704714
streptothricin,81.75783073476971
streptothricin,79.81368923839403
streptothricin,79.00654506095013
streptothricin,74.44304015682192
streptothricin,81.19275445173798
streptothricin,81.38270092561707
streptothricin,76.38276082350681
streptothricin,76.1080693427906
streptothricin,72.75028848563218
streptothricin,79.2924113546621
streptothricin,75.98562165463186
streptothricin,78.2341038486531
streptothricin,77.16428478825776
streptothricin,79.40757762338451
streptothricin,77.04095910287697
streptothricin,76.33045721385584
streptothricin,79.61230074596803
streptothricin,78.22189237939769
streptothricin,71.59696035360659
streptothricin,78.74815343074471
streptothricin,76.30027880405054
streptothricin,80.55435134295156
streptothricin,80.12101384694837
streptothricin,73.65223092894135
streptothricin,78.97271512080022
streptothricin,72.96805580064533
streptothricin,75.74486860230192
streptothricin,75.83943416569969
streptothricin,75.03402171392142
streptothricin,78.16719246368243
streptothricin,76.7310109413825
streptothricin,73.38033395656583
streptothricin,75.536653718718
streptothricin,71.75199288093823
streptothricin,76.9380365674954
streptothricin,71.68578767546389
streptothricin,73.9820375876757
streptothricin,75.51593470503694
streptothricin,77.09067944161607
streptothricin,75.79546282513449
streptothricin,77.34481222334959
streptothricin,77.78535249716562
streptothricin,75.04560632356224
streptothricin,77.54794933939783
streptothricin,73.44615083440922
streptothricin,77.55802221596818
streptothricin,74.50288162788974
streptothricin,81.93302196758145
streptothricin,73.63176986670373
streptothricin,76.25862935293655
streptothricin,77.0498452497946
streptothricin,78.73588914136572
streptothricin,76.3239821022358
streptothricin,77.40322956098082
streptothricin,76.61694748538139
streptothricin,78.64348170790295
streptothricin,80.05308257690088
streptothricin,79.15726455502569
streptothricin,77.70809029738999
streptothricin,80.27878319224308
streptothricin,82.92004753143355
streptothricin,81.11748115066
streptothricin,79.72834966880883
streptothricin,76.15087387049888
streptothricin,79.65084836690275
streptothricin,81.69679260270412
streptothricin,79.83362505750192
streptothricin,78.83586142269696
streptothricin,76.39257905671772
streptothricin,73.7690840612728
streptothricin,79.43382825322566
streptothricin,72.91440664001897
streptothricin,74.78892686422907
streptothricin,78.80435239569921
streptothricin,75.97582570942562
streptothricin,75.77500060216904
lungers,80.80667478128447
lungers,79.13507763163103
lungers,75.25125209009008
lungers,81.10508162650552
lungers,85.2135339901094
lungers,83.34626819695896
lungers,80.22160597649282
lungers,86.15518395409758
lungers,83.4540319666942
lungers,87.46643902893216
lungers,81.57112822764478
lungers,80.04962805535249
lungers,81.04822878745156
lungers,83.3404840517005
lungers,82.69725588603384
lungers,80.65197942408803
lungers,78.09078712504483
lungers,83.96694696056606
lungers,78.69757597050963
lungers,75.57808666490757
lungers,82.97700543235074
lungers,79.63179085684007
lungers,82.87500476591752
lungers,80.42459766558584
lungers,80.83824018774216
lungers,73.4334415249911
lungers,82.1962452055123
lungers,83.9050392968163
lungers,82.65367883707262
lungers,77.88316416348196
lungers,80.27999787319082
lungers,79.95933313342448
lungers,82.58371234220832
lungers,80.83345862073354
lungers,80.90502524379933
lungers,81.66568572423981
lungers,81.89776801698062
lungers,84.11691384604605
lungers,76.77479794732294
lungers,83.3833605938667
lungers,78.28715847939925
lungers,81.99941733944951
lungers,85.89139855324481
lungers,81.96778307443694
lungers,84.7625403711698
lungers,77.71904263535909
lungers,83.26040111798719
lungers,83.93341022600758
lungers,80.64126692639199
lungers,79.21954432387098
lungers,78.80662795125222
lungers,81.46166287903584
lungers,81.05751676343064
lungers,83.33028928741209
lungers,77.07677580586974
lungers,80.36554193713029
lungers,79.4176290570174
lungers,81.52045515264884
lungers,83.10169078558367
lungers,82.1468214216823
lungers,79.16476579147462
lungers,79.46978761072037
lungers,77.83430241885105
lungers,78.65235311832852
lungers,78.41010753846727
lungers,79.18113239548883
lungers,75.51117263706381
lungers,83.94674371617317
lungers,80.13656839433358
lungers,79.42815655988932
lungers,75.58266899439745
lungers,81.57548923667349
lungers,82.06401088954209
lungers,80.66411976512046
lungers,79.2220072751718
lungers,81.14540500558962
lungers,83.39566337391678
lungers,76.05136062446256
lungers,78.06953161363136
lungers,81.3983314026383
lungers,77.9831680050108
lungers,81.05214942845062
lungers,80.18139973149226
lungers,78.28927371246401
lungers,77.88892923739826
lungers,84.90318426463875
lungers,82.7224016602493
lungers,79.97109920199408
lungers,82.34548022309056
lungers,78.1311043774012
lungers,85.71778744431572
lungers,79.75077043303561
lungers,81.68813371865322
lungers,81.50896112430037
lungers,77.88832800522069
lungers,74.98827252052934
lungers,80.95137481129662
lungers,80.14407301883583
lungers,80.7636668902332
lungers,81.34039658219727
lungers,84.39085227778239
lungers,81.22847344947095
lungers,76.47321192957718
lungers,79.6251941388871
lungers,77.23309185181068
lungers,84.57318009715794
lungers,83.86892479020386
lungers,78.7349064545066
dissection,66.91083571700416
dissection,69.92634859251523
dissection,68.13918321172693
dissection,69.07602582587865
dissection,68.97860268552384
dissection,68.63568248768244
dissection,64.75022791208747
dissection,69.01412099913289
dissection,68.28967024231137
dissection,65.70429843067248
dissection,66.40764328695892
dissection,68.50351197475081
dissection,73.23225081002538
dissection,66.65327922235284
dissection,69.14062794935683
dissection,67.08450405260292
dissection,66.05547168782218
dissection,63.41543988881465
dissection,69.21149666847816
dissection,69.66336416762412
dissection,66.5019565354675
dissection,65.03856996846774
dissection,68.65693460518645
dissection,70.15745815423843
dissection,64.69189810529423
dissection,67.11825964817302
dissection,69.43078638844096
dissection,66.40545500142659
dissection,69.06382476769488
dissection,68.68719681147073
dissection,70.8084302294448
dissection,64.84128027118606
dissection,64.04439146966061
dissection,64.62697375214873
dissection,70.04261561782091
dissection,65.92602237727712
dissection,71.66247495297635
dissection,74.50273275805185
dissection,72.51791397040496
dissection,67.57940528537773
dissection,68.7949980129484
dissection,69.02401774896616
dissection,64.85920432064579
dissection,72.02011499696953
dissection,71.85710510782016
dissection,64.44190403221354
dissection,67.57056387381638
dissection,71.74491334233711
dissection,68.33599453017092
dissection,65.88785623070713
dissection,69.1340277631277
dissection,68.72835673726286
dissection,67.22851669609217
dissection,68.65931678522989
dissection,69.45825333542905
dissection,67.66583957528469
dissection,66.52016563635746
dissection,73.57572568681123
dissection,67.27649372232895
dissection,68.2027785759522
dissection,70.85748033948552
dissection,63.22372519643832
dissection,67.47673368939319
dissection,67.09016123354156
dissection,63.95121055732887
dissection,66.54697255585907
dissection,71.2225571504679
dissection,66.27658410443227
dissection,63.25895165308839
dissection,73.29357506504964
dissection,69.03465770453603
dissection,68.72751566976034
dissection,69.06950735106444
dissection,70.25042467990116
dissection,65.33645360465982
dissection,63.70419917516823
dissection,68.30094247692482
dissection,70.49963934428781
dissection,68.04156432566283
dissection,72.16554531998716
dissection,68.60406710097926
dissection,64.44051208085924
dissection,70.63798845475725
dissection,66.99750324791941
dissection,67.92158109334804
dissection,69.78567055520577
dissection,64.67434595737302
dissection,69.92310913129243
dissection,68.62852595594445
dissection,67.23735845187217
dissection,68.1126933420383
dissection,66.71036795935916
dissection,65.31299689239468
fluor-spar,77.68870682749616
fluor-spar,80.97309690419304
fluor-spar,78.51129272899925
fluor-spar,77.5972023564957
fluor-spar,80.52126671981776
fluor-spar,86.3436511270518
fluor-spar,84.94818836563226
fluor-spar,77.05975621389996
fluor-spar,78.2905055336666
fluor-spar,81.27111722341613
fluor-spar,81.03547383946571
fluor-spar,78.51998075420802
fluor-spar,81.16842920805713
fluor-spar,80.8862491539178
fluor-spar,78.11902883273491
fluor-spar,79.60026522587587
fluor-spar,79.50736684564924
fluor-spar,81.46209933239172
fluor-spar,78.71020142978652
fluor-spar,81.56965022158313
fluor-spar,80.31501444702984
fluor-spar,78.57903878463796
fluor-spar,80.94015458304796
fluor-spar,79.96187268893623
fluor-spar,81.45406324610937
fluor-spar,77.30243156994332
fluor-spar,81.20676279634718
fluor-spar,80.53481780001009
fluor-spar,79.70988396904484
fluor-spar,77.41803889236012
fluor-spar,76.50073532198294
fluor-spar,77.92737554100086
fluor-spar,80.86098723730478
fluor-spar,78.97523101688392
fluor-spar,81.10500112247337
fluor-spar,79.03769691371971
fluor-spar,83.37116994594567
fluor-spar,80.31431875821336
fluor-spar,79.42682763086312
fluor-spar,80.68314866487769
fluor-spar,76.64695905923806
fluor-spar,74.48990879671908
fluor-spar,79.72473202958408
fluor-spar,79.33970200811454
fluor-spar,80.5574632487716
fluor-spar,81.55577798264389
fluor-spar,81.05657132176353
fluor-spar,79.07613448598485
fluor-spar,80.06942187431122
fluor-spar,78.5920893907546
fluor-spar,82.40924251395047
fluor-spar,76.77132112467348
fluor-spar,77.27458807713896
fluor-spar,78.25876336380081
fluor-spar,84.35061695518272
fluor-spar,82.86326187272151
fluor-spar,82.47959587653628
fluor-spar,80.08953799702013
fluor-spar,82.45801359843605
fluor-spar,76.82789451759855
fluor-spar,80.99510854507986
fluor-spar,76.52688257059584
fluor-spar,79.93176492990077
fluor-spar,84.00474932144529
fluor-spar,81.26949693686069
fluor-spar,74.78324863597345
fluor-spar,81.46791472387291
fluor-spar,77.11937700781202
fluor-spar,86.13014685674459
fluor-spar,81.28928574424053
fluor-spar,85.5424908548208
fluor-spar,82.58233805045269
fluor-spar,83.23903988638735
fluor-spar,80.0160958663735
fluor-spar,77.02270346102299
fluor-spar,79.99182169078078
fluor-spar,78.76043851133434
fluor-spar,79.94414846948919
fluor-spar,74.16667403141727
