spies,filibusters
dissection,-18.448748900413317
dissection,-17.44221035107556
dissection,-13.874555067810997
dissection,-12.891397769795802
dissection,-11.204395329889836
dissection,-10.496125554186081
dissection,-10.452636124872804
dissection,-9.929622163829245
dissection,-9.683265123560854
dissection,-9.267632503455506
dissection,-9.024620794640843
dissection,-8.84342675799006
dissection,-8.319271491053684
dissection,-8.219970745014033
dissection,-8.152622325863724
dissection,-8.140837170718967
dissection,-8.016684722838935
dissection,-7.801487058428373
dissection,-6.565800043017462
dissection,-6.45196104600302
dissection,-6.266867346998093
dissection,-4.9119996448105985
dissection,-4.842967390111509
dissection,-4.775701507423557
dissection,-4.1819372303027675
dissection,-3.658890527423315
dissection,-3.240300308572539
dissection,-2.8863083705675434
dissection,-2.7938780986593517
dissection,-2.690310240524986
dissection,-2.592669055308186
dissection,-2.5855316485887845
dissection,-2.5382529512736487
dissection,-2.3781065516602404
dissection,-1.8782699336313602
dissection,-1.7542028194261408
dissection,-1.3943951079381547
dissection,-1.2362820147262545
dissection,-0.8827683188366955
dissection,-0.8542930465726222
dissection,-0.38830377091922286
dissection,0.0282390147333529
dissection,0.39116639168745426
dissection,0.4099159493729973
dissection,0.47880876070202966
dissection,0.5102862444185647
dissection,0.6182490706471145
dissection,0.956162019074029
dissection,1.1559621754691563
dissection,1.562334624139212
dissection,1.826657081824932
dissection,2.4206957610033264
dissection,2.507131568705012
dissection,2.927056674948883
dissection,3.1607504772376624
dissection,3.213053027143084
dissection,3.2867371679792274
dissection,3.590041892878244
dissection,3.9759451169943687
dissection,4.262395913381737
dissection,4.357607033223932
dissection,5.034931771157725
dissection,5.2905622208620295
dissection,5.4830012633306415
dissection,5.499787893364508
dissection,6.02016758106293
dissection,6.084562700786619
dissection,6.457720122224456
dissection,6.644061931926303
dissection,6.879653539585407
dissection,6.893599857550461
dissection,7.75450569456253
dissection,7.977413705653332
dissection,8.655699371942877
dissection,8.995041623519752
dissection,9.040585262898706
dissection,9.293097638202882
dissection,9.429433965011022
dissection,9.849119607996434
dissection,9.926219811811848
dissection,10.72168614959957
dissection,11.416973237379336
dissection,11.649005302653904
dissection,12.210322361625133
dissection,12.280666465645487
dissection,13.521758871374171
dissection,13.890205258835914
dissection,14.80820063668689
dissection,14.944229470022727
dissection,17.80793129015741
dissection,24.3474940880208
cytopenias,-3.5320508737639003
cytopenias,-3.2014330554251202
cytopenias,-3.0034324288604384
cytopenias,-2.8328073831424527
cytopenias,-2.2632692504436958
cytopenias,-2.2149453095120175
cytopenias,-2.210200468545107
cytopenias,-2.1099962458661694
cytopenias,-2.008251704549924
cytopenias,-1.9244122278965483
cytopenias,-1.8757388888196342
cytopenias,-1.8454506352999942
cytopenias,-1.8386536485240055
cytopenias,-1.8123139028094801
cytopenias,-1.6684902084393982
cytopenias,-1.6565056293196123
cytopenias,-1.5141326098591115
cytopenias,-1.512122118041615
cytopenias,-1.4792905019425522
cytopenias,-1.4306099516739128
cytopenias,-1.3161356186404845
cytopenias,-1.2972332776584452
cytopenias,-1.2942983483431723
cytopenias,-1.2919982792387934
cytopenias,-1.2556596846795607
cytopenias,-1.2161768807662163
cytopenias,-1.1708859135501883
cytopenias,-1.1327292316741182
cytopenias,-1.0015289908657887
cytopenias,-0.9083289371479693
cytopenias,-0.8802556415736146
cytopenias,-0.8696183240685876
cytopenias,-0.8055230202579649
cytopenias,-0.7873525886129545
cytopenias,-0.7781815691745985
cytopenias,-0.6920280145757493
cytopenias,-0.6876846661425607
cytopenias,-0.6100217763343297
cytopenias,-0.5469917896365037
cytopenias,-0.5233766497843187
cytopenias,-0.5190836558880528
cytopenias,-0.4379377189092949
cytopenias,-0.27499740142678863
cytopenias,-0.23819695456517592
cytopenias,-0.169456251099712
cytopenias,-0.16022646511525135
cytopenias,-0.14070764428855187
cytopenias,-0.13661852274722255
cytopenias,-0.1048531830701187
cytopenias,-0.07685954232558384
cytopenias,-0.03684873210642914
cytopenias,-0.027615692887081288
cytopenias,0.02244447895857235
cytopenias,0.04229677883893664
cytopenias,0.048223536178998515
cytopenias,0.09415450225224017
cytopenias,0.11408033646166944
cytopenias,0.1528334886840628
cytopenias,0.1574856788073089
cytopenias,0.16598191942210175
cytopenias,0.2580387253712359
cytopenias,0.278616955267725
cytopenias,0.30115492292693574
cytopenias,0.3500341772274332
cytopenias,0.35597201434397535
cytopenias,0.3714634845044737
cytopenias,0.42471817085830815
cytopenias,0.5380564337112885
cytopenias,0.5887431860850936
cytopenias,0.6269499946109772
cytopenias,0.62726351587885
cytopenias,0.6729281986089892
cytopenias,0.7768020693357214
cytopenias,0.8275966633850592
cytopenias,0.8523809995514492
cytopenias,0.9677927615775531
cytopenias,0.9731597384686886
cytopenias,0.9845137127311288
cytopenias,1.0127902281918169
cytopenias,1.020527861763876
cytopenias,1.055173754486335
cytopenias,1.1299634167631292
cytopenias,1.2097918144502064
cytopenias,1.2717353631183341
cytopenias,1.4215574290142798
cytopenias,1.436611615220812
cytopenias,1.4507033632057877
cytopenias,1.4644600614266403
cytopenias,1.4858500583567724
cytopenias,1.5255703227768391
cytopenias,1.534362029426474
cytopenias,1.5669113078615926
cytopenias,1.5947889581917027
cytopenias,1.9014380513882578
cytopenias,1.9041639693962285
cytopenias,1.9321742460807387
cytopenias,2.0030798968107644
cytopenias,2.0274648318164052
cytopenias,2.135222031287028
cytopenias,2.2230440927112793
cytopenias,2.4612202625048933
cytopenias,2.5146352777252914
cytopenias,3.027879439689824
cytopenias,4.603932771628613
augment,-8.003805272597397
augment,-7.312037121296866
augment,-6.5021324643510905
augment,-6.344614328559635
augment,-5.830716560408877
augment,-5.501637344368506
augment,-5.457179787359977
augment,-5.409857127495234
augment,-4.653346716525015
augment,-4.5407911606917075
augment,-4.520093165903977
augment,-4.370836217438783
augment,-3.7479762807885986
augment,-3.701221532646145
augment,-3.6905336626789005
augment,-3.6067343707680495
augment,-3.4542452680169347
augment,-3.1264733301433285
augment,-3.120004988714844
augment,-3.0569133067457184
augment,-2.89483936238268
augment,-2.885809690300058
augment,-2.5020907179038554
augment,-2.386403715788157
augment,-2.2467851780300263
augment,-2.1731935578988493
augment,-2.135887432210929
augment,-1.9823114357362115
augment,-1.8926928526263649
augment,-1.8457632545904297
augment,-1.8165672818520469
augment,-1.5444240077503888
augment,-1.4316000443580972
augment,-1.426452648528188
augment,-1.3906526833653474
augment,-1.3885426123711702
augment,-1.2991237187141362
augment,-1.2310548669494714
augment,-1.1630947666716134
augment,-1.07890086951137
augment,-1.0657083023562117
augment,-1.0507222857020808
augment,-0.8802701146979239
augment,-0.7838048359141035
augment,-0.5310078374749464
augment,-0.3210062742809542
augment,-0.11114763307854836
augment,0.04991276117142387
augment,0.1657426863961684
augment,0.3721039546570103
augment,0.4528312767023306
augment,0.6396780720562294
augment,0.6581074022792144
augment,0.83324816086795
augment,0.8705422725899111
augment,0.9170764240346129
augment,1.0681338064302452
augment,1.106770937082552
augment,1.1863667413828798
augment,1.3468689862938348
augment,1.4690701875590693
augment,1.4872025833658202
augment,1.5579388677622448
augment,1.635048548816189
augment,1.690622626084504
augment,1.7476456722121352
augment,1.939709161534206
augment,1.9775712015260662
augment,2.0791199365002764
augment,2.2256512379973263
augment,2.3091774180567155
augment,2.3345137611293585
augment,2.3900866986936897
augment,2.455950409581589
augment,2.4850299170427976
augment,2.5363255493236596
augment,2.566803927408407
augment,2.6906404309289673
augment,2.852846898755902
augment,3.064577093212454
augment,3.158502925286401
augment,3.257979332360792
augment,3.270393837067522
augment,3.3380823233430967
augment,3.346179078495002
augment,3.440092282011583
augment,3.4444098299469506
augment,3.5077839170287395
augment,3.5281654448891433
augment,3.5323800599241393
augment,4.005153846786491
augment,4.165327576561359
augment,4.178220276896594
augment,4.185497270605021
augment,4.266569390372744
augment,5.6427322560420965
augment,5.804810531859794
augment,6.567750167444854
augment,6.851005333729354
augment,7.206225118415533
augment,7.47241128991903
augment,7.5500113006208736
augment,7.819619033648767
Judaea,-8.764173681370425
Judaea,-7.932108444939701
Judaea,-7.807758235654495
Judaea,-7.4860732424259355
Judaea,-5.402959225303455
Judaea,-5.220415413995192
Judaea,-4.946241443672221
Judaea,-4.867758199293064
Judaea,-4.790500018495685
Judaea,-4.699081312912525
Judaea,-4.692058179715351
Judaea,-4.64757970316999
Judaea,-4.514962146974353
Judaea,-4.4871778827901085
Judaea,-4.323906542376154
Judaea,-3.959768391237531
Judaea,-3.7841118264101103
Judaea,-3.478455926817322
Judaea,-3.4268593509290883
Judaea,-3.4087099742212583
Judaea,-3.191949263113558
Judaea,-3.1275079912036508
Judaea,-3.1023766735950282
Judaea,-3.010106153202523
Judaea,-2.9648545490403073
Judaea,-2.779280113926134
Judaea,-2.765909574473373
Judaea,-2.57354069971204
Judaea,-2.502827770880987
Judaea,-2.249628105277301
Judaea,-2.216724454242905
Judaea,-2.1485394075442943
Judaea,-2.0729366990636238
Judaea,-1.842036774682321
Judaea,-1.6507658503352516
Judaea,-1.5849402435984228
Judaea,-1.4731229992808335
Judaea,-1.430254737409337
Judaea,-1.2956638863438634
Judaea,-1.1013260198404475
Judaea,-0.8422928464124462
Judaea,-0.7863465088189695
Judaea,-0.5952921068888815
Judaea,-0.5698499142952111
Judaea,-0.41988002358065857
Judaea,-0.35596525444703403
Judaea,-0.2643273195846824
Judaea,-0.12484444349569815
Judaea,0.01447707979730117
Judaea,0.15121103332094363
Judaea,0.2194227345629532
Judaea,0.22968182766113737
Judaea,0.5350975382768549
Judaea,0.5790158974311841
Judaea,0.6418509195016899
Judaea,0.6749671834553655
Judaea,0.8255861494854101
Judaea,0.909512757495394
Judaea,1.0610325906709475
Judaea,1.1011641233688494
Judaea,1.1015808212265576
Judaea,1.125074446550648
Judaea,1.1496585716741798
Judaea,1.2580863986532758
Judaea,1.300318902269692
Judaea,1.3117299283153478
Judaea,1.3731301739712474
Judaea,1.415954625772074
Judaea,1.483942832179033
Judaea,1.596839264125793
Judaea,1.6952931927304606
Judaea,1.8093473381747038
Judaea,1.8804038990434067
Judaea,1.8904116118652738
Judaea,2.0065058173452393
Judaea,2.199326962623963
Judaea,2.281594748408357
Judaea,2.500775530069214
Judaea,2.536343209737939
Judaea,2.6215614709358563
Judaea,2.7546577608199607
Judaea,2.798895031517551
Judaea,3.020516243871182
Judaea,3.0497599081661386
Judaea,3.065100099091958
Judaea,3.2302001293072715
Judaea,3.337899327737365
Judaea,3.5305108821888815
Judaea,3.616871443276358
Judaea,3.631106866212639
Judaea,3.7920487812810477
Judaea,3.8365423234037963
Judaea,3.984453847604053
Judaea,4.0856536756300565
Judaea,4.196834376857503
Judaea,4.30537770738924
Judaea,4.319519541959193
Judaea,4.378837626297308
Judaea,4.908448640619866
Judaea,5.269599707067926
Judaea,5.537415827735187
Judaea,5.567410455282713
Judaea,5.729939439025787
Judaea,6.29386939795291
Judaea,6.480924788222694
Judaea,6.631921651886526
Judaea,6.976615610489004
Judaea,7.315017911982493
Judaea,7.511799786082721
Judaea,10.742693156677452
mastiffs,-8.395067096981382
mastiffs,-5.916840737200686
mastiffs,-5.425448560739712
mastiffs,-4.987678977568743
mastiffs,-4.973010264320698
mastiffs,-4.9214760518652465
mastiffs,-4.658181346393142
mastiffs,-4.636335215134262
mastiffs,-4.421634402030985
mastiffs,-4.347516039406928
mastiffs,-4.33868252394573
mastiffs,-4.187235844252363
mastiffs,-4.092199262213454
mastiffs,-3.973549478918751
mastiffs,-3.6693300645380216
mastiffs,-3.016099857652888
mastiffs,-2.5839622297056732
mastiffs,-2.5224758450067353
mastiffs,-2.498945374567278
mastiffs,-2.4768067898583066
mastiffs,-2.364711769404696
mastiffs,-2.2258512111876
mastiffs,-2.1864055140390133
mastiffs,-2.0556545617159836
mastiffs,-1.8187891130169527
mastiffs,-1.788425617720102
