cytopenias,substitutes
snowlines,83.72778038584323
snowlines,79.11015788070091
snowlines,78.08324896867286
snowlines,72.36339824015596
snowlines,82.26517726017273
snowlines,79.06605542167271
snowlines,82.62482094659332
snowlines,76.71005856378099
snowlines,87.9669380592728
snowlines,79.6016412039984
snowlines,77.53254759263285
snowlines,74.02817448350375
snowlines,89.14703984230371
snowlines,74.15729199822565
snowlines,78.65630180398591
snowlines,72.12463444722279
snowlines,81.87430144650321
snowlines,82.6265605555989
snowlines,78.47498130164193
snowlines,80.7287231755692
snowlines,72.1905774546199
snowlines,83.24787015121646
snowlines,81.1238511062153
snowlines,75.94318551364736
snowlines,77.73003685638716
snowlines,83.08221079314873
snowlines,89.54994124930043
snowlines,74.9268505862257
snowlines,82.59046740345589
snowlines,78.51695433571008
snowlines,79.81456817445087
snowlines,81.03715941801705
snowlines,77.79001818023751
snowlines,81.13382920121718
snowlines,78.85910369331769
snowlines,82.45006790926345
snowlines,78.86620615469639
snowlines,88.85795535118241
snowlines,75.87247849576946
snowlines,90.19544058180946
snowlines,81.76193332458985
snowlines,80.08611458951304
snowlines,78.37270779887952
snowlines,78.01608998711109
snowlines,80.32319283740507
snowlines,81.16068891391325
snowlines,84.2596599760249
snowlines,76.50493932284299
snowlines,82.75445413622606
snowlines,76.5649112657648
snowlines,86.10659546391288
snowlines,79.72295405949552
snowlines,80.25629417733177
snowlines,74.64918046629869
snowlines,81.75827441755895
snowlines,81.30395409065146
snowlines,87.46356591036927
snowlines,74.37468141942308
snowlines,87.91787033756924
snowlines,83.98987841689657
snowlines,75.37461028801485
snowlines,81.81570698389041
snowlines,78.05434508739016
snowlines,84.57156672492378
snowlines,80.03189685808643
snowlines,80.0226765166319
snowlines,75.06288768011358
snowlines,76.90145782868319
snowlines,79.68489296376144
snowlines,83.64867554538588
snowlines,87.03396208066175
snowlines,78.1788351962746
snowlines,78.79126139559695
snowlines,81.49642150097078
snowlines,79.56246539546599
snowlines,78.72852587272132
snowlines,75.91624186697717
snowlines,76.82981707278952
snowlines,77.91215862932815
snowlines,77.7494337618391
snowlines,82.42292693454927
snowlines,81.30966139322277
snowlines,78.37174166845699
snowlines,79.41533002732054
snowlines,74.84134364422698
snowlines,86.47009350087944
snowlines,78.11208153890419
snowlines,73.10537963315615
snowlines,78.51082492542243
snowlines,76.4623538861785
snowlines,79.0963921768167
snowlines,81.85498354128997
snowlines,85.29352687722681
effacement,77.95229087108007
effacement,84.7174843756772
effacement,72.08286714044827
effacement,80.56313011686535
effacement,76.74334566962607
effacement,73.82165870864844
effacement,72.25192195960759
effacement,71.57373955436279
effacement,76.18081716263976
effacement,66.63876113445865
effacement,71.11114000982951
effacement,67.96005349600362
effacement,74.82360197280617
effacement,73.08428881055254
effacement,69.71675118034912
effacement,78.58311145677901
effacement,73.69421103376894
effacement,71.6976325877279
effacement,71.24923319852442
effacement,73.25154653742338
effacement,69.8975482371245
effacement,81.71800681439277
effacement,77.48755184609088
effacement,74.73034973518146
effacement,72.14413467672132
effacement,70.20245974392695
effacement,77.12019311877602
effacement,69.11165827982165
effacement,79.33200328923598
effacement,77.6739819649794
effacement,69.90348032876409
effacement,70.56239427524484
effacement,79.93819654112208
effacement,79.06835951295146
effacement,78.44660093296335
effacement,71.7506084911429
effacement,68.54868809369319
effacement,82.1204972804838
effacement,69.10766227640462
effacement,71.89375731678916
effacement,65.41757530829591
effacement,75.53673577692159
effacement,78.88407424575765
effacement,76.88778190841697
effacement,77.57402477954437
effacement,71.76857219048114
effacement,81.49037538217247
effacement,75.54939387680145
effacement,73.55467897361969
effacement,67.05086166826948
effacement,72.96836614664274
effacement,66.23843306182081
effacement,78.16994471991072
effacement,74.14709095018284
effacement,74.24511701376616
effacement,65.78472118051943
effacement,67.99519259271354
effacement,67.65308699916717
effacement,73.19741374910753
effacement,75.67895253697456
effacement,73.41639581055246
effacement,77.0579621998069
effacement,77.95678125056159
effacement,74.20304381177725
effacement,72.35644783509323
effacement,79.4592889405139
effacement,65.51759627771251
effacement,67.68685781352491
effacement,78.9642059625373
effacement,70.74897366244872
effacement,73.02961625352981
effacement,69.71592080408907
effacement,76.73549878745948
effacement,76.13070000037659
effacement,69.77278106991943
effacement,70.83122784690579
effacement,69.13328164647491
effacement,73.93959297598461
effacement,69.48263530213063
effacement,77.49375770859037
effacement,67.15402657159274
effacement,79.11484530718009
effacement,80.09647657397984
effacement,70.53411754536573
effacement,74.2985439576317
effacement,73.04974870872897
effacement,69.53407684639136
effacement,72.71988437151975
effacement,72.24505132786533
effacement,69.73735146792636
effacement,75.07602665384617
effacement,71.12921501157179
effacement,78.16938522097445
effacement,69.06213789912388
dissection,72.456055859668
dissection,77.01801108858879
dissection,70.34235786302902
dissection,73.60302288671079
dissection,75.81789487384737
dissection,73.32603591267956
dissection,70.85717261493548
dissection,74.52065720053331
dissection,66.52998279783037
dissection,73.8990471186717
dissection,72.25309707902119
dissection,65.09271255834993
dissection,75.70840442512163
dissection,77.10945184656175
dissection,76.07576173027213
dissection,76.62350842694282
dissection,71.76622332360814
dissection,76.1440723631034
dissection,70.43295506860753
dissection,65.1002522658029
dissection,73.52348988227523
dissection,74.0433813278789
dissection,73.38564601647111
dissection,61.769349351745
dissection,75.20980724091572
dissection,76.26995338963309
dissection,69.55553809789741
