x_substitutes,y_substitutes,x_biblioclast,y_biblioclast,x_filibusters,y_filibusters
0.0,2.7855626051124442,0.0,-6.786866351137514,0.0,7.178627751238146
1.003,-2.72844833702822,1.003,29.919100755861184,1.003,6.774156495767857
2.006,-28.267507144975763,2.006,-35.549650971404574,2.006,-18.523552882861143
3.009,-14.949941301628982,3.009,-11.381077294852235,3.009,50.695090913060604
4.012,-18.53997179689263,4.012,-59.10913731255359,4.012,-20.90898787328198
5.015,-45.14224295198023,5.015,-31.084310594044023,5.015,-0.39951274371842516
6.019,-64.89060109214427,6.019,43.1955829626645,6.019,25.006457993573147
7.022,32.35706276163455,7.022,-27.14565083128849,7.022,-18.848293985012138
8.025,16.901504828327788,8.025,23.87135231564625,8.025,-14.011623399720742
9.028,86.40256875191398,9.028,4.923985098993791,9.028,-30.807024054718518
10.031,25.138314615439114,10.031,9.223479658268777,10.031,-0.5351546783511658
11.034,12.456843500758593,11.034,-20.211341760707228,11.034,-0.651110316856883
12.037,47.53049594813935,12.037,34.88584987014662,12.037,38.63710614806639
13.04,-61.83690419023555,13.04,-51.73708471073387,13.04,1.0850207650647927
14.043,-4.439268993031261,14.043,-28.199554383017194,14.043,59.07924194388575
15.046,-18.75701692519229,15.046,61.13260109299746,15.046,18.034713791529757
16.049,-30.049496917071792,16.049,5.450323708635345,16.049,-20.006456627997498
17.052,24.56021228419134,17.052,-27.19055529936031,17.052,-29.10100535114286
18.056,-0.24153271401776522,18.056,-32.18945404154448,18.056,-2.982412719294868
19.059,-18.998588761013536,19.059,-4.95513713472819,19.059,-12.912582422861794
20.062,-5.568030913737477,20.062,10.13348745011389,20.062,10.844223662967465
21.065,-50.53406481258602,21.065,22.675548239195432,21.065,15.100529499749287
22.068,27.83269681760078,22.068,-15.303121111692803,22.068,18.910130504524503
23.071,-35.20734356860523,23.071,54.336885182184325,23.071,15.783878728793944
24.074,-17.73544739853935,24.074,3.007596461206415,24.074,-55.98920702082816
25.077,12.044893877298076,25.077,56.20940239452969,25.077,-50.72380162676325
26.08,-16.031177962362754,26.08,29.157943911291376,26.08,18.416038814976638
27.083,-52.58067826082598,27.083,-30.75911032799423,27.083,19.6135710448785
28.086,25.95506359811882,28.086,-35.69961840254809,28.086,13.260740463020397
29.09,84.43706333744352,29.09,72.2424544714492,29.09,-14.594462250111306
30.093,-26.970736090001555,30.093,-34.83006635028678,30.093,11.146685180206191
31.096,29.722818417377713,31.096,-17.180445438422765,31.096,-18.154973963260836
32.099,46.731105865034095,32.099,17.857607667032077,32.099,-105.33475927164524
33.102,-36.02640657712675,33.102,15.319674758996928,33.102,5.687757163326911
34.105,-7.916376033754048,34.105,-53.57113268899714,34.105,40.61306480786098
35.108,31.062264923377935,35.108,24.67912591018527,35.108,-24.372703809736663
36.111,66.00381676110783,36.111,0.43299009177594705,36.111,-10.738019260055243
37.114,-1.8895396255041228,37.114,58.7604476019779,37.114,-0.32105371505310487
38.117,48.22030685641183,38.117,-3.6277858767972653,38.117,-8.182161886588096
39.12,3.8490763635062093,39.12,-25.214724743776458,39.12,2.1354351036798738
40.123,33.594703906016875,40.123,31.749072329369476,40.123,-6.543466741331717
41.127,-21.720274584581787,41.127,57.77022733256769,41.127,14.066690535301221
42.13,15.253069525727664,42.13,0.680038966116463,42.13,18.914703920849824
43.133,-21.841615224592818,43.133,25.59073291770646,43.133,-10.77475395279929
44.136,2.7916363850598485,44.136,20.80786720012076,44.136,-15.206259041478877
45.139,12.725620299215612,45.139,28.759344350990013,45.139,45.72364264323268
46.142,-18.562433574402483,46.142,-8.000969732756902,46.142,23.900272165449106
47.145,-65.86370176012238,47.145,24.672688748795395,47.145,-29.079269381847283
48.148,-15.09211208631745,48.148,-22.537911243984908,48.148,0.3952443010417577
49.151,5.657014092044882,49.151,19.56824498991235,49.151,-5.263928741186415
50.154,106.62627386346054,50.154,-51.93841612927193,50.154,6.665508231973085
51.157,-29.082039263347433,51.157,-86.578588883495,51.157,-35.50352981902762
52.16,-224.6383300403814,52.16,-12.613437269355346,52.16,22.886903752141247
53.164,47.5825702245428,53.164,48.26264061573789,53.164,-6.982410966010406
54.167,31.686622616126662,54.167,96.3148755288656,54.167,46.25720719828576
55.17,114.46496751361171,55.17,-62.11928390515973,55.17,49.79094244779878
56.173,52.34891587056733,56.173,5.638649899885095,56.173,-64.0495697482317
57.176,4.632165256806914,57.176,-9.799425223124818,57.176,-23.26205396200287
58.179,14.44454046214505,58.179,-12.87323959215307,58.179,-45.395155473349384
59.182,46.94184694011808,59.182,-53.59165946435208,59.182,13.135766564533819
60.185,-51.10106250322163,60.185,103.96030653639954,60.185,17.505455199149225
61.188,-5.524936449211449,61.188,18.650834474705764,61.188,21.261063310870302
62.191,-6.370369883510448,62.191,-4.82416764002765,62.191,-8.30786938319261
63.194,-28.340213503892308,63.194,-16.554553760324747,63.194,16.932459497597378
64.198,-51.597408615903745,64.198,21.96740121644599,64.198,-78.72848979195564
65.201,-10.010079031690445,65.201,-2.1832652582022796,65.201,5.1891754174367435
66.204,104.80626740908068,66.204,-14.213378529835758,66.204,15.735168084925473
67.207,8.170591342446466,67.207,28.56308237430868,67.207,-39.700189360803904
68.21,-4.248099004777984,68.21,56.792241134623346,68.21,-35.86414663660241
69.213,0.04796021944197948,69.213,20.2919261389369,69.213,-9.170393937088093
70.216,6.1030705583815985,70.216,4.762412433731546,70.216,-4.973484009243466
71.219,19.66856700007662,71.219,-30.447509187588192,71.219,-34.92452838689527
72.222,42.860176352936,72.222,109.85928355867907,72.222,20.247665148271487
73.225,24.531016860864156,73.225,-61.09418603864304,73.225,-53.827939228243515
