x,y,label
8.955,-26.968,effacement
0.915,-1.733,effacement
0.225,4.231,effacement
-0.008,27.886,effacement
0.092,24.643,effacement
4.036,22.90114932250537,mastiffs
0.499,-34.74580206356759,mastiffs
-1.459,-20.236242179868675,mastiffs
-0.466,-60.42885766273628,mastiffs
0.1,15.93225218190022,mastiffs
-4.497,-37.56909709949405,spies
0.404,14.104350498858489,spies
-1.384,-5.793079964675799,spies
8.605,-34.252058859126485,spies
-2.049,8.529382756945088,spies
10.675,-22.464926942693808,Judaea
5.267,19.516681269773393,Judaea
2.395,22.418311377223453,Judaea
20.656,-31.798306020997106,Judaea
-0.426,9.202062497411553,Judaea
