x,y,label
-15.844,-54.698,limey
-14.739,-154.08,limey
-13.633,2.983,limey
-12.528,-140.566,limey
-11.422,-103.368,limey
-10.317,-54.577,limey
-9.211,-82.459,limey
-8.106,-309.939,limey
-7.0,-7.16,limey
-15.924,-848.239,bull-tongue
-14.809,-808.459,bull-tongue
-13.693,-461.914,bull-tongue
-12.578,-168.435,bull-tongue
-11.462,-455.553,bull-tongue
-10.347,-499.104,bull-tongue
-9.231,-6.936,bull-tongue
-8.116,-331.765,bull-tongue
-7.0,-102.079,bull-tongue
-16.07,-486.016,rhomboids
-14.936,-261.12,rhomboids
-13.802,-324.736,rhomboids
-12.669,-320.91,rhomboids
-11.535,-311.739,rhomboids
-10.401,-309.799,rhomboids
-9.267,-266.554,rhomboids
-8.134,-100.997,rhomboids
-7.0,-265.835,rhomboids
