x,y,label
-0.612,-34.441,Judaea
4.262,30.761,Judaea
1.139,5.477,Judaea
0.189,-6.098,Judaea
18.435,-54.824,Judaea
4.425,2.666,Judaea
2.143,-4.013,substitutes
1.987,-7.152,substitutes
-2.183,16.872,substitutes
-2.944,11.475,substitutes
0.478,3.567,substitutes
-14.174,46.746,substitutes
-9.823,-94.935,streptothricin
-7.737,-92.9,streptothricin
0.133,20.66,streptothricin
-1.691,-7.517,streptothricin
3.55,104.962,streptothricin
1.344,25.002,streptothricin
-0.141,-13.7641115061835,caramelisation
4.0,-23.318774308542505,caramelisation
-4.253,-21.723215528354615,caramelisation
-2.027,1.4207865308105436,caramelisation
-0.187,-19.47115402173121,caramelisation
3.999,-8.908516900201029,caramelisation
