x,y,label
-2.699,-26.523,streptothricin
1.301,-2.349,streptothricin
-0.004,-95.81,streptothricin
-4.278,-73.111,streptothricin
1.03,50.743,streptothricin
17.951,-140.734,streptothricin
0.427,-100.134,streptothricin
2.72,-93.131,streptothricin
1.363,28.448,streptothricin
-0.659,62.841,streptothricin
2.063,37.402,streptothricin
0.936,34.625,streptothricin
-0.872,-60.754,streptothricin
1.047,55.982,streptothricin
-4.041,-154.575,streptothricin
3.88,-95.246,streptothricin
-1.206,55.753,streptothricin
-3.948,18.881,streptothricin
-2.005,33.364,streptothricin
-4.101,-69.637,streptothricin
7.107,-160.735,streptothricin
-0.396,93.414,streptothricin
1.001,135.184,streptothricin
-8.014,27.121,streptothricin
-4.997,-75.131,streptothricin
-1.67,-6.718,streptothricin
9.874,-149.674,streptothricin
8.972,-133.22,streptothricin
-0.045,166.424,streptothricin
0.091,55.43,streptothricin
2.005,-76.927,streptothricin
2.447,-130.672,streptothricin
3.957,-12.341,streptothricin
-10.911,-56.381,streptothricin
-8.695,-33.507,streptothricin
-15.223,-217.666,streptothricin
0.533,-8.781,streptothricin
6.913,80.432,streptothricin
-5.479,-62.747,streptothricin
7.532,-46.609,streptothricin
2.885,-3.138,streptothricin
-9.75,-115.388,streptothricin
1.378,0.172,streptothricin
-5.82,61.726,streptothricin
-2.449,19.04,streptothricin
-2.163,-40.832,streptothricin
-2.798,-76.277,streptothricin
-3.473,121.796,streptothricin
-11.873,-92.942,streptothricin
4.635,-37.02,streptothricin
-5.922,75.918,streptothricin
7.577,98.111,streptothricin
0.495,-54.158,streptothricin
-10.092,14.983,streptothricin
-0.991,-83.686,streptothricin
-0.201,-13.401,streptothricin
2.365,31.182,streptothricin
-0.683,69.969,streptothricin
0.443,-45.347,streptothricin
-0.29,73.652,streptothricin
-3.807,-251.682,streptothricin
2.8,18.774,streptothricin
-14.547,-150.745,streptothricin
-7.566,20.484,streptothricin
-2.581,-13.517,streptothricin
7.768,-66.839,streptothricin
-0.117,42.331,streptothricin
0.49,-46.567,streptothricin
1.605,-18.117,streptothricin
-11.096,56.48,streptothricin
4.892,-33.442,streptothricin
-3.658,133.565,streptothricin
-1.623,82.628,streptothricin
-12.274,-115.271,streptothricin
-0.588,-69.009,streptothricin
0.195,-43.112,streptothricin
0.481,-68.359,streptothricin
9.024,-140.101,streptothricin
-4.219,64.505,streptothricin
4.814,51.201,streptothricin
-5.513,79.202,streptothricin
-12.787,-87.953,streptothricin
