x,y,label
-0.147,-32.653,fluor-spar
-5.917,-23.253,fluor-spar
-3.247,-40.595,fluor-spar
-2.158,16.892,fluor-spar
-0.686,-23.175,fluor-spar
-2.461,5.945,fluor-spar
0.15,7.81,fluor-spar
-11.255,-39.426,fluor-spar
0.566,16.888,fluor-spar
7.938,53.66,fluor-spar
0.26,18.082,fluor-spar
2.951,28.579,fluor-spar
-17.792,-48.242,fluor-spar
-1.8,8.566,fluor-spar
-2.528,-3.568,fluor-spar
-1.184,19.958,fluor-spar
-5.83,1.775,fluor-spar
-0.291,6.09,fluor-spar
-0.025,-4.43,fluor-spar
4.841,59.466,fluor-spar
-1.318,12.011,fluor-spar
-9.707,-22.145,fluor-spar
6.533,50.621,fluor-spar
0.834,50.544,fluor-spar
0.402,25.047,fluor-spar
-0.105,7.627,fluor-spar
-3.428,-14.044,fluor-spar
3.673,58.064,fluor-spar
1.635,18.895,fluor-spar
-10.2,10.084,fluor-spar
0.835,51.943,fluor-spar
3.757,61.82,fluor-spar
0.621,0.0,fluor-spar
-5.815,-0.235,fluor-spar
-0.231,29.642,fluor-spar
-1.855,-13.751,fluor-spar
-1.039,-15.178,fluor-spar
3.254,36.661,fluor-spar
-2.28,-13.994,fluor-spar
-2.085,-28.632,fluor-spar
-3.391,-30.888,fluor-spar
-0.018,19.037,fluor-spar
-3.068,-5.612,fluor-spar
4.71,63.116,fluor-spar
-6.366,-19.26,fluor-spar
6.298,62.49,fluor-spar
-26.989,7.172,fluor-spar
3.915,39.477,fluor-spar
-4.143,-54.604,fluor-spar
-11.635,-27.271,fluor-spar
0.17,-34.404,fluor-spar
-4.988,-27.361,fluor-spar
-2.762,20.405,fluor-spar
0.398,-9.401,fluor-spar
-8.744,-42.183,fluor-spar
-0.931,-10.553,fluor-spar
4.36,63.061,fluor-spar
-8.067,-50.704,fluor-spar
-4.051,-3.791,fluor-spar
-1.369,-0.413,fluor-spar
0.29,0.339,fluor-spar
-4.862,-4.27,fluor-spar
15.726,189.032,fluor-spar
-1.009,10.829,fluor-spar
3.487,41.086,fluor-spar
9.527,91.688,fluor-spar
-2.092,-15.981,fluor-spar
4.101,25.602,fluor-spar
-4.59,1.184,fluor-spar
-5.651,-39.349,fluor-spar
5.19,56.958,fluor-spar
2.979,11.297,fluor-spar
-2.628,-27.88,fluor-spar
-1.208,1.651,fluor-spar
